@English@|@Polish@
@nominal@|@nominalny, symboliczny@
@nominate@|@mianować, obierać@
@nomination@|@nominacja@
@nominative@|@mianownik@
@nominee@|@wyznaczony kandydat@
@non-@|@bez-, nie-@
@nonage@|@małoletność, niepełnoletność@
@non-appearance@|@niestawiennictwo@
@non-attendance@|@absencja, nieobecność@
@nonce@|@na razie@
@nonchalant@|@lekceważący, niedbały, nonszalancki@
@non-claim@|@przedawnienie@
@non-com@|@podoficer@
@non-commissioned@|@bez rangi oficerskiej@
@non-committal@|@wymijający@
@non-conducting@|@nieprzewodzący@
@nonconformist@|@nonkonformista@
@nondescript@|@nieokreślony@
@none@|@nikt, żaden@
@nonenity@|@niebyt@
@nonessential@|@nieistotny@
@non-feasance@|@niespełnienie obowiązku@
@nonpareil@|@niezrównany@
@non-party@|@bezpartyjny@
@nonplus@|@zaklopotanie, zażenować@
@non-resident@|@dojeżdżający, zamiejscowy@
@nonsencial@|@niedorzeczny, nonsensowny@
@nonsense@|@absurd, niedorzeczność@
@non-smoker@|@niepalący@
@non-stop@|@bez przerwy@
@nonsuch@|@lucerna@
@nonsuit@|@odrzucenie powództwa@
@non-union@|@nie zrzeszony@
@noodle@|@głuptas, kluska, makaron, prostaczek@
@nook@|@zakątek@
@noon@|@południe@
@noonday@|@południe@
@noontide@|@południe@
@noose@|@lasso, matnia, sidła, stryczek, usidlić, złapać@
@nor@|@ani...ani, też nie@
@Nordic@|@nordycki, nordyczny@
@norm@|@norma@
@normal@|@normalny, normaly, prawidłowy@
@normality@|@normalność@
@normalization@|@normalizacja, normalizowanie@
@normalize@|@normalizować@
@Norman@|@Norman, Normandczyk, normandzki, normański@
@Norse@|@język norweski, nordycki, norweski@
@north@|@ku północy, na północ, północ@
@north-east@|@północno-wschodni, północny-wschód@
@north-easter@|@wiatr północno-wschodni@
@north-eastern@|@północno-wschodni@
@northener@|@mieszkaniec północy@
@northerly@|@północny@
@northern@|@północny@
@northward@|@ku północy, na północ@
@northwards@|@ku północy, na północ@
@north-west@|@północno-zachodni, północny-zachód@
@north-wester@|@wiatr północno-zachodni@
@north-western@|@północno-zachodni@
@Norwegian@|@język norweski, Norweg, norweski@
@nose@|@nos@
@nose-bag@|@obroczniak, worek na obrok@
@nose-dive@|@nurkowanie, pikowanie@
@nosegay@|@bukiet@
@nosing@|@nosek stopnia schodowego@
@nostalgia@|@nostalgia, tęsknota za krajem@
@nostalgic@|@nostalgiczny, tęskny@
@nostril@|@nozdrze@
@nostrum@|@zachwalane lekarstwo@
@nosy@|@wścibski, z wielkim nosem@
@not@|@nie@
@not even@|@ani@
@notability@|@rozgłos, sława, znakomitość@
@notable@|@sławny, wybitny, znakomity@
@notably@|@znacznie, znakomicie@
@notarial@|@notarialny, rejentalny@
@notary@|@notariusz, rejent@
@notation@|@notacja, znaki umowne@
@notch@|@nacięcie, wycięcie, ząb (koła zębatego)@
@note@|@nuta@
@notebook@|@notatnik, notes(ik)@
@noted@|@wybitny, znakomity, znany@
@notepad@|@notatnik, notes@
@note-paper@|@papier listowy@
@noteworthy@|@godny uwagi, osobliwy, wybitny@
@nothing@|@nic@
@nothingness@|@nicość@
@notice@|@spostrzec, zauważyć, zawiadomienie@
@notice-board@|@tablica ogłoszeń@
@notify@|@powiadomić, zawiadomić@
@notion@|@pojęcie, wyobrażenie, zamiar@
@notoriety@|@rozgłos@
@notorious@|@głośny, powszechnie wiadomy, znany@
@notwithstanding@|@jednakże, mimo wszystko, niemniej jednak@
@noun@|@rzeczownik@
@nourish@|@dawać pożywienie, karmić, żywić@
@nourishment@|@pokarm, pożywienie, żywienie@
@novel@|@nowatorski, osobliwy, powieść@
@novelette@|@nowela, opowiadanie@
@novelist@|@powieściopisarz@
@novelity@|@innowacja, nowość, oryginalność@
@November@|@listopad, listopadowy@
@novice@|@nowicjusz@
@novitiate@|@nowicjat@
@now@|@obecnie, teraz@
@nowadays@|@obecnie, teraz, w dzisiejszych czasach@
@nowhere@|@nigdzie@
@nowise@|@w żaden sposób@
@noxious@|@niezdrowy, szkodliwy@
@nozzle@|@dyszka, dzióbek@
@nuance@|@niuans, odcień@
@nubile@|@dojrzały@
@nuclear@|@jądrowy, nuklearny@
@nucleus@|@jądro, zaczątek@
@nude@|@akt, goły, nagi, obnażony@
@nudge@|@trącenie łokciem@
@nudist@|@nudysta@
@nugget@|@bryłka, samorodek@
@nuisance@|@nieprzyjemność@
@null@|@nieważny@
@nullify@|@anulować, uniewżnić@
@numb@|@ścierpły, zdrętwiały@
@number@|@ilość, liczba, liczyć, numer@
@numberless@|@niezliczony@
@numeral@|@cyfra, cyfrowy, liczbowy, liczebnik@
@numerator@|@licznik@
@numerical@|@cyfrowy, liczbowy@
@numerous@|@liczny@
@numismatic@|@numizmatyczny@
@numismatics@|@numizmatyka@
@numskull@|@dureń, głupiec, osioł@
@nun@|@mniszka, zakonnica@
@nuncio@|@nuncjusz@
@nunnery@|@klasztor (żeński)@
@nuptial@|@małżeński, ślub, ślubny, wesele, weselny@
@nurs(e)ling@|@osesek@
@nurse@|@niańka, pielęgniarka, siostra@
@nursery@|@pokój dziecinny, żłobek@
@nursery-garden@|@szkółka (drzew)@
@nursing@|@pielegniarstwo, pielęgnacja@
@nut@|@dziwak, orzech, orzech alskowy@
@nut-brown@|@brązowy, orzechowy (kolor)@
@nut-cracker@|@dziadek do orzechów@
@nut-gall@|@galasówka@
@nutmeg@|@gałka muszkatułowa@
@nutria@|@nutria@
@nutrient@|@odżywczy, pożywny@
@nutriment@|@środek odżywczy@
@nutrition@|@odżywianie@
@nutritious@|@odżywczy, pożywny@
@nutshell@|@łupinka orzecha@
@nut-tree@|@leszczyna@
@nutty@|@o zmaku orzechów, pomylony, zwariowany@
@nuzzle@|@węszyć, wsadzić nos@
@nyclatopia@|@kurza ślepota@
@nylon@|@nylon, pończochy nylonowe@
@nymph@|@nimfa@
@oaf@|@idiota, niezdara@
@oak@|@dąb, dębina, dębowy@
@oak-apple@|@galas@
@oaken@|@dębowy@
@oakum@|@pakuły@
@oar@|@wiosło, wiosłować, wioślarz@
@oarsman@|@wioślarz@
@oarswoman@|@wioślarka@
@oasis@|@oaza@
@oat@|@owies@
@oaten@|@owsiany@
@oath@|@przekleństwo, przysięga@
@oatmeal@|@mąka owsiana@
@obdurate@|@nieczuły, nieubłagany@
@obedience@|@posłuszeństwo@
@obedient@|@posłuszny@
@obeisance@|@pokłon@
@obelisk@|@obelisk@
@obesity@|@otyłość@
@obey@|@być posłusznym, usłuchać@
@obituary@|@pośmiertny@
@object@|@obiekt, przedmiot, zaprotestować@
@object-glass@|@obiektyw@
@objection@|@przeszkoda, sprzeciw, zarzut@
@objectionable@|@niewłaściwy@
@objective@|@cel, obiektyw, obiektywny@
@objectivism@|@obiektywizm@
@objectivity@|@obiektywność@
@object-lens@|@obiektyw@
@object-lesson@|@lekcja poglądowa@
@oblate@|@spłaszczony@
@obligation@|@obowiązek, zobowiązanie@
@obligatory@|@obowiązkowy, obowiązujący@
@oblige@|@zobowiązać@
@obligee@|@wierzyciel@
@obliging@|@grzeczny, oprzejmy@
@oblique@|@pochyły, skośny@
@obliquity@|@nachylenie, pochyłość@
@obliterate@|@wymazać@
@oblivion@|@niepamięć, zapomnienie@
@oblivious@|@niepomny@
@oblong@|@pociągły, podłużny@
@obloquy@|@obmowa, oszczerstwo@
@obnoxious@|@przykry@
@oboe@|@obój@
@obolescent@|@zanikający@
@obscene@|@nieprzyzwoity, sprośny@
@obscenity@|@nieprzyzwoitość, sprośność@
@obscurant@|@obskurant, wstecznik@
@obscuration@|@zaciemnienie@
@obscure@|@ciemny, niejasny, ponury@
@obscurity@|@ciemność, mrok, niejasność@
@obsequies@|@egzekwie@
@obsequious@|@służalczy@
@observance@|@postrzeganie@
@observant@|@przestrzegający, uważny@
@observation@|@obserwacja, spostrzegawczość@
@observatory@|@obserwatorium@
@observe@|@obserwować, spostrzegać@
@observer@|@obserwator@
@obsess@|@opętać, prześladować@
@obsession@|@obsesja@
@obsidian@|@obsydian@
@obsolete@|@przestarzały, szczątkowy@
@obstacle@|@przeszkoda@
@obstetric(al)@|@położniczy@
@obstetrician@|@położnik@
@obstetrics@|@położnictwo@
@obstinacy@|@upór, zawziętość@
@obstinate@|@trwały, uparty, zawzięty@
@obstipation@|@zatwardzenie@
@obstreperous@|@hałaśliwy, oporny@
@obstruct@|@tamować, tarsować@
@obstruction@|@zatamowanie, zator@
@obstructive@|@tamujący, zawadzajacy@
@obtain@|@otrzymać, uzyskać@
@obtainable@|@do nabycia@
@obtainment@|@nabycie, uzyskanie@
@obtrude@|@narzucić@
@obtrusive@|@natrętny@
@obtuse@|@rozwarty, tępy@
@obverse@|@licowany, zewnętrzny@
@obviate@|@zapobiec@
@obvious@|@jasny, oczywisty@
@ocarina@|@okaryna@
@occasion@|@okazja, sposobność@
@occasional@|@okolicznosciowy, przypadkowy@
@occasionally@|@od czasu do czasu, przypadkowo@
@occiput@|@potylica@
@occult@|@okultystyczny, tajemny@
@occultism@|@okultyzm@
@occupant@|@lokator, miszkaniec, okupant@
@occupation@|@okupacja, zajęcie, zajmowanie, zawód@
@occupational@|@zawodowy@
@occupier@|@dzierżawca, lokator, posiadacz@
@occupy@|@okupować, zajmować@
@occur@|@pojawić się, trafić się, wystapić@
@occurrence@|@wypadek, występowanie, zdarzenie@
@ocean@|@ocean@
@oceanic@|@oceaniczny@
@oceanography@|@oceanografia@
@ocelot@|@ocelot@
@ochre@|@ochra@
@octagon@|@ośmiobok, ośmiokąt@
@octane@|@oktan@
@octant@|@oktant@
@octave@|@oktawa@
@October@|@pażdziernik@
@octopus@|@ośmiornica@
@octosyllabic@|@ośmiosylabowy@
@ocular@|@naoczny, oczny@
@oculist@|@okulista@
@odd@|@dziwny, nieparzysty, pozostały@
@oddity@|@dziwaczność, osobliwość@
@odd-looking@|@dziwny@
@oddly@|@dziwnie, osobliwie@
@oddments@|@resztki, rupiecie@
@odds@|@nierówność, sprzeczność, szanse powodzenia@
@ode@|@oda@
@odious@|@odpychający, wstrętny@
@odium@|@nienawiść, odium@
@odoriferous@|@pachnący, wonny@
@odorous@|@pachnący, wonny@
@odour@|@reputacja, woń, zapach@
@oecumenical@|@ekumeniczny, powszechny@
@oedma@|@obrzęk@
@oesophagus@|@przełyk@
@oestrum@|@bodziec, giez, podnieta@
@of course@|@owszem@
@office@|@biuro@
@oil@|@olej, oliwa@
@old@|@stary@
@oldest@|@najstarszy@
@omelette@|@omlet@
@omen@|@wróżba@
@on the edge of@|@na krawędzi@
@one@|@jedno@
@one more@|@jeszcze jeden@
@onion@|@cebula@
@open@|@otwierać@
@operator@|@operator@
@optician@|@optyk@
@or@|@albo, lub@
@orange@|@pomarańcz, pomarańcza@
@orbit@|@orbita@
@orchard@|@sad@
@orcharding@|@sadownik@
@ordinary@|@zwyczcajny@
@organ@|@organ, organy@
@organism@|@organizm@
@Orthodox@|@prawosłowny@
@OS@|@system operacyjny@
@out-patients' clinic@|@ambulatorium@
@outside@|@zewnątrz@
@ovary@|@jajnik@
@overcoat@|@płaszcz@
@oxygen@|@tlen@
@packet@|@paczka@
@page@|@strona@
@pain@|@ból (fizyczny)@
@painful@|@bolesny@
@painless@|@bezbolesny@
@painting@|@malowidło@
@pale@|@blady@
@palette@|@paleta@
@palm@|@dłoń@
@pansy@|@bratek@
@panther@|@pantera@
@pantry@|@spiżarnia@
@paper@|@papier@
@paradise@|@raj@
@parasite@|@pasożyt@
@parcel@|@przesyłka@
@parent@|@rodzic@
@parents@|@rodzice@
@Paris@|@Paryż@
@parity@|@równość@
@park@|@park@
@parliamentary@|@sejmowy@
@part@|@część@
@passion@|@namiętność@
@passport@|@paszport@
@pastry shop@|@cukiernia@
@path@|@dróżka, ścieżka@
@patient@|@pacjent@
@patrol@|@patrol@
@pavement@|@chodnik@
@pea soup@|@grochówka@
@peace on the world@|@pokój na świecie@
@peach@|@brzoskwinia@
@pear@|@gruszka@
@peas@|@groszek@
@pebble@|@kamyk@
@pedal@|@pedał@
@pen@|@długopis@
@penalty@|@kara@
@pencil@|@ołówek@
@penny@|@grosz@
@pensioner@|@emeryt@
@pepper@|@pieprz@
@perfect@|@doskonały@
@perhaps@|@być może, może@
@perk@|@ożywiać@
@person@|@osoba@
@pest@|@zaraza@
@petition@|@petycja@
@picture@|@obraz@
@pier@|@molo@
@pig@|@świnia@
@pike@|@pika@
@pillbox@|@bunkier@
@pillow@|@poduszka@
@pilot@|@pilot@
@pipette@|@pipeta@
@place@|@miejsce, sadowić@
@plait@|@pleść@
@planet@|@planeta@
@plasma@|@plazma@
@platform@|@peron@
@play@|@grać@
@pleased to meet you@|@bardzo mi miło@
@pleasure@|@przyjemność@
@pledge@|@zastaw@
@pleface@|@blada twarz@
@pliers@|@obcęgi@
@plot@|@spisek@
@ply@|@wykonywać@
@pocket@|@kieszeń@
@pointless@|@bezcelowy@
@Poland@|@Polska@
@pole@|@biegun@
@police@|@policja@
@police station@|@posterunek policji@
@policeman@|@policjant@
@Polish@|@polski@
@politeness@|@grzeczność@
@pollution@|@zanieczyszczenia@
@poor@|@biedny, ubogi@
@popcorn@|@prażona kukurydza@
@population@|@populacja@
@portly@|@pełen@
@post ofice@|@urząd pocztowy@
@postage stamp@|@znaczek pocztowy@
@postmaster@|@naczelnik poczty@
@pot@|@garnek@
@potato@|@ziemniak@
@potent@|@silny@
@potter@|@garncarz@
@pottery@|@garncarstwo@
@pound@|@funt@
@power@|@moc@
@power station@|@elektrownia@
@power supply@|@zasilacz@
@practical@|@praktyczny@
@pray@|@prosić@
@precious@|@drogocenny@
@pregnancy@|@ciąża@
@premise@|@przesłanka@
@president@|@prezydent@
@press conference@|@konferencja prasowa@
@pressure@|@nacisk@
@price@|@cena@
@price-list@|@cennik@
@pride@|@duma@
@primary@|@główny@
@prince@|@książe@
@print@|@drukować, dzieło@
@printer@|@drukarka@
@prior@|@poprzedni@
@prison@|@więźienie@
@prisoner@|@więzień@
@probable@|@prawdopodobny@
@probation@|@staż@
@proclamation@|@odezwa@
@produce@|@wydawać@
@profile@|@profil@
@programme@|@program@
@promotion@|@awans@
@pronoun@|@zaimek@
@propeller@|@śmigło@
@pros and cons@|@blaski i cienie@
@proud@|@dumny@
@pssessive@|@dzierżawczy@
@puddle@|@kałuża@
@pull out@|@wyciągać@
@pulpit (in church)@|@ambona@
@pun@|@kalambur@
@pupil@|@uczeń@
@purchuase@|@zakup@
@purge@|@czystka@
@purse@|@portmonetka, torebka@
@pushy@|@nachalny@
@put away@|@chować@
@quack@|@kwakanie, szarlatan, znachor@
@quackery@|@szarlataństwo, znachorstwo@
@quadrangle@|@czworobok, czworokąt, dziedziniec@
@quadrangular@|@czworoboczny, czworokątny@
@quadrant@|@kwadrant@
@quadrat@|@kwadrat@
@quadrilateral@|@czteroboczny, czterostronny@
@quadrille@|@kadryl@
@quadruped@|@czworonożny, czworonóg@
@quadruple@|@czterokrotny, poczwórny@
@quadruplets@|@czworaczki@
@quaff@|@pić łapczywie@
@quag@|@bagno, kłopot, trzęsawisko@
@quagmire@|@bagno, kłopot, trzęsawisko@
@quail@|@lękać się, przepiórka@
@quaint@|@ciekawy, oryginalny, osobliwy@
@quake@|@drżeć, drżenie, trząść się, trzęsienie@
@Quaker@|@kwakier@
@quakerish@|@kwakierski@
@qualification@|@kompetencja, kwalifikacja, warunek, zastrzeżenie@
@qualified@|@dyplomowany, kwalifikujący się, wykwalifikowany@
@qualify@|@łagodzić, ograniczać, określać@
@qualifying@|@eliminacyjny, kwalifikacyjny@
@qualitative@|@jakościowy@
@quality@|@gatunek, jakość, zaleta@
@qualm@|@mdłości, nudności, skrupuły, wyrzuty@
@quandary@|@kłopot@
@quantitative@|@ilościowy@
@quantity@|@ilość, liczba, wielkość@
@quantum@|@kwant, kwota@
@quarantine@|@kwarantanna@
@quarrel@|@kłocić się, kłótnia, sprzeczka@
@quarrelsome@|@kłótliwy@
@quarry@|@kamieniołom, wydobywać, zdobycz@
@quart@|@kwarta@
@quarter@|@ćwiartka, kwadrans, kwartał, kwatery, stacjonować@
@quarter-deck@|@nadbudówka@
@quarter-final@|@ćwierćfinał@
@quarterly@|@kwartalnik, kwartalny@
@quartermaster@|@kwatermistrz, sternik@
@quartet(te)@|@czwórka, kwartet@
@quarto@|@format ćwiartkowy@
@quartz@|@kwarc@
@quash@|@stłumić, uniważnić, zduciś@
@quasi@|@niemal, prawie@
@quaternary@|@czwartorzędowy, poczwórny@
@quatrain@|@czterowiersz@
@quaver@|@drgać, drżeć, drżenie głosu, wibrować@
@quay@|@nadbrzeże@
@queasy@|@przyprawiający o mdłości, skłonny do mdłości@
@queen@|@królowa@
@queenly@|@królewski, po królewsku@
@queer@|@dziwaczny, dziwny, podejrzany@
@quell@|@zdławić, zdusić@
@quench@|@ostudzić, stłumić, ugasić@
@quern@|@młynek do pieprzu, żarna@
@querulous@|@narzekający, zrzędny@
@query@|@pytać, zapytanie@
@quest@|@poszukiwanie, szukać@
@question@|@kwestia, pytać, pytanie, sprawa, zastrzeżenie@
@questionable@|@niepewny, sporny, wątpliwy@
@question-mark@|@pytajnik, znak zapytania@
@questionnaire@|@kwestionariusz@
@queue@|@kolejka, stać w kolejce, warkocz@
@quibble@|@gra słów, kalambur@
@quick@|@porywczy, skory, szybki, szybko, żwawo@
@quicken@|@ożywiać, pobudzić, przyśpieszyć@
@quick-firing@|@szybkostrzelny@
@quicklime@|@niegaszone wapno@
@quickly@|@prędko, szybko@
@quicksand@|@grząski piasek@
@quickset@|@żywopłot@
@quicksilver@|@żywe srebro@
@quick-tempered@|@porywczy@
@quick-witted@|@bystry, rozgarnięty@
@quid@|@funt szterling, prymka@
@quiescence@|@bezruch, spoczynek, spokój@
@quiescent@|@cichy, nieruchomy, spokojny@
@quiet@|@cisza, łagodny, skromny, spokojny, spokój@
@quietude@|@spokój@
@quill@|@dutka, kolec (np. jeża), lotka@
@quill-driver@|@gryzipiórek@
@quilt@|@kołdra, wywatować@
@quince@|@pigwa@
@quinine@|@chinina@
@quiniquina@|@chinowiec@
@quint@|@kwinta@
@quintal@|@centar, kwintal@
@quintessence@|@kwintesencja@
@quintet(te)@|@kwintet, piątka@
@quintuple@|@pięciokrotny@
@quintuplets@|@pięcioraczki@
@quip@|@żart, żartować@
@quire@|@chór, libra@
@quirk@|@gra słów, kalambur@
@quit@|@opuścić, przestać, wyjechać@
@quitch@|@perz@
@quite@|@całkowicie, raczej, wcale, zupełnie@
@quits@|@skwitowany@
@quittance@|@odwet, pokwitowanie, uwolnienie@
@quiver@|@drganie, drżenie, trzepotanie, zadrżeć@
@quiz@|@kpiarz, quiz, test@
@quizzical@|@dziwaczny, kpiarski, żartobliwy@
@quoin@|@kąt, klin, narożnik, węgieł@
@quondam@|@były@
@quorum@|@kworum@
@quota@|@kontyngent, udział@
@quotable@|@godny zacytowania@
@quotation@|@cytat, zacytowanie@
@quotation-marks@|@cudzysłów@
@quote@|@prztoczyć, zacytować@
@quoth@|@rzekłem@
@R.A.@|@kontradmierał@
@rabbit@|@królik@
@radiator@|@kaloryfer@
@radio@|@radio@
@radish@|@rzodkiewka@
@rail@|@szyna@
@railroad@|@kolej@
@railway porter@|@bagażowy@
@rain@|@deszcz@
@rainbow@|@tęcza@
@raincoat@|@deszczowiec@
@rainstorm@|@ulewa@
@raise@|@podnosić@
@rake@|@grabie@
@rapid@|@wartki@
@rasp@|@tarka@
@rather@|@raczej@
@raven@|@kruk@
@ravine@|@jar@
@raw@|@surowy@
@read@|@czytać@
@ready-to wear clothes@|@konfekcja@
@red@|@czerwony@
@registration number@|@numer rejestracyjny@
@reign@|@panować@
@remainder@|@pozostałość@
@remember@|@pamiętać@
@rent@|@wypożyczać@
@reptile@|@gad@
@rescue@|@ratować@
@research@|@prace badawcze@
@resistance@|@opór@
@respect@|@respekt@
@rest@|@odpoczynek@
@rested@|@wypoczęty@
@result@|@wynik@
@ribbon@|@tasiemka@
@rich@|@bogaty@
@ridge@|@skiba@
@right-hand@|@prawostronny@
@right-handed@|@praworęczny@
@rise@|@ryż@
@river@|@rzeka@
@road@|@droga@
@roll@|@bułka@
@Roman@|@rzymski@
@romantic@|@romantyczny@
@Rome@|@Rzym@
@roof@|@dach@
@room@|@pokój@
@route@|@trasa@
@row@|@szereg@
@RP@|@Rzeczpospolita Polska@
@rub@|@trzeć@
@rudder@|@ster@
@ruddy@|@rumiany@
@rule@|@reguła@
@rump@|@zad@
@run@|@biec, gnać@
@rye@|@żyto@
@sack@|@worek@
@sacred music@|@sakralna muzyka@
@sadly@|@smutno@
@safe@|@bezpieczny@
@salad@|@sałatka@
@sale@|@sprzedawać@
@salt@|@sól@
@salty@|@słony@
@salute@|@salutować@
@salver@|@tacka@
@Samaritan@|@Samarytanin@
@samba@|@samba@
@samovar@|@samowar@
@samurai@|@samuraj@
@sandwich@|@kanapka@
@sanitary towel@|@podpaska@
@sardine@|@sardynka@
@Saturday@|@sobota@
@sauce@|@sos@
@save@|@zapisać@
@savior@|@wybawca@
@saviour@|@wybawca@
@saw@|@piła@
@sawmill@|@tartak@
@Saxon@|@saski@
@scallion@|@zielona cebulka@
@scanty@|@lichy@
@scar@|@blizna@
@scent@|@wąchać@
@school@|@szkoła@
@scissors@|@nożyce, nożyczki@
@Scotch kale@|@kapusta czerwona@
@screen@|@ekran@
@screw@|@śruba@
@script@|@skrypt@
@scythe@|@kosa@
@sea@|@morze@
@seam@|@szew@
@season@|@sezon@
@seated@|@siedzący@
@second@|@drugi@
@secretary@|@sekretarz@
@see@|@widzieć@
@seedling@|@sadzonka@
@seismic@|@sejsmiczny@
@seismograph@|@sejsmograf@
@seismological@|@sejsmologiczny@
@select@|@gatunkowy@
@self-governing@|@samorządny@
@selfish@|@samolubny@
@self-propelled@|@samobieżny@
@seller@|@sprzedawca@
@semidetached house@|@domek@
@Semitic@|@semicki@
@senate@|@senat@
@send in@|@przysyłać@
@senior@|@senior@
@sense@|@sens, zmysł@
@separate@|@oddzielny@
@September@|@wrześien@
@sequin@|@cekin@
@serious@|@poważny@
@service station@|@warsztat samochodowy@
@servile@|@niewolniczy@
@settings@|@ustawienia@
@settler@|@osadnik@
@sew together@|@zszyć@
@sewage pipe@|@rura kanalizacyjna@
@sewage system@|@kanalizacja@
@sexologist@|@seksuolog@
@sexual@|@seksualny@
@sexy@|@seksowny@
@shadow@|@cień@
@shallow@|@płytki@
@shame@|@wstyd@
@sharesholder@|@akcjonariusz@
@sharp@|@ostry@
@shaving cream@|@krem do golenia@
@she@|@ona@
@shed@|@szałas, szopa@
@sheep@|@owca@
@sheet@|@kartka, prześcieradło@
@sheet metal@|@płyta metalowa@
@shelter@|@budka@
@shift@|@przesuwać@
@shiny@|@błyszczący@
@shirt@|@koszula@
@shit@|@srać***@
@shoe@|@but@
@shop@|@warsztat@
@shop window@|@wystawa sklepowa@
@shore@|@brzeg@
@short@|@krótki@
@shot@|@strzał@
@shower@|@prysznic@
@shrub@|@krzak@
@shun@|@unikać@
@shutter@|@okiennica@
@side@|@strona@
@sieve@|@sito@
@sigh@|@wzdychać@
@sign@|@znaczek@
@silent@|@cichy@
@silicon@|@krzem@
@silly@|@głupi@
@silo@|@silos@
@silver@|@srebny@
@sincere@|@szczery@
@sing@|@śpiewać@
@singing@|@śpiew@
@siren@|@syrena@
@sister@|@siostra@
@sit down@|@siadać@
@size@|@rozmiar@
@skin@|@skóra@
@skinny@|@chudy@
@skunk@|@kanalia@
@sky@|@niebo@
@slang@|@gwar@
@slash@|@ukośnik@
@slaugther@|@ubój@
@sledge@|@sanki@
@sleep@|@spać@
@sleeve@|@rękaw@
@sleigh@|@sanie@
@slowly@|@powoli, wolno@
@sluggish@|@ospały@
@slut@|@dziwka***@
@smell@|@odór@
@smile@|@uśmiech@
@smock@|@kaftan roboczy@
@smoke@|@dym@
@smooth@|@gładki@
@snout@|@ryj@
@snow@|@śnieg@
@snow-storm@|@śnieżyca@
@snuff@|@tabaka@
@so@|@dlatego, wieę@
@so many@|@take wiele@
@so much@|@tak dużo, tyle@
@so that@|@aż@
@soaked@|@zmokły@
@soap@|@mydło@
@sock@|@skarpetka@
@socket@|@złącze@
@soft@|@delikatny, miękki@
@solace@|@ukojenie@
@sold@|@sprzedany@
@soldier@|@żołnierz@
@some or other@|@któryś@
@somebody@|@ktoś@
@somebody's@|@czyjś@
@something@|@coś@
@son@|@syn@
@song@|@pieśń, śpiew@
@soon@|@wkrótce@
@sooner@|@wcześniej@
@sooner or later@|@prędzej czy później@
@soot@|@sadza@
@sore throat@|@ból gardła@
@sorrow@|@smutek@
@sorter@|@brakarz@
@soul@|@dusza@
@sound@|@dźwięk@
@sound barrier@|@bariera dźwięku@
@soup@|@zupa@
@south@|@południe@
@sowing@|@siew@
@Spain@|@Hiszpania@
@Spaniard@|@Hiszpan@
@spasm@|@drgawka@
@speaker@|@głośnik@
@spear@|@włócznia@
@specific@|@dokładny@
@spectacles@|@okulary@
@speed@|@prędkość, szybkość@
@spinach@|@szpinak@
@spit@|@pluć@
@spoiled@|@zepsuty@
@spontaneous@|@samozapłon, żywiołowy@
@spoon@|@łyżka@
@spring@|@wiosna@
@spruce@|@świerk@
@sqr@|@pierwiastek kwadratowy@
@squid@|@kałamarnica@
@staff@|@kadra@
@stage@|@faza@
@staircase@|@klatka schodowa, schody@
@stake@|@pal@
@stamp@|@stempel@
@star@|@gwiazda@
@Star Wars@|@Gwiezdne Wojny@
@static@|@statyczny@
@station@|@dworzec, stacja@
@stay@|@pobyt@
@steam@|@para@
@stench@|@smród@
@step@|@krok@
@steppe@|@step@
@stern@|@surowy@
@stick@|@pałka, tkwić@
@sticker@|@naklejka@
@stink@|@odór@
@stir@|@bełtać@
@stock@|@zasób@
@stockholder@|@akcjonariusz@
@stoic@|@stoik@
@stole@|@podzelować@
@stomach@|@ból brzucha, żołądek@
@stone@|@kamień, pestka@
@stone pottery@|@naczynia kamionkowe@
@stoneware clay@|@kamionka@
@stool@|@stołek@
@storey@|@kondygnacja@
@storm@|@burza@
@stove@|@piec@
@straight@|@prosty@
@strain@|@rasa@
@strainer@|@cedzak@
@straitjacket@|@kaftan bezpieczeństwa@
@strawberries@|@truskawki@
@street@|@ulica@
@strength@|@siła@
@stretcher@|@nosze@
@striking@|@uderzający@
@strip@|@pasek@
@strong man@|@siłacz@
@strum@|@rzępolić@
@stub@|@niedopałek@
@student@|@student, studentka@
@stump@|@pniak@
@submissive@|@uległy@
@suburbs@|@przedmieście@
@subway@|@kolejka podziemna, metro@
@successor@|@dziedzic@
@such@|@taki@
@suck@|@ssać@
@suddenly@|@nagle@
@suffering (from pain)@|@obolały pacjent@
@sugar@|@cukier@
@suicide@|@samobójca@
@suit@|@być do twarzy, garnitur@
@sulphur@|@siarka@
@summer@|@lato@
@sun@|@słońce@
@Sunday@|@niedziela@
@supervision@|@dozór@
@Supreme Administrative Court@|@Naczelny Sąd Administracyjny@
@sure@|@pewny@
@surface@|@powierzchnia@
@surrounded@|@otoczony@
@sweatshirt@|@bluza sportowa@
@sweet@|@cukierek@
@sweetheart@|@ukochona@
@swim@|@pływać@
@swimming pool@|@basen pływacki@
@swindler@|@szalbierz@
@swollen@|@opuchły@
@synagogue@|@synagoga@
@table@|@stoł, stół@
@tail@|@ogon@
@take@|@brać@
@take a seat@|@sadowić się@
@take away@|@odebrać@
@talkative@|@gadatliwy@
@tank@|@czołg@
@taste@|@smak@
@tax@|@podatek@
@taxi@|@taksówka@
@tea@|@herbata@
@teacher@|@nauczyciel@
@tear up@|@podrzeć@
@tease@|@dociąć, docinać@
@telephone@|@telefon@
@television@|@telewizja@
@tenement (house)@|@kamienica@
@tenfold@|@dziesięciokrotny@
@tenth@|@dziesiąty@
@text@|@tekst@
