@English@|@Portuguese@
@bold@|@gordo, realce@
@Bolivia@|@Bolívia@
@bolt@|@parafuso, peneirar (v.)@
@bomb@|@bomba, bombardear (v.)@
@bombard@|@bombardeie@
@Bombay@|@Bombaim@
@bonbon@|@bombom@
@bond@|@ligação@
@bone@|@osso@
@bonus@|@bônus@
@boo@|@vaiar (v. t. i.)@
@book@|@livro@
@booklet@|@livreto@
@bookseller@|@livreiro@
@bookshop@|@livraria@
@boot@|@bota, carregador@
@booth@|@tenda@
@booth (phone-)@|@cabine@
@borax@|@bórax@
@Bordeaux@|@Bordéus@
@border@|@abeirar (v. t. r.), beira, margem, raiar (v.)@
@bore@|@furar (v.), furo, verruma@
@Borneo@|@Bornéu@
@Bosnia@|@Bósnia@
@Bosnian@|@Bosniano@
@bosom@|@peito, seio@
@boss@|@amo, saliência@
@both@|@ambos@
@bother@|@incomodar (v.), incômodo@
@bottle@|@engarrafar (v.), frasco, garrafa@
@bottom@|@fundo@
@bough@|@ramo@
@bouillon@|@caldo de carne@
@boulder@|@pedregulho@
@boulevard@|@bulevar@
@boundary@|@limite (m.)@
@boutique@|@loja@
@bovine@|@Bovídeos@
@bow@|@curva, curvar (v.), inclinar (v. t. r.), proa@
@bowl@|@bacia, tejela@
@box@|@caixa, encaixar (v. t.)@
@box-office@|@bilheteira@
@boy@|@menino, rapaz@
@boycott@|@boicotar (v.), boicotear (v.)@
@Brabant@|@Rendas do Brabante@
@brace@|@cinta@
@braces@|@cintas, suspensórios@
@bracket@|@suporte@
@brackets@|@suportes@
@brag@|@gabar (v.)@
@braid@|@trança@
@brain@|@cérebro@
@brake@|@freio, travão@
@brake (car)@|@travar (v. t.)@
@branch@|@filial, ramo@
@branch off@|@bifurcar (v.)@
@brandish@|@esgrimir (v.)@
@brandy@|@aguardente, conhaque@
@brass@|@bronze, latão@
@Braunschweig@|@Bransvique@
@brave@|@bravo@
@Brazil@|@Brasil@
@Brazilian@|@brasileiro@
@breach@|@romper (v.), ruptura@
@bread@|@pão@
@break@|@partir (v. t.), quebrar (v.), rebentar (v.), romper (v.), ruptura@
@break (day)@|@abrir (v. i.)@
@break (someone) of the habit of@|@desacostumar (v.)@
@break the law@|@delinquir (v.)@
@break up@|@fragmentar (v.)@
@breakfast@|@pequeno almoço, pequeno-almoço@
@bream@|@brema@
@breast@|@peito@
@breath@|@respiração@
@breathe@|@respirar (v.), respire@
@breather@|@respiradouro@
@breed@|@raça@
@breeze@|@brisa@
@Bretagne@|@Bretanha@
@Breton@|@Bretão@
@bribe@|@subornar (v.)@
@brick@|@tijolo@
@bridge@|@ponte@
@bridle@|@breio@
@brief@|@breve (adj.), breve (m.), sumário@
@briefcase@|@pasta@
@briefs@|@sumário@
@bright@|@brilhante@
@brighten@|@abrilhantar (v. t.), aclarar (v. t. i. r.)@
@brighten up@|@amenizar (v.)@
@brilliant@|@brilhante@
@bring@|@trazer (v.)@
@bring near@|@aconchegar (v. t.)@
@bring up to date@|@atualizar (v.)@
@brisk@|@vivo (adj.)@
@bristle@|@cerda, eriçar (v. t.)@
@Britain@|@Grã-Bretanha@
@British@|@Britânico@
@Briton@|@Britânico@
@Brittany@|@Bretanha@
@brittle@|@frágil@
@broad@|@amplo, largo@
@broadcast@|@transmissão@
@broccoli@|@bróculos@
@broken@|@quebrado@
@broker@|@corretor@
@brokerage@|@agência corretora@
@bronze@|@bronzear (v.)@
@brook@|@ribeiro@
@broom@|@vassoura@
@brother@|@irmão@
@brow@|@sobrancelha, testa@
@brown@|@marrom@
@Brunswick@|@Brunsvique@
@brush@|@escova@
@Brussels@|@Bruxelas@
@brute@|@bruto@
@bubble@|@bexiga, bolha@
@Bucharest@|@Bucareste@
@bucket@|@balde, cubeta@
@buddy@|@camarada@
@budget@|@orçamento@
@buffalo@|@búfalo@
@buffer@|@amortecedor@
@buffet@|@bufete@
@buffoon@|@palhaço@
@bug@|@erro, insecto, inseto@
@build@|@configuração, edificar (v.), erigir (v. t.)@
@builder@|@construtor, lavrador@
@building@|@edifício@
@bulb@|@bulbo, lâmpada@
@Bulgaria@|@Bulgária@
@bulk@|@volume@
@bulky@|@volumoso@
@bull@|@touro@
@bulldozer@|@escavadora@
@bullet@|@bala@
@bulletin@|@boletim@
@bumblebee@|@zangão@
@bump@|@colisão@
@bumper@|@amortecedor@
@bunch@|@grupo@
@bundle@|@pacote@
@bungle@|@desacertar (v.), estrague@
@burden@|@carga@
@burdensome@|@pesado@
@bureau@|@departamento@
@burglar@|@assaltante@
@burglarize@|@arrombar (v.)@
@Burgundy@|@Borgonha@
@burn@|@abrasar (v. t.), queimadura, queimar (v.)@
@burn with passion@|@abrasar (v. i. r.)@
@burnt@|@queimado@
@burst@|@estouro, irromper (v.), voar (v.)@
@bury@|@enterro, sepultar (v.)@
@bus@|@autocarro, barra-ônibus, caminheta@
@bush@|@arbusto@
@Bushman@|@Bosquímano@
@business@|@assunto, comércio, negócio, transacção@
@business deal@|@assunto@
@businessman@|@homem de negócios@
@busy@|@ocupado@
@but@|@contudo, embora, mas@
@butcher@|@açougueiro, carniceiro@
@butter@|@manteiga@
@butterfly@|@borboleta@
@button@|@abotoar (v.), tecla@
@buy@|@compra, comprar (v.)@
@buy at auction@|@arrematar (v.)@
@buyer@|@comprador@
@buzz@|@zumbido, zumbir (v. i.)@
@buzzer@|@cigarra@
@by@|@ao, pelo, por@
@by now@|@já@
@bye@|@adeus, assunto secundário@
@cab@|@táxi@
@cabaret@|@cabaré@
@cabbage@|@couve, repolho@
@cabin@|@cabana, cabine, camarote@
@cabinet@|@armário@
@cable@|@cabo@
@cablegram@|@cabograma@
@cactus@|@cacto@
@cage@|@gaiola@
@Cairo@|@Cairo@
@cake@|@bolo@
@calabash@|@abóbora@
@calculate@|@calcular (v.), calcule, medir (v. t.)@
@calculation@|@cálculo, conta@
@calculator@|@calculadora@
@calendar@|@acetinar (v. t.), calendário@
@calf@|@barriga, vitela, vitelo@
@calibrate@|@calibrar (v.)@
@California@|@Califórnia@
@call@|@chamada, chamar (v.), denominar (v.), intitular (v. t. r.), nomear (v.)@
@caller@|@chamador@
@calm@|@acalmar (v.), apaziguar (v.), calma, sossegado, sossegar (v.)@
@calm down@|@sossegar (v.)@
@camel@|@camelo@
@camera@|@câmera@
@camouflage@|@camuflar (v.)@
@camp@|@acampamento, acampar (v.)@
@campaign@|@campanha@
@camphor@|@cânfora@
@can@|@lata, poder (v. t.)@
@Canada@|@Canadá@
@Canadian@|@Canadense@
@canalize@|@canalizar (v. t.)@
@Canary@|@Canário@
@cancel@|@cancelamento, cancelar (v.)@
@candidate@|@candidato@
@candle@|@vela@
@candy@|@doce@
@cane@|@bastão, vara@
@cannon@|@canhão@
@canteen@|@cantina@
@canyon@|@garganta@
@cap@|@barrete, tampão@
@capability@|@potencialidade@
@capable@|@capaz@
@capacity@|@poder (m.)@
@caper@|@alcaparra@
@capital@|@capital, importante@
@capitalist@|@capitalista@
@capitalize@|@capitalizar (v.)@
@capitulate@|@capitular (v.)@
@capsize@|@virar (v.), voltar (v.)@
@capsule@|@cápsula@
@captain@|@capitão@
@captivate@|@cativar (v.)@
@capture@|@captação, capturar (v.), prender (v. t.)@
@car@|@auto, automóvel, carro@
@car (train/railroad)@|@vagão@
@caravan@|@caravana@
@carbonize@|@carbonizar (v.)@
@carbon-paper@|@carbono-papel@
@carburetor (US)@|@carburador@
@carburettor (UK)@|@carburador@
@card@|@cartão@
@cardboard@|@cartão@
@care@|@cuidado@
@care for@|@olhar (v. t.)@
@career@|@carreira@
@careful@|@cuidadoso@
@carefully@|@com cuidado@
@careless@|@descuidado@
@caress@|@acariciar (v. t.)@
@cargo@|@carga@
@carousel@|@carrossel@
@carp@|@carpa@
@carpenter@|@carpinteiro@
@carpet@|@tapete@
@carriage@|@carruagem, vagão@
@carrot@|@cenoura@
@carrousel@|@carrossel@
@carry@|@carregar (v.), portar (v.), transportar (v.)@
@carry out@|@protagonizar (v.)@
@carry through@|@realizar (v.)@
@cart@|@carro@
@cartridge@|@cartucho@
@case@|@armário, assunto, caso@
@cash@|@dinheiro@
@cashew@|@acaju (m.), anacardo@
@cashier@|@caixa@
@cassava@|@mandioca@
@casserole@|@caçarola@
@cassette@|@gaveta@
@cast@|@arremesso, fundir (v.), molde@
@cast into an abyss@|@abismar (v. t.)@
@castle@|@castelo, torre@
@cast-off@|@molde-fora@
@Castor@|@Rodízio@
@castrate@|@castrar (v.)@
@cat@|@gato@
@catalog@|@catálogo@
@catalogue@|@catalogar (v.), catálogo@
@catastrophic@|@catastrófico@
@catch@|@colher (v.), pegar (v.), prendedor, supreender (v.), tomar (v.)@
@categorize@|@categorizar (v.)@
@category@|@categoria@
@cater@|@fornecer (v.)@
@caterpillar@|@lagarta@
@cathedral@|@catedral@
@Caucasus@|@Cáucaso@
@cauliflower@|@couve-flor@
@caulk@|@calafete@
@cause@|@acarretar (v.), causa, causar (v.), ocasionar (v.)@
@cause an accident@|@acidentar (v.)@
@caution@|@acautelar (v. t. r.), cuidado@
@cautious@|@cauteloso@
@cavalier@|@mais cavalier@
@cavalry@|@cavalaria@
@cave@|@caverna@
@cavern@|@caverna@
@cavity@|@cavidade@
@cease@|@cessar (v.), cesse@
@cedar@|@cedro@
@ceiling@|@tecto@
@celebrate@|@celebrar (v.), comemore, festejar (v.)@
@celebrity@|@celebridade@
@celery@|@aipo@
@cell@|@pilha@
@cellar@|@adega, cave, subsolo@
@Celsius@|@Célsio@
@cement@|@cimentar (v.), cimento@
@cemetery@|@cemitério@
@censure@|@acoimar (v. t.), censurar (v.)@
@cent@|@centavo@
@centavo@|@centavo@
@centennial@|@século@
@center (US)@|@centrar (v.), centro@
@centigrade@|@centigrado@
@centralize@|@centralizar (v.)@
@centre (UK)@|@centrar (v.), centro@
@century@|@século@
@certain@|@certo@
@certainly@|@certamente@
@certificate@|@certificado@
@certify@|@atestar (v.), certificar (v.), certifique@
@Ceylon@|@Ceilão@
@Chad@|@República do Tchad@
@chain@|@acorrentar (v.), corrente@
@chair@|@cadeira@
@chairman@|@presidente@
@chalk@|@giz, greda, griz@
@challenge@|@desafio@
@chamber@|@câmara, quarto@
@chamber-pot@|@câmara-potenciômetro, penico@
@chamois@|@camurça@
@champagne@|@champanhe@
@champion@|@campeão@
@chance@|@possibilidade@
@chandelier@|@mais chandelier@
@change@|@mudança (f.), mudar (v.), tornar (v. t. i. r.), trocar (v.), troco@
@channel@|@canaleta@
@chaos@|@caos@
@chap@|@rachadura@
@chaplain@|@capelão@
@chapter@|@capítulo@
@character@|@carácter (m.)@
@characteristic@|@característico@
@characterization@|@caracterização@
@characterize@|@caracterizar (v.), caracterize, qualificar (v.)@
@charcoal@|@carvão de lenha@
@charge@|@carga, cobrar (v.), incumbir (v.)@
@charm@|@aliciar (v. t.), encanto, fascinar (v. t.)@
@charter@|@carta patente@
@chase@|@perseguição@
@chase down (game)@|@acuar (v. i.)@
@chat@|@bate-papo@
@chatter@|@vibração@
@cheap@|@barato@
@cheat@|@defraudar (v. t.), lograr (v.)@
@check@|@checar (v.), deter (v. t.), fiscalizar (v. t.), inspeccionar (v. t.), revisar (v. t.), travar (v. t.), verificação, verificar (v.)@
@check book@|@cheque-livro@
@checker@|@revisor, verificador@
@checkers@|@verificadores@
@checksum@|@soma de controle@
@cheek@|@face, mordente@
@cheer@|@alegrar (v.)@
@cheese@|@queijo@
@chef@|@chefe@
@chemist@|@farmacêutico, químico@
@chemistry@|@química@
@cherish@|@acariciar (v. t.)@
@cherry@|@cereja@
@cherry tree@|@cerejeira@
@chest@|@caixa, peito@
@chest (naut.)@|@armário@
@chestnut@|@castanha@
@chestnut tree@|@castanheiro@
@chew@|@mastigação, mastigar (v.)@
@chewing-gum@|@pastilha elástica@
@chick@|@pintainho@
@chicken@|@frango, galinha@
@chicory@|@chicória@
@chief@|@chefe@
@chief-@|@chefe@
@chiefly@|@principalmente@
@child@|@criança, menina, menino@
@Chile@|@Chile (m.)@
@chili (US)@|@pimentões@
@chilli (UK)@|@pimentões@
@chilly@|@frio@
@chimney@|@chaminé@
@chimpanzee@|@chimpanzé@
@chin@|@queixo@
@China@|@China@
@Chinese@|@Chinês@
@chip@|@microplaqueta@
@chirp@|@chilro@
@chisel@|@cinzel, formão@
@chive@|@cebolinho@
@choice@|@escolha@
@choke@|@bloqueador, engasgar (v.)@
@choose@|@eleger (v.), escolher (v.)@
@choose by lot@|@sortear (v.)@
@chord@|@corda@
@Christian@|@Cristão@
@Christmas@|@Natal (adj.), Natal (m.)@
@Christmas tree@|@árvore de Natal (f.)@
@chrome@|@cromar (v.)@
@chuck@|@mandril@
@chunk@|@pedaço@
@church@|@igreja@
@cider@|@cidra@
@cigar@|@charuto@
@cigar-end@|@charuto-extremidade@
@cigarette@|@cigarro@
@cigar-stub@|@charuto-topo@
@cinder@|@cinza@
@cinema@|@Chinês@
@cipher@|@cifra, cifrar (v.)@
@circle@|@círculo@
@circuit@|@circuito@
@circulate@|@circular (v.), circule@
@circulation@|@circulação@
@circumscribe@|@circunscrever (v.)@
@circumstance@|@circunstância@
@circumstances@|@circunstâncias@
@cite@|@citar (v.)@
@citizen@|@cidadão@
@city@|@cidade, vila@
@civilian@|@civil@
@civilization@|@civilização@
@civilize@|@civilizar (v.)@
@claim@|@postular (v.), reivindicação@
@clamp@|@braçadeira@
@clarify@|@aclarar (v. t. i. r.), esclareça, esclarecer (v.)@
@class@|@classe@
@classic@|@clássico@
@classify@|@classificar (v.)@
@clatter@|@tinido@
@clause@|@cláusula, oração@
@claw@|@garra@
@clay@|@argila@
@clean@|@limpar (v.), limpo@
@cleanse@|@limpar (v.)@
@clear@|@aclarar (v. t. i. r.), cancele, claro, descongestionar (v. t. r.)@
@clear up@|@aclarar (v. t. i. r.)@
@clear up (weather)@|@abrir (v. i.)@
@clearly@|@claramente@
@cleave@|@fender (v.)@
@cleave (log)@|@abrir (v. t.)@
@clergyman@|@clérigo@
@clerk@|@caixeiro@
@clever@|@hàbil, inteligente@
@click@|@clique@
@client@|@cliente, freguês@
@cliff@|@penhasco@
@climate@|@clima@
@climatic@|@climático@
@climb@|@escalada@
@clinic@|@clínica@
@clip@|@grampo@
@cloak@|@casaco@
@cloakroom@|@guarda-roupa@
@clock@|@pulso de disparo@
@clockwise@|@no sentido horário@
@clog@|@obstrução@
@close@|@cerrar (v.), fechar (v.), fim@
@close to@|@ao pé@
@closet@|@armário@
@cloth@|@pano@
@clothe@|@vista@
@clothe lightly@|@desagasalhar (v. t. r.)@
@clothes@|@roupa@
@clothing@|@roupa@
@cloud@|@nuvem@
@clove-cheese@|@cravo-da-índia-queijo@
@clover@|@trevo@
@club@|@clube@
@clubs@|@clubes@
@cluster@|@conjunto@
@clutch@|@embreagem@
@coach@|@carruagem, vagão@
@coal@|@carvão@
@coarse@|@grosseiro@
@coast@|@costa, costear (v.)@
@coat@|@cobrir (v.), revestimento@
@cocaine@|@cocaína@
@cock@|@galo, torneira@
@cockroach@|@barata@
@cocoa@|@cacau@
@coconut@|@coco@
@coco-nut@|@coco@
@coconut-palm@|@coco-palma@
@cocoon@|@casulo@
@cod@|@bacalhau@
@code@|@código@
@codfish@|@bacalhau@
@codify@|@codificar (v.)@
@coerce@|@coagir (v.)@
@coexist@|@coexistir (v.), conviver (v.)@
@coffee@|@café (f.)@
@coffee-pot@|@cafeteira@
@coffin@|@caixão@
@cognac@|@aguardente, conhaque@
@cohabit@|@coabitar (v.)@
@coil@|@bobina, colher (v.)@
@coin@|@moeda@
@coincide@|@coincida, coincidir (v.)@
@cold@|@constipação, frio, resfriado@
@collaborate@|@colaborar (v.)@
@collapse@|@colapso@
@collar@|@colar (v.), colarinho@
@collate@|@confrontar (v.)@
@colleague@|@colega@
@collect@|@arrecadar (v.), colete, colher (v.), recolher (v.)@
@collection@|@coleção@
@collective@|@coletivo@
@college@|@faculdade@
@collide@|@colida@
@collision@|@colisão@
@Cologne@|@Colónia@
@Colombia@|@Colômbia@
@colonel@|@coronel@
@colonize@|@colonizar (v.)@
@colony@|@colônia@
@color@|@avermelhar (v.), colorir (v.), cor@
@color blind@|@cor-cego@
@color blue@|@azular (v.)@
@Columbus@|@Columbo@
@column@|@coluna@
@comb@|@pente, pentear (v.)@
@combination@|@combinação@
@combine@|@combinar (v.), liga@
@combustion@|@combustão@
@come@|@chegar (v.), proceder (v.), provir (v.), vindo, vir (v.)@
@come about@|@acontecer (v.)@
@come across@|@deparar (v.)@
@come alongside@|@atracar (v.)@
@come back@|@voltar (v.)@
@come off@|@sair (v.)@
@come to a halt@|@parar (v.)@
@comedy@|@comédia@
@comfort@|@confortar (v.), conforto, prazer (m.), reconfortar (v.)@
@comfortable@|@cómodo, cômodo, confortável@
@comfortably@|@confortavelmente@
@comma@|@vírgula@
@command@|@capitanear (v.), comando, mando, ordem, ordenar (v.)@
@commander@|@comandante@
@commemorate@|@comemorar (v.)@
@commence@|@começar (v.), comece, iniciar (v.)@
@commencement@|@começo, princípio@
@commend@|@elogíe@
@comment@|@comentar (v.), comentário@
@commerce@|@comércio@
@commercialize@|@comercializar (v.)@
@commissioner@|@comissário@
@commit@|@cometer (v.)@
@commit suicide@|@suicidar-se (v.)@
@committee@|@comitê@
@commodity@|@producto@
@common@|@comum@
@communicate@|@comunicar (v.), comunique-se@
@communication@|@uma comunicação@
@communication-cord@|@comunicação-cabo@
@communist@|@comunista@
@community@|@comunidade@
@commute@|@comutar (v.), comute@
@compact@|@estojo compacto@
@companion@|@companheiro@
@company@|@companhia@
@comparatively@|@comparativamente@
@compare@|@comparar (v.)@
@comparison@|@comparação@
@compartment@|@compartimento@
@compass@|@bússola, compasso@
@compatible@|@compatível@
@compel@|@compelir (v.), obrigar (v.)@
@compensate@|@compensar (v.), compense@
@compensation@|@compensação, recompensa@
@compete@|@competir (v.), compita@
@competent@|@competente@
@competition@|@competição@
@compilation@|@compilação@
@compile@|@compilar (v.)@
@compiler@|@compilador@
@complain@|@queixar-se (v.), querelar (v.), reclamar (v.)@
@complaint@|@queixa@
@complement@|@complementar (v.)@
@complementary@|@complementar (adj.)@
@complete@|@abarrotar (v.), cheio, completar (v.), completo, terminar (v.)@
@completely@|@completamente@
@complex@|@complexo@
@complexion@|@tez@
@complicate@|@complicar (v.)@
@compliment@|@cumprimentar (v.), elogio@
@compose@|@compor (v.)@
@composed@|@composto@
@composer@|@compositor@
@composite@|@composto@
@composition@|@composição@
@compound@|@composto@
@comprehensive@|@detalhado@
@comprehensively@|@detalhada@
@compress@|@compressa, comprimir (v. t.)@
@comprise@|@compreenda, conter (v.)@
@compromise@|@comprometer (v.), compromisso@
@compulsory@|@compulsório@
@compute@|@cálculo, computar (v.)@
@computer@|@computador@
@comrade@|@camarada@
@concatenate@|@concatenar (v.)@
@concave@|@côncavo@
@conceal@|@agachar (v. t.), esconda@
@concede@|@admitir (v.)@
@conceive@|@conceber (v.)@
@concentrate@|@concentrar (v.)@
@concept@|@conceito@
@concern@|@concernir (v.), interessar (v.), interesse (m.)@
@concert-room@|@concert-quarto@
@conciliate@|@conciliar (v.)@
@concise@|@breve (adj.), conciso@
@conclude@|@concla, concluir (v.), rematar (v.)@
@conclusion@|@conclusão@
@concrete@|@concreto, formigão@
@concur@|@concorrer (v.)@
@condemn@|@condenar (v.)@
@condense@|@comprimir (v. t.), condensar (v.)@
@condition@|@acondicionar (v.), carácter (m.), circunstância, condicionar (v.)@
@conditional@|@condicional@
@conduct@|@conduta@
@conductor@|@condutor@
@confect@|@confeccionar (v. t.)@
@confer@|@conferir (v.), parlamentar (v.)@
@conference@|@conferência@
@confess@|@acoimar (v. t.), confessar (v.)@
@confide@|@confíe@
@confidence@|@confiança@
@confident@|@confiável@
@confine@|@confinar (v.)@
@confirm@|@confirmar (v.), confirme@
@confirmation@|@confirmação@
@confiscate@|@confiscar (v.), penhorar (v. t.)@
@conflict@|@conflito@
@conform@|@conformar (v.), conformar-se (v.)@
@confront@|@afrontar (v.), confronte@
@confuse@|@atrapalhar (v.), confundir (v.)@
@confusion@|@confusão@
@congeal@|@congelar (v.)@
@congest@|@congestionar (v.)@
@conglomerate@|@conglomerar (v.)@
@congratulate@|@felicitar (v.), felicite@
@congratulations@|@parabéns (m. pl.)@
@congregate@|@congregar (v.), reunir (v.)@
@conjugate@|@conjugar (v.)@
@conjunction@|@junção@
@conjunctive@|@conjuntivo@
@conjure@|@escamotear (v.)@
@connect@|@conectar (v.), conecte, ligar (v. t.)@
@connection@|@conexão, ligação@
@connective@|@conjuntivo@
@conquer@|@conquistar (v.), conquiste@
@conscientious@|@consciencioso@
@consecrate@|@consagrar (v.), ungir (v. t.)@
@consecutively@|@consecutivamente@
@consent@|@concordar (v.), consentimento@
@consequence@|@consequência@
@consequently@|@consequentemente@
@conservative@|@conservador@
@conserve@|@conservar (v.)@
@consider@|@considerar (v.), considere, propor (v.), ver (v. t. i. r.)@
@consider (fig.)@|@olhar (v. t.)@
@considerable@|@considerável@
@considerably@|@consideravelmente@
@consign@|@consignar (v.)@
@consignee@|@consignatário, destinatário@
@consist@|@consista, consistir (v.), constar (v.)@
@consistency@|@consistência@
@consistent@|@consistente@
@console@|@consolar (v.)@
@consolidate@|@consolidar (v.)@
@consonant@|@consoante@
@conspire@|@conspirar (v.), tramar (v.)@
@constant@|@constante@
@constantly@|@constantemente@
@constipate@|@constipar (v.)@
@constitute@|@constitua, constituir (v.)@
@construct@|@construção, construir (v.)@
@consul@|@cônsul@
@consulate@|@consulado@
@consult@|@consultar (v.)@
@consume@|@consumir (v.), desgastar (v.)@
@consummate@|@consumar (v.)@
@contain@|@conter (v.), ter (v.)@
@contaminate@|@contaminar (v.)@
@contemplate@|@contemplar (v.)@
@content@|@contentar (v.), satisfazer (v. t.)@
@contest@|@contestar (v.)@
@continually@|@continuamente@
@continuation@|@continuação@
@continue@|@continuar (v.), prosseguir (v.)@
@continuous@|@contínuo@
@continuously@|@continuamente@
@contour@|@contorno@
@contract@|@contrair (v.), contratar (v.), contrato@
@contractor@|@contratante@
@contradict@|@contradizer (v.), desdizer (v. t.), desmentir (v.)@
@contrary@|@contrário@
@contrast@|@contrastar (v.), contraste@
@contribute@|@contribua, contribuir (v.)@
@contribution@|@contribuição@
@contrive@|@urdir (v. t.)@
@control@|@controlar (v.), controle, fiscalizar (v. t.), inspeccionar (v. t.), reger (v.)@
@controller@|@controlador, revisor@
@controversy@|@controvérsia@
@convene@|@aprazar (v.)@
@convenient@|@conveniente@
@convention@|@convenção@
@converge@|@convergir (v.), convirja@
@conversation@|@conversação@
@converse@|@inverso@
@convert@|@converso, converter (v.)@
@convey@|@faça saber@
@convey by mortgage@|@hipotecar (v.)@
@conviction@|@convicção@
@convince@|@convença, convencer (v.)@
@convoke@|@convocar (v.)@
@cook@|@cozer (v.), cozinhar (v.), cozinheira, cozinheiro@
@cool@|@arrefecer (v.), fresco, resfriar (v.)@
@coop@|@gaiola@
@cooperate@|@cooperar (v.), coopere@
@co-operate@|@coopere@
@coordinate@|@coordenada@
@co-ordinate@|@coordene@
@Copenhagen@|@Copenhaga@
@copper@|@cobre@
@copy@|@cópia, copiar (v.)@
@copyright@|@direitos reservados@
@cord@|@cabo, corda@
@core@|@núcleo@
@cork@|@cortiça@
@corkscrew@|@saca-rolhas (m.)@
@corn@|@milho@
@corner@|@canto@
@corporal@|@cabo@
