@English@|@Norwegian@
@biological@|@biologisk@
@biologist@|@biolog@
@biology@|@biologi@
@birch@|@bjørk@
@bird@|@fugl@
@birth@|@byrd, fødsel, herkomst@
@birthday@|@fødselsdag@
@birthmark@|@fødselsmerke, føflekk@
@birthplace@|@fødested@
@birthrate@|@fødselshyppighet@
@biscuit@|@kjeks@
@bisexual@|@biseksuell@
@bishop@|@biskop, løper@
@bishopric@|@stift@
@bit@|@bissel, borspiss, stykke@
@bit   crumble@|@smule@
@bit by bit@|@litt etter litt@
@bitch@|@tispe@
@bite@|@bite, bitt, stikk@
@bitter@|@besk, bitter@
@bitterness@|@bitterhet, skarphet@
@black@|@mørk, neger, svart, sverte@
@black currants@|@solbær@
@black frost@|@barfrost@
@black market@|@svartebørs@
@black widow@|@svart enke@
@blackberry@|@bjørnebær@
@blackboard@|@tavle@
@blackcurrant@|@solbær@
@blacken@|@sverte@
@blackened@|@formørket@
@blackguard@|@kjeltring, slyngel@
@blacklist@|@svarteliste@
@blackmail@|@pengeutpressing@
@blacksmith@|@grovsmed@
@bladder@|@blære@
@blade@|@blad@
@blame@|@daddel, dadle, klandre@
@bland@|@blid, mild@
@blank@|@blank, tomrom, ubeskrevet@
@blanket@|@teppe, ullteppe@
@blant annet - among others@|@bl. a.@
@blaspheme@|@banne, spotte@
@blasphemy@|@blasfemi, gudsbespottelse@
@blast@|@sprenge, vindkast, ødelegge@
@blaze@|@brann, flamme, lyse, skinne@
@blazer@|@sportsjakke@
@blazonry@|@heraldikk@
@bleach@|@bleike, blekemiddel@
@bleak@|@guffen, kald, sturen@
@bleat@|@breke@
@bleed@|@blø, årelate'@
@bleep@|@kort lydsignal, pipe@
@bleeper@|@personsøker@
@blemish@|@skavank, skjemme@
@blend@|@blande, blanding@
@bless@|@velsigne@
@blessed@|@hellig, velsignet@
@blessing@|@velsignelse@
@bli@|@become, is (are)@
@blight@|@sykdom på planter@
@blind@|@blind@
@blind alley@|@blindvei@
@blind followers@|@medløper@
@blinds@|@rullegardin@
@bliss@|@lykksalighet@
@blissful@|@lykksalig@
@blister@|@blemme@
@blizzard@|@snøstorm@
@bloated@|@oppsvulmet@
@block@|@kvartal, sperre@
@block of flats@|@blokk@
@blond@|@blond@
@blood@|@blod@
@blood poisoning@|@blodforgiftning@
@blood transfusion@|@blodoverføring@
@bloodshed@|@blodsutgytelse@
@bloodvessel@|@blodkar@
@bloody@|@blodig, fordømt, helvetes@
@bloom@|@blomst@
@blossom@|@blomst, blomstre@
@blot@|@klatt@
@blouse@|@bluse@
@blow up@|@sprenge@
@blowfly@|@spyflue@
@blubber@|@spekk@
@blue@|@blå@
@blue cheese@|@roquefortost@
@blueprint@|@blåkopi@
@bluff@|@barsk, bratt, steil@
@blunder@|@bommert, tabbe@
@blunt@|@likefram, sløv@
@blur@|@dimme@
@blush@|@rødme@
@boar@|@villsvin@
@board@|@nemnd@
@boast@|@skryte@
@boat@|@båt@
@body@|@legeme@
@bog@|@myr@
@boil@|@koke@
@boiler@|@kjele@
@boisterois@|@støyende@
@bold@|@tykk@
@bomb@|@bombe@
@bone@|@ben@
@bonfire@|@bål@
@bonnet@|@panser@
@bonnet    armored@|@panser   panser-@
@book@|@bok, hefte@
@book binding@|@innbinding@
@book spread@|@oppslag@
@booking@|@bestilling@
@booklet@|@hefte@
@bookshop@|@bokhandel@
@boost@|@forsterke, øke@
@booth@|@bod@
@bore (as boring@|@kjede@
@boring@|@kjedelig@
@born@|@født@
@borrow@|@låne@
@bosom@|@barm, bryst@
@boss@|@bestyrer, chef@
@bother@|@bryderi@
@bottle@|@flaske@
@bouillon@|@buljong@
@boulder@|@kampestein@
@bounce@|@bykse, sprette, stusse@
@bouncer@|@utkaster@
@bound@|@begrense, byks, grense, sprett@
@boundary@|@grense@
@bounty@|@skuddpremie@
@boutique@|@butikk, forretning@
@bow@|@baug, bue, bukk, bøye, fiolinbue, sløyfe@
@bowels@|@innvoller, tarmer@
@bowl@|@bolle, kule, skål@
@bow-legged@|@hjulbeint@
@bowler@|@en som bowler, hatt@
@bowling@|@bowling, kjeglespill@
@box@|@avlukke, eske, kasse, koffert, losje, skrin@
@boxer shorts@|@underbukser@
@box-office@|@billettkontor@
@boy@|@gutt@
@boy scout@|@speidergutt@
@boyish@|@gutteaktig@
@bra@|@bysteholder@
@brace@|@binde, bånd, par, spenne, stramme@
@bracelet@|@armbånd@
@braces@|@bukseseler@
@bracket@|@konsoll, sette i klammer, understøtte@
@brackets@|@klammer, parentes@
@brag@|@skryte@
@braid@|@flette, snor@
@braiding@|@pyntebånd, snorbesetning@
@brain@|@forstand, hjerne@
@brain damage@|@hjerneskade@
@braindead@|@hjernedød@
@brain-injured@|@hjerneskadet@
@brains@|@forstand, hjerne@
@brainteaser@|@gåte@
@brake@|@brems, bremse@
@brake lining@|@bremsebelegg@
@bran@|@kli@
@branch@|@avdeling, filial, gren@
@branch library@|@bibliotekfilial@
@brand@|@brennemerke, merke, stemple, svimerke@
@brandy@|@konjakk@
@brass@|@messing@
@brat@|@unge@
@brave@|@modig, tapper@
@brawl@|@klammeri, slagsmål@
@brazen@|@frekk, messing-, skamløs@
@breach@|@bresje, brudd@
@bread@|@brød@
@breadbin@|@brødboks@
@breadth@|@bredde@
@breadwinner@|@familieforsørger@
@break@|@avbrytelse, brekke, brudd, friminutt, permisjon, ødelegge@
@breakable@|@skjør, skrøpelig@
@breakage@|@beskadigelse, brudd@
@breaker@|@brottsjø@
@breakfast@|@frokost@
@break-in@|@innbrudd@
@breaking-in (a new engine)@|@innkjøring@
@breakthrough@|@gjennombrudd@
@break-up@|@oppløsning, sammenbrudd@
@breakwater@|@molo@
@breast@|@bryst@
@breath@|@pust, ånde, åndedrag@
@breathe@|@puste@
@breathless@|@andpusten@
@breech birth@|@setefødsel@
@breed@|@avle, formere seg, fostre, rase@
@breeding@|@avl, oppdragelse@
@breeding stock@|@avlsdyr@
@breeze@|@bris@
@brew@|@brygg, brygge@
@brewer@|@brygger@
@brewery@|@bryggeri@
@bribe@|@bestikke, bestikkelse@
@bribery@|@bestikkelse@
@brick@|@murstein@
@bricklayer@|@murer@
@bridal@|@brude-, bryllups-@
@bride@|@brud@
@bridegroom@|@brudgom@
@bridesmaid@|@prudepike@
@bridge@|@bridge, bro@
@bridle@|@bissel, tøyle@
@brief@|@kort, kortvarig, orientere, saksresymé@
@briefcase@|@dokumentmappe@
@bright@|@gløgg, klar, lys, strålende@
@bright spot@|@lyspunkt@
@brighten@|@lyse opp@
@brightness@|@lysstyrke@
@brilliance@|@lysstyrke, stråleglans@
@brilliant@|@briljant, strålende@
@brim@|@kant, rand@
@bring@|@bringe, hente@
@bring about@|@medføre@
@bring in@|@innbringe@
@brink@|@kant@
@brisk@|@livlig, rask@
@bristle@|@bust, reise bust@
@British@|@britisk@
@Briton@|@brite@
@brittle@|@skjør, sprø@
@broad@|@bred@
@broadcast@|@kringkaste@
@broad-minded@|@tolerant, vidsynt@
@broke@|@blakk@
@broken stones@|@steinsprut@
@broker@|@mekler@
@bronchitis@|@bronkitt@
@bronze@|@bronse@
@brooch@|@brosje@
@brook@|@bekk@
@broom@|@kost, sopelime@
@broth@|@kjøttkraft, sjy@
@brother@|@bror@
@brother-in-law@|@svoger@
@brown@|@brun@
@brown sugar@|@råsukker@
@browser@|@nettleser@
@bruise@|@skade@
@brush@|@børste, kost@
@Brussels sprouts@|@rosenkål@
@brutal person@|@råskinn@
@bubble@|@blære@
@bubble (n)(v)@|@boble@
@bucket@|@bøtte, spann@
@buckle@|@spenne@
@budgie@|@undulat@
@buffer@|@støtfanger@
@buffet@|@bar@
@buffoon@|@bajas@
@bug@|@insekt@
@build@|@lage@
@build on@|@grunne@
@building@|@anlegg, bygning@
@built-in@|@innebygd@
@bulb@|@pære@
@bulge@|@ese@
@bull@|@tull@
@bullet@|@kule@
@bully@|@hakke på, trakassere@
@bulwark@|@skansekledning@
@bumblebee@|@humle@
@bumper@|@støtfanger@
@burden@|@byrde@
@burdensome@|@tung@
@bureau@|@byrå, kontor@
@burglar@|@innbruddstyv@
@burglary@|@innbrudd@
@burial@|@begravelse@
@burn@|@brenne@
@burrow@|@hule@
@bury@|@begrave@
@bus stop@|@buss-stopp@
@business@|@anliggende, forretning@
@business deal@|@anliggende@
@busstop@|@buss-stopp@
@bustle@|@travelhet@
@busy@|@opptatt, travel@
@but@|@men@
@but for@|@uten@
@butcher@|@slakter@
@butler@|@hovmester@
@butter@|@smør@
@butterfly@|@sommerfugl@
@buttock@|@rumpeballe@
@button@|@knapp@
@buxom@|@trivelig, yppig@
@buy@|@kjøpe@
@by@|@av, etter, forbi, ifølge, med, ved@
@by a certain time@|@innen@
@by rail@|@med jernbane@
@by request@|@etter anmodning@
@by that time@|@innen den tid@
@by the way@|@forresten@
@by turns@|@vekselvis@
@by way of@|@gjennom, via@
@by word of mouth@|@muntlig@
@bye@|@farvel, på gjensyn@
@cab@|@drosje@
@cabaret@|@kabaret@
@cabbage@|@kål@
@cabinet@|@skap@
@cable@|@kabel@
@cab-stand@|@drosjeholdeplass@
@cackle@|@kakle, snadre@
@cafe@|@kafé@
@cage@|@bur@
@cairn@|@varde@
@cake@|@kake@
@calamity@|@katastrofe@
@calculate@|@beregne, regne@
@calculation@|@beregning, regning@
@calculator@|@kalkulator, regnemaskin@
@calendar@|@kalender@
@calf@|@kalv, legg@
@calico@|@bomullslærret@
@call@|@kalle@
@call box@|@telefonkiosk@
@call for@|@påkalle@
@call in@|@inndra@
@call on@|@besøke, påkalle@
@callisthenics@|@holdningsgymnastikk@
@callous@|@hard, hardhudet, ufølsom@
@callouses@|@hard hud@
@calm@|@vindstille@
@came@|@kom@
@camel@|@kamel@
@camera@|@fotoapparat, kamera@
@camp@|@leir@
@camping ground@|@leirplass@
@camping site@|@leirplass@
@campsite@|@leir@
@camshaft@|@kamaksel@
@can@|@blikk, boks@
@canal@|@kanal@
@cancel@|@angre, avbestille, avbryt, innstille@
@cancellation@|@avbestilling, innstilling@
@cancellation fee@|@avbestillingsgebyr@
@cancer@|@kreft@
@candid@|@oppriktig, ærlig@
@candle@|@stearinlys, vokslys@
@cane@|@stokk@
@cannabis@|@cannabis@
@canned@|@hermetisert@
@canny@|@skarpsindig@
@canopy@|@baldakin@
@canteen@|@feltflaske@
@canyon@|@juv, slukt@
@cap@|@lue@
@capability@|@dyktighet, evne@
@capable@|@dyktig@
@capacity@|@anlegg, kapasitet@
@cape@|@kappe@
@capelin@|@lodde@
@capital city@|@hovedstad@
@caprice@|@lune@
@capsize@|@kantre@
@capsule@|@kapsel@
@captain@|@kaptein@
@caption@|@billedtekst, overskrift@
@captivate@|@fengsle@
@capture@|@erobre, fange, gripe@
@car@|@bil@
@car park@|@parkeringsplass@
@carburettor@|@forgasser@
@carcase@|@kadaver@
@card@|@kart@
@cardboard@|@kartong@
@cardigan@|@strikkerjakke@
@care for@|@stelle@
@care(supervision)@|@pass@
@careful@|@forsiktig, nøye@
@caress@|@kjærtegne@
@cargo@|@last@
@carnation@|@nellik@
@carnivorous@|@kjøttetende@
@carpenter@|@snekker@
@carpet@|@teppe@
@carriage@|@vogn@
@carried out@|@gjennomført@
@carrion@|@åtsel@
@carrot@|@gulrot@
@carry@|@bære@
@carry on@|@utøve@
@carry out@|@gjennomføre@
@cartoon@|@tegnefilm, tegnefilmfigur@
@cartridge@|@patron@
@carve@|@hogge ut, skjære@
@cascade@|@liten foss@
@case@|@anliggende@
@casette-player@|@kasett-spiller@
@casette-shell@|@kasetthus@
@cash money@|@kontanter@
@cashier@|@kasserer@
@cashier's stand@|@kasse@
@castaway@|@skibbrudden@
@castle@|@slott@
@castor-oil@|@lakserolje@
@cat@|@katt@
@catalogue@|@katalog@
@catch@|@fange, fangst, fatte, gripe, oppfatte, pådra seg, ta, treffe@
@catch sight of@|@få øye på@
@catch the infection@|@bli smittet@
@cater@|@imøtekomme@
@caterpillar@|@gravemaskin, larve@
@cathedral@|@domkirke, katedral@
@cattle@|@storfe@
@caught@|@bli tatt@
@cauldron@|@kjele@
@cauliflower@|@blomkål@
@caution@|@forsiktighet@
@cautious@|@forsiktig, varsom@
@cave@|@grotte, hule@
@cavity@|@hulrom@
@cd-player@|@cd-spiller@
@cease@|@avta, holde opp med, opphøre@
@cease-fire@|@våpenhvile@
@ceaseless@|@uopphørlig@
@ceiling@|@innvendig tak, øvre grense@
@celebrate@|@feire@
@celebrated@|@berømt@
@celebration@|@feiring@
@celebrity@|@berømthet, kjendis@
@celery@|@selleri@
@celery sticks@|@stangselleri@
@celestial@|@himmelsk@
@celibacy@|@sølibat, ugift stand@
@cell@|@celle@
@cellar@|@kjeller@
@cellophane@|@cellofan@
@cellularphone@|@mobiltelefon@
@celluloid@|@celluloid@
@cement@|@bindemiddel, sement, sementere@
@cemetery@|@gravlund, kirkegård@
@censor@|@sensor, sensurere@
@censorship@|@sensur@
@centennial@|@århundre@
@center@|@sentrum@
@centigrade@|@Celsius@
@central@|@midt-, sentral, viktig@
@central heating@|@sentralvarme@
@central reservation@|@midtrabatt@
@central reserve@|@midtrabatt@
@centralization@|@sentralisering@
@centre@|@-sentral, plassere i senter, sentrum@
@century@|@sekel, århundre@
@ceramics@|@keramikk@
@ceramist@|@keramiker@
@cereal@|@kornblanding, kornslag@
@cerebral@|@hjerne-@
@ceremonial@|@høytidelig, seremoniell@
@ceremony@|@seremoni@
@certain@|@viss@
@certainly@|@absolutt, javisst@
@certainty@|@visshet@
@certifiable@|@bevislig@
@certificate@|@attest, sertifikat@
@certificate of completion@|@fagbrev@
@certify@|@attestere@
@certitude@|@visshet@
@chafe@|@gnage, irritere@
@chain@|@kjede@
@chair@|@stol@
@chairman@|@formann@
@chalk@|@kritt@
@challenge@|@utfordring@
@challenging@|@utfordrende@
@chamber@|@kammer, rom, værelse@
@champion@|@mester@
@championship@|@mesterskap@
@chance@|@hasard, tilfeldighet@
@chandelier@|@lysekrone@
@change@|@forandre, gjøre om, veksle@
@channel@|@kanal, rør@
@chant@|@messe, sang@
@chap@|@fyr, kar, sprekk@
@chapter@|@kapitel@
@characteristics@|@kjennetegn@
@characterize@|@betegne, prege@
@charcoal@|@trekull@
@charge@|@anklage, avgift, byrde, lade, omkostning, pris, sprengladning, tiltale@
@charitable@|@nestekjærlig, veldedig@
@charity@|@nestekjærlighet, veldedighet@
@charity concert@|@støttekonsert@
@charm@|@amulett, sjarm, sjarmere, trylleformular@
@charmin@|@tiltalende@
@chart@|@grafisk fremstilling, kartlegge@
@charter@|@befraktningskontrakt, forfatningsdokument, leie@
@charwoman@|@vaskehjelp@
@chase@|@forfølge, forfølgelse, jage, jakt, siselere@
@chassis@|@understell@
@chaste@|@kysk, ærbar@
@chastity@|@kyskhet, ærbarhet@
@chat@|@prat, prate@
@chatter@|@klapre, skravle, skravling@
@chatterbox@|@skravlebøtte@
@chauffeur@|@sjåfør@
@chauvinism@|@sjåvinisme@
@chauvinist@|@sjåvinist@
@cheap@|@billig@
@cheapen@|@gjøre billigere@
@cheat@|@juks, jukse, svindle@
@cheat on@|@bedra@
@check@|@sjekk@
@check box@|@avkrysningsrute@
@checked@|@rutet@
@checkerboard@|@dambrett@
@checkers@|@damspill@
@checkmate@|@sjakkmatt@
@checkroom@|@garderobe@
@cheek@|@frekkhet, kinn@
@cheeky@|@frekk@
@cheer@|@heie, hurrarop, hylle@
@cheer up@|@oppmuntre@
@cheerful@|@lystig@
@cheerio@|@ha det, morna@
@cheers@|@skål@
@cheese@|@ost@
@cheeseboard@|@osteanretning@
@chemical@|@kjemisk@
@chemicals@|@kjemikalier@
@chemist@|@apoteker, kjemiker@
@chemistry@|@kjemi@
@chemists@|@apotek@
@chemist's shop@|@apotek@
@cheque@|@sjekk@
@chequebook@|@sjekkhefte@
@chequecard@|@bankkort@
@chequered@|@rutet@
@cherish@|@sette høyt, verne om@
@cherry@|@kirsebær@
@chervil@|@kjørvel@
@chess@|@sjakk@
@chessboard@|@sjakkbrett@
@chest@|@brystkasse, kiste@
@chest of drawers@|@kommode@
@chestnut@|@kastanje, kastanje-@
@chew@|@tygge@
@chewing gum@|@tyggegummi@
@chewing tobacco@|@skråtobakk@
@chewing-tobacco@|@skråtobakk, tyggetobakk@
@chick@|@kylling@
@chicken@|@feiging, høne, kylling@
@chicken-pox@|@vannkopper@
@chicory@|@endivie@
@chief@|@hoved-, høvding, sjef, viktigst@
@chief officer@|@rådmann@
@chief responsibility@|@hovedansvar@
@chiefly@|@hovedsakelig@
@child@|@barn@
@child prodigy@|@vidunderbarn@
@childhood@|@barndom@
@childish@|@barnslig@
@children@|@barn@
@chill@|@avkjøle, gysning, kjølighet@
@chilled@|@avkjølt@
@chilly@|@kjølig@
@chime@|@kime, kiming, klokkespill, lyde@
@chimney@|@skorstein@
@chimneysweeper@|@skorsteinsfeier@
@chin@|@hake@
@china@|@porselen@
@chinese@|@Kineser, Kinesisk@
@chip@|@brikke, flis, splint@
@chip off@|@fjerne@
@chipmunk@|@jordekorn@
@chippings@|@steinsprut@
@chips@|@pommes frites, potetgull@
@chiropodist@|@fotpleier@
@chiropody@|@fotpleie@
@chiropractor@|@kiropraktiker, kiropraktor@
@chirp@|@kvitre, kvitring@
@chisel@|@hogge ut, meisel, meisle@
@chivalrous@|@ridderlig@
@chivalry@|@ridderlighet@
@chive@|@gressløk@
@chives@|@gressløk@
@chocolate@|@sjokolade@
@choice@|@utsøkt, utvalg, utvelgelse, valg@
@choir@|@kor@
@choke@|@kvele@
@choose@|@velge@
@choosy@|@kresen@
@chop@|@hakke, hogg, hogge, kotelett@
@chopper@|@kjøttøks@
@chopping board@|@hakkebrett@
@chopping knife@|@kjøttkniv@
@chopsticks@|@spisepinner@
@chord@|@akkord@
@chores@|@arbeid, husarbeid, plikter@
@chorus@|@kor, korsang@
@Christ@|@Kristus@
@christen   give a name@|@døpe@
@christening@|@dåp@
@Christian@|@kristen@
@Christian name@|@fornavn@
@Christianity@|@kristendom@
@Christmas@|@jul@
@Christmas baked-stuff@|@julebakst@
@Christmas eve@|@julaften@
@chronological@|@kronologisk@
@chubby@|@lubben@
@chuck@|@gjøre slutt med, kast, kaste@
@chuckle@|@klukklatter, klukkle@
@chummy@|@kamerat@
@chunk@|@tykk skive@
@church@|@kirke@
@churn@|@kjerne@
@cigar@|@sigar@
@cigarette@|@sigarett@
@cigarette paper@|@sigarettpapir@
@cinder@|@slagg@
@cine@|@smalfilm@
@cinema@|@kino@
@cinnamon@|@kanel@
@cipher@|@siffer, sifferskrift@
@circa@|@circa, omtrent@
@circle@|@gå i ring, gå rundt, krets, kretse, runde, sirkel@
@circuit@|@krets, omkrets, strømkrets@
@circular@|@sirkelrund@
@circular letter@|@rundskriv@
@circulate@|@sirkulere, være i omløp@
@circulation@|@omløp, opplag@
@circulatory@|@sirkulasjons-@
@circumcise@|@omskjære@
@circumcision@|@omskjæring@
@circumference@|@omkrets, periferi@
@circumferential@|@omkrets-@
@circumstance@|@forhold, omstendighet@
@circus@|@rund plass, sirkus@
@citation@|@sitat@
@cite@|@sitere@
@citizen@|@borger, statsborger@
@citizenship@|@borgerskap, statsborgerskap@
@city@|@by, forretningssentrum, tettsted@
@city hall@|@rådhus@
@civic@|@borger-, by-, kommunal-@
@civil@|@borger-, by-, høflig, sivil@
@civil registration number@|@personnummer@
@civil servant@|@statstjenestemann, tjenestemann@
@civil status@|@sivilstand@
@civil war@|@borgerkrig@
@civility@|@høflighet@
@civilization@|@sivilisasjon@
@civilize@|@sivilisere@
@claim@|@fordre, fordring, forlange, krav, kreve, påstå, reklamasjon@
@claim advice@|@skademelding@
@claims department@|@skadeavdeling@
@clam@|@musling@
@clammy@|@fuktig, klam@
@clamorous@|@larmende, skrikende@
@clamp@|@klemme, knytte, spenne fast@
@clasp@|@hekte, omfavne@
@class@|@klasse@
@classification@|@inndeling@
@clavicle@|@krageben@
@clay@|@leire@
@clean@|@ren@
@clean up@|@rydde@
@clear@|@klar, rydde, tydelig@
@clear the table@|@ta av bordet@
@clearing@|@opprydding@
@clench@|@presse sammen@
@clerical officer@|@fullmektig@
@clerk@|@kontorist@
@clever@|@flink@
@click@|@knipse@
@client@|@klient@
@cliff@|@klippe, skrent@
@climate@|@klima@
@climb@|@bestige, klatre@
@climbing@|@klatring@
@clinch@|@omfavne@
@clip@|@klippe@
@cloakroom@|@oppbevaring@
@clock@|@klokke, ur@
@clog@|@tresko@
@close@|@nær@
@closed@|@innesluttet, stengt@
@closet@|@kleskott@
@clothes@|@klær, tøy@
@clothes-brush@|@klesbørste@
@clothesline@|@tørkesnor@
@clothes-peg@|@klesklype@
@clothes-pin@|@klesklype@
@clothing@|@kledning@
@cloud@|@sky@
@clove@|@fedd@
@clove(spice)@|@nellik@
@clover@|@kløver@
@clown@|@klovne@
@clue@|@peiling@
@clumsy@|@klønete@
@cluster@|@hop, klynge@
@coach@|@trener, vogn@
@coal@|@kull@
@coarse@|@grov@
@coat@|@frakk@
@coat hanger@|@kleshenger@
@coattail@|@frakkeskjøt@
@coax@|@overtale@
@cobble@|@brolegge, reparere@
@cobweb@|@spindelvev@
@cock@|@hane@
@cockroach@|@kakerlakk@
@cocoa@|@kakao@
@cocoon@|@kokong@
@cod roe@|@torskerogn@
@codfish@|@torsk@
@codliver oil@|@tran@
@coffee@|@kaffe@
@coffeegrounds@|@kaffegrut@
@coffee-machine@|@kaffetrakter@
@coffin@|@kiste, likkiste@
@cogwheel@|@tannhjul@
@cohabitant@|@samboer@
@coherence@|@sammenheng@
@cohesive@|@sammenhengende@
@coil@|@kveil, spiral@
@coin@|@mynt@
@coincidence@|@sammentreff, tilfeldighet@
@co-incidental@|@tilfeldig@
@coins@|@mynter@
@colander@|@dørslag@
@cold@|@forkjølelse(sickness), kald@
@colitis@|@tykktarmbetennelse@
@collaborate@|@samarbeide@
@collapse@|@sammenbrudd@
@collar@|@krage, snipp@
@collection@|@inndriving@
@college@|@høgskole@
@collision@|@påkjørsel@
@Cologne@|@Køln@
@colon@|@tykktarm@
@colonel@|@oberst@
@colored@|@fargerik@
@colorful@|@fargerik@
@colossal@|@drabelig@
@colour@|@farge@
@colour rinse@|@hårtoning@
@colt@|@føll@
@column@|@kolonne, søyle@
@column (newspaper)@|@spalte@
@columnist@|@spaltist@
@comb@|@kjemme@
@combustible@|@lett antennelig@
@combustion@|@forbrenning@
@come@|@kom, komme@
@come to an end@|@utløpe@
@come true@|@gå i oppfyllelse@
@come up with@|@komme på@
@comedian@|@komiker@
@comfort@|@bekvemmelighet, trøst@
@comforter@|@dyne@
@comic strip@|@tegneserie@
@commence@|@begynne@
@commend@|@anbefale, rose@
@commission@|@oppdrag@
@commissionaire@|@utkaster@
@commit@|@begå, binde@
@commit suicuide@|@begå selvmord@
@committee@|@nemnd@
@common@|@allmenn, alminnelig, felles, gjennomgående, vanlig@
@common good@|@allmenngyldig@
@common property@|@felleseie@
@commonplace@|@selvfølgelighet@
@communicate@|@kommunisere@
@communication@|@henvendelse, kommunikasjon@
@communication-cord@|@nødbremse@
@community@|@menighet, samfunn@
@commute@|@pendle@
@compact disc@|@kompakt disk@
@comparative@|@noenlunde@
@comparison@|@sammenligning@
@compartment@|@avdeling, kupé@
@compass@|@kompass@
@compassion@|@medfølelse, medlidenhet@
@compatibility@|@forenlighet, samsvar@
@compatriot@|@landsmann@
@compelling@|@fengslende, tvingende@
@compendium@|@sammendrag@
@compensate@|@erstatte, godtgjøre, kompensere@
@compensation@|@godtgjørelse@
@compete@|@konkurrere@
@competition@|@konkurranse@
@complacency@|@selvtilfredshet@
@complacent@|@selvgod, selvtilfreds@
@complain@|@klage, reklamere, syte@
@complaisant@|@føyelig@
@complex@|@sammensatt@
@complexion@|@hudfarge@
@compliance@|@samsvar@
@complicate@|@komplisere@
@complicated@|@innfløkt@
@complicity@|@delaktighet@
@comply@|@etterkomme@
@composed of@|@bestå@
@composite@|@sammensetning@
@compostion@|@sammensetning@
@compound@|@sammensetning@
