@English@|@Papiamento@
@strabger@|@strañero@
@straightahead@|@liñal, linial@
@strange@|@strabagante, straña, straño, strañu@
@stranger@|@strañero@
@strangle@|@choka@
@stream@|@roi@
@street@|@kaya@
@streetcar@|@trèm@
@strength@|@forsa, fortalesa@
@stress@|@aksènt@
@stretcher@|@brankar@
@stride@|@paso@
@strike@|@bati, dal, gòlpi, raka, straik, welga, wèlga@
@string@|@kabuya, liña@
@strip@|@bant, streip@
@stripe@|@strepi@
@stroke@|@karisia@
@strong@|@duru, fuerte, sterki@
@strongly@|@fuertemente@
@structure@|@struktura@
@struggle@|@bataya, bringa, bringamentu, lucha, pelea, peleya@
@student@|@studiante@
@study@|@estudio, studia@
@stupid@|@bobo, bubè, chambòn, sokete@
@sty@|@chiké@
@style@|@estilo@
@subscriber@|@abonado@
@subscription@|@abono@
@substantive@|@substantivo@
@subterfuge@|@triki@
@succeed@|@logra@
@success@|@èksito@
@such@|@asina@
@such a@|@kon@
@suck@|@chupa@
@sudden@|@abrupta@
@suddenly@|@direpiente, direpientemente@
@suffer@|@sufri@
@sufficient@|@sufisiente@
@sufficiently@|@basta, bastante@
@suffix@|@sufiho@
@sugar@|@suku@
@suit@|@bistí, flus@
@suitable@|@adaptabel, adekuá, usabel@
@suitcase@|@falis@
@summery@|@resúmen@
@summon@|@yama@
@sun@|@solo@
@Sunday@|@dia domingo, djadomingo, djadumingu@
@sunflower@|@zòneblum@
@sun-glasses@|@brel di solo@
@superstition@|@superstishon@
@superstitious@|@supersticioso@
@superstitous@|@supersticioso@
@support@|@stet@
@supporter@|@miembro@
@suppose@|@ideá@
@supposed to@|@supposed di@
@sure@|@sigur@
@surface@|@superficie@
@surgical operation@|@oprashon@
@Surinam@|@Sürnam@
@surname@|@fam@
@surpass@|@bit@
@surprise@|@asombro, sorprendé, sorpresa, sorpresá, sùrprais@
@suspicion@|@deskonfiansa, sospecho@
@sustain@|@stet@
@sustained@|@konstante@
@swallow@|@souchi@
@swan@|@zwan@
@swear@|@hura@
@sweat@|@sodó, transpirashon@
@sweep@|@bari@
@sweet@|@dushi@
@swell@|@hincha@
@swift@|@rápido@
@swiftly@|@rápidamente@
@swim@|@landa, landra@
@swimming pool@|@pul@
@swimming trunks@|@batbruk, zuèmbruk@
@swimming-bath@|@zuèmpul@
@swimming-pool@|@pul, zuèmpul@
@swindle@|@desengaño, engaño@
@swine@|@hochi, hochino, porko@
@Swiss@|@suiso@
@Switzerland@|@Suisa@
@swoon@|@desmaña, desmañá@
@syrup@|@stropi@
@table@|@mesa, tabèl@
@tablet@|@tabèl@
@tabulation@|@tabèl@
@tactic@|@táktika@
@tactics@|@táktika@
@tail@|@rabo, rabu@
@tailor@|@sastre@
@take away@|@kita@
@take care@|@sòru@
@taking@|@kompra@
@taking over@|@kompra@
@talent@|@talento@
@talk@|@papia@
@tall@|@altu, halto, haltu@
@tame@|@manso, mansu@
@tangle@|@babel, bochincha, desòrden, kaos@
@tango@|@tango@
@tap@|@kranchi@
@tape@|@bant@
@tardly@|@lat@
@target@|@meta@
@tart@|@ásido, bolo, tént, tért@
@taste@|@gusto, gustu, sabor@
@tax@|@belasting@
@taxi@|@taxi@
@teacher@|@instuktor, maestra, maestras, maestro@
@tear@|@lágrima@
@teat@|@tete@
@technics@|@téknika@
@technology@|@teknologia@
@telegram@|@telegram@
@telephone@|@bèl, telefon, telefòn@
@telescope@|@teleskop@
@television@|@televishon@
@tell@|@bisa, conta@
@tell a lie@|@gaña@
@temper@|@humor@
@temperature@|@temperatura@
@temple@|@tèmpel@
@temporarily@|@temporalmente@
@temporary@|@temporal@
@ten@|@dies, djes@
@tenant@|@hürdó@
@tender@|@dushi, proposishon@
@tennis@|@tènes@
@tent@|@tènt@
@term@|@término@
@terminate@|@finalisá, kaba, terminá@
@termite@|@kemehein, komehèn@
@terms@|@kondishon@
@terrain@|@tereno@
@terrible@|@feros, feroso, horibel, teribel(1), terible@
@territory@|@teritorio@
@terror@|@teror@
@terrorism@|@terorismo@
@terrorist@|@terorista@
@test@|@èksamen, esfurso, intento, investigashon@
@testament@|@téstamènt@
@text@|@teksto@
@textile@|@tela@
@thamkful@|@gradisidu@
@thank@|@gradisí@
@thank you@|@danki@
@thank you very much@|@masha danki@
@thankful@|@agradesidu, gradisido, gradisidu@
@thankless@|@desagradesido@
@thanks@|@danki@
@that@|@asina, ken, kende, ki, kiko, kua@
@that way@|@asina@
@the@|@e@
@the day after tomorrow@|@otro mañan@
@the day before yesterday@|@antaeyra@
@The Netherlands@|@Hulanda, Ulanda@
@theater@|@teater@
@theater play@|@komedia@
@theft@|@robo@
@their@|@nan, su@
@then@|@anto@
@theologian@|@teólogo@
@theology@|@teologia@
@therapy@|@terapia@
@there@|@ata, aya, ei@
@there are@|@tin@
@there is@|@tin@
@therefore@|@p'esei, pa esei@
@these days@|@awendía, awor@
@they@|@anan, nan@
@thick@|@diki, gordo@
@thickness@|@diki@
@thief@|@hòrtadó, ladron@
@thigh@|@bel, bèl@
@thimble@|@vringud@
@thin@|@delegá, flako, flaku@
@thing@|@koroto, kos, opheto@
@think@|@pensa@
@third@|@di tres@
@thirst@|@sede, sedu, set@
@thirteen@|@diestres, djestres@
@thirty@|@trinta@
@this way@|@aki@
@thorn@|@spiña, sumpiña@
@thou@|@abo, aboso, bo@
@though@|@anke, aunke, maske@
@thought@|@pensamento, pensamentu@
@thousand@|@mil@
@thread@|@hilo, hilu@
@threat@|@amenasa@
@three@|@tres@
@threshold@|@drèmpi@
@throat@|@garganta@
@throne@|@trono@
@through@|@kla, kompletamente, pa medio di@
@through (1)@|@a kousa di, debí na@
@throw@|@benta, tira@
@throw up@|@arohá, saka@
@Thrusday@|@djaweps@
@thrust@|@pusha, stot@
@thumb@|@dùim@
@thunder@|@bos, dònder@
@Thursday@|@diaweps@
@thus@|@asina@
@ticket@|@tíket@
@ticket-window@|@lokèt@
@tie@|@dashi@
@tiger@|@tiger, tigro@
@tilde@|@tilde@
@till@|@te@
@tillage@|@agrikultura, kultivo@
@timber@|@palo, palu@
@time@|@be, bes, ora, tempo, tempu@
@time off@|@fakansi, vakashon@
@timid@|@miedoso@
@tin-opener@|@bleki@
@title@|@título@
@to@|@na, pa, sentenshá@
@to abbreviate@|@abreviá@
@to abdicate@|@abdiká@
@to abduct@|@sekuestrá@
@to abdust@|@sekuestrá@
@to abide@|@persistí@
@to abjure@|@anulá, kanselá@
@to abolish@|@abolí, anulá, kanselá@
@to abort@|@abortá, frakasá@
@to abridge@|@limitá@
@to abrogate@|@abolí, anulá, kanselá@
@to absorb@|@disponé@
@to abstract@|@resumí@
@to abuse@|@insultá, ofendé@
@to accede@|@konsentí@
@to accept@|@akseptá, aseptá@
@to acclimatize@|@aklimatisá@
@to accomplish@|@alkansá@
@to accord@|@armonisá, harmonisá, permití@
@to account@|@konsiderá, opiná@
@to account for@|@aklará@
@to accumulate@|@akumulá@
@to accuse@|@akusá, denunsiá@
@to accustom@|@kostumbrá@
@to achieve@|@alkansá, atkirí, optené@
@to acknowledge@|@confirmá, rekonosé@
@to acquaint@|@informá@
@to act@|@influenshá, influensiá@
@to act for@|@representá@
@to adapt@|@adaptá@
@to add@|@agregá@
@to address@|@adresá@
@to adjourn@|@aplasá@
@to adjudicate@|@sentenshá, sentensiá@
@to adjust@|@adaptá@
@to ad-lib@|@improvisá@
@to administer@|@atministrá@
@to admire@|@atmirá@
@to admit@|@permití, rekonosé@
@to adopt@|@adoptá@
@to adore@|@adorá@
@to adress@|@adresá@
@to advance@|@acercá, progresá@
@to advertise@|@anuncía, propagá@
@to advice@|@consehá, konsehá@
@to advise against@|@deskonsehá@
@to affect@|@influenshá, influensiá@
@to affirm@|@afirmá, sigurá@
@to afflict@|@afligí@
@to afford@|@permití, produsí@
@to aggrandize@|@oumentá@
@to agree@|@konsentí@
@to alarm@|@alarmá@
@to amputate@|@amputá@
@to analise@|@analisá@
@to analyse@|@analisá@
@to answer@|@kontestá@
@to apologize@|@despensá, diskulpá@
@to appeal@|@apelá@
@to appear@|@aparesé@
@to applaud@|@aploudí@
@to apply@|@adaptá, apliká@
@to appraise@|@balorá, balotá@
@to appreciate@|@apreciá, gusta@
@to approve@|@aprobá@
@to arrest@|@arestá@
@to arrive@|@yega@
@to ascertain@|@konstatá@
@to ask@|@pidi, suplicá@
@to ask for@|@suplicá@
@to asphalt@|@asfaltá@
@to aspire@|@aspirá@
@to assimilate@|@asimilá@
@to assist@|@asistí@
@to assure@|@sigurá@
@to atract@|@atraé@
@to attack@|@ataká@
@to attain@|@atkirí@
@to attend@|@bishitá, presensiá@
@to attest@|@testiguá@
@to attract@|@atraé@
@to audit@|@chèk@
@to automate@|@outomatisá@
@to avail@|@probechá@
@to avoid@|@evitá@
@to bake bread@|@traha pan@
@to bar@|@impidí@
@to be@|@ta@
@to be acquainted with@|@konosé@
@to be born@|@nasé@
@to be different@|@diferenshá, diferensiá@
@to be envy@|@envidiá@
@to be in habit of@|@kostumbrá@
@to be interested@|@interesá@
@to be present@|@presensiá, sistí@
@to be sorry about@|@deplorá, lamentá@
@to bear witness of@|@testiguá@
@to become engaged@|@komprometé@
@to begin@|@cuminsá, inisiá, kuminsá@
@to behave@|@komportá@
@to betray@|@traishoná@
@to bid@|@ofrecé, suplicá@
@to bite@|@mordé@
@to blame@|@escargá, reprochá@
@to bombard@|@bombardiá@
@to breed@|@eduká@
@to bring@|@tresa@
@to bring up@|@eduká@
@to burdensome@|@pisá@
@to buy@|@kumpra@
@to calculate@|@calculá, kalkulá@
@to call@|@yama@
@to call on@|@bishitá@
@to cancel@|@kanselá@
@to care for@|@karisiá@
@to cause@|@causa@
@to caution@|@avisá@
@to celebrate@|@selebrá@
@to censure@|@kritiká@
@to change@|@cambiá@
@to chase@|@persiguí@
@to check@|@kontrolá@
@to check up on@|@chèck, kontrolá@
@to choose@|@eligí, eskohé@
@to clap@|@aploudí@
@to clarify@|@aklará@
@to clean@|@purifiká@
@to close@|@cerá@
@to collect@|@kolektá@
@to combine@|@kombiná@
@to come@|@bini@
@to come about@|@akontesé, sosedé@
@to come close@|@acercá@
@to come on@|@acercá@
@to comfort@|@konsolá@
@to command@|@komandá@
@to commence@|@cuminsá, iniciá, kuminsá@
@to commend@|@alabá, rekomendá@
@to comment on@|@komentá@
@to communicate@|@komuniká@
@to compare@|@igualá, igualé, kompará@
@to compel@|@obligá@
@to compensate@|@rekompensá@
@to compile@|@kompilá@
@to compose@|@komponé@
@to comprise@|@kontené@
@to condemn@|@kondená@
@to confess@|@konfesá@
@to confine@|@limitá@
@to confirm@|@confirmá@
@to confiscate@|@konfiská@
@to congratulate@|@felisitá@
@to conjugate@|@konhugá@
@to connect@|@konektá@
@to connect up@|@konektá@
@to conquer@|@konkistá@
@to consent@|@konsentí@
@to conserve@|@konservá@
@to consider@|@konsiderá@
@to consist@|@konsistí@
@to console@|@konsolá@
@to conspire@|@konspirá@
@to construct@|@konstruí@
@to consult@|@konsultá@
@to contain@|@kontené@
@to continue@|@kontinuá@
@to control@|@goberná@
@to converse@|@kembersá@
@to convert@|@kombertí@
@to convince@|@konvensé@
@to cooperate@|@kolaborá, koperá@
@to correct@|@korigí@
@to correspond@|@korespondé@
@to corroborate@|@confirmá@
@to counsel@|@konsehá@
@to create@|@inventá@
@to criticize@|@kritiká@
@to cry out@|@grita@
@to cultivate@|@kultivá, kultivá@
@to decide@|@disidí@
@to declaim@|@deklamá@
@to declare@|@deklará@
@to defeat@|@derotá@
@to defend@|@defendé@
@to define@|@definí@
@to degenerate@|@degenerá@
@to degrade@|@degradá@
@to delay@|@aplasá@
@to deliver@|@entregá@
@to demand@|@eksibí, eksigí, eksihí@
@to denounce@|@denunsiá@
@to deny@|@desmintí, nenga@
@to depend@|@dependé@
@to deposit@|@deponé, depositá@
@to describe@|@deskribí@
@to desire@|@deseá@
@to despair@|@desesperá@
@to desperate@|@desesperá@
@to despise@|@despresiá, menospresiá@
@to destroy@|@destrosá, destruí@
@to determine@|@definí@
@to die@|@fayesé, muri@
@to differ@|@diferenshá, diferensiá@
@to difficult@|@fregá@
@to disapear@|@desaparesé@
@to disappear@|@desaparesé, somentá@
@to disappoint@|@desapuntá, desepshoná, desilushoná@
@to disapprove@|@desaprobá@
@to discover@|@deskubrí@
@to discuss@|@diskutí@
@to dissolve@|@solushoná@
@to dissuade from@|@deskonsehá@
@to distil@|@destilá@
@to distinguish@|@distinguí@
@to distribute@|@distribuí@
@to distrust@|@deskonfiá@
@to divide@|@apartá, dividí, separá@
@to do@|@haci@
@to double@|@dupliká, redupliká@
@to draw@|@atraé@
@to dress@|@bistí@
@to drink@|@bebe@
@to duplicate@|@multipliká@
@to earmark@|@destiná@
@to earnearn@|@gana@
@to eat@|@come, kome@
@to educate@|@eduká@
@to elect@|@eligí, eskohe, eskohé, kis@
@to embalm@|@balsemá@
@to emerge@|@aparecé@
@to emigrate@|@emigrá@
@to encourage@|@apoyá@
@to end@|@finalisá@
@to endure@|@soportá, tolerá@
@to enlighten@|@iluminá@
@to enter@|@drenta@
@to envy@|@envidiá, kodisiá@
@to establish@|@kosntatá@
@to estimate@|@balorá, balotá, baluá, taksa, takser@
@to evacuate@|@evakuá@
@to evade@|@evitá@
@to exaggerate@|@eksagerá, eksaherá@
@to exaggetare@|@eksagerá, eksaherá@
@to examine@|@èksaminá, investigá@
@to excced@|@superá@
@to exceed@|@superá@
@to excuse@|@diskulpá@
@to exert@|@praktiká@
@to exhibit@|@eksibí@
@to exist@|@eksistí@
@to experiment@|@eksperimentá@
@to explain@|@aklará@
@to exploit@|@eksplotá@
@to export@|@eksportá@
@to express@|@ekspresá@
@to fabricate@|@fabriká@
@to fail@|@frakasá@
@to faint@|@desmañá@
@to fascinate@|@fasiná@
@to feed@|@alimentá@
@to figure@|@kalkulá@
@to find@|@haña@
@to finish@|@finalisá@
@to fish@|@piská@
@to fit together@|@armonisá@
@to fly@|@bula@
@to fold@|@doblá@
@to fondle@|@karisiá@
@to forbid@|@prohibí@
@to force@|@obligá@
@to forget@|@lubidá@
@to forgive@|@pordoná@
@to function@|@funshoná@
@to furnish@|@entregá@
@to gallop@|@galopiá@
@to gaunt@|@delegá@
@to get@|@atkirí, haya, optené, yega@
@to get (1)@|@akohé, alkansá, bira@
@to get used@|@kustumá@
@to give@|@duna@
@to give notice@|@anuncía@
@to go@|@bai@
@to go on@|@kontinuá@
@to go through@|@experimentá@
@to govern@|@goberná@
@to greet@|@kumindá, saludá@
@to grieve@|@afligí@
@to guard@|@vigilá@
@to guess@|@ideá@
@to hang onto@|@tene@
@to happen@|@akontesé, sosedé@
@to harmonize@|@armonisá, harmonisá@
@to harmonze@|@harmonisá@
@to have@|@tin@
@to have a bath@|@dal un baño@
@to have at one's disposal@|@disponé@
@to have compassion on@|@duele@
@to have hungry@|@hambrá@
@to heap@|@akumulá@
@to help@|@asistí@
@to hold@|@tene@
@to hold back@|@retené@
@to hope@|@spera@
@to hope for@|@aspirá@
@to hungry@|@hambrá@
@to hurt@|@eridá, heridá@
@to identify@|@identifiká@
@to illuminate@|@iluminá@
@to illustrate@|@ilustrá@
@to imagine@|@figurá, imaginá, imahiná@
@to imitate@|@imitá@
@to immigrate@|@imigrá@
@to implicate@|@impliká@
@to imply@|@nifiká@
@to import@|@importá@
@to impress@|@imponé@
@to include@|@kontené@
@to increase@|@oumentá@
@to indicate@|@indiká@
@to induce@|@konklú@
@to inform@|@informá@
@to inject@|@inyektá@
@to inspect@|@inspektá@
@to inspire@|@inspirá@
@to install@|@instalá@
@to insult@|@insultá, ofendé@
@to interest@|@interesá@
@to interpret@|@interpretá@
@to interrupt@|@interumpí@
@to intervene@|@intervení@
@to interview@|@entrevistá@
@to intreview@|@entrevistá@
@to invent@|@inventá@
@to invest@|@imbertí@
@to investigate@|@investigá@
@to invite@|@invitá, kombidá@
@to issue@|@editá, proklamá@
@to join@|@kombiná@
@to jump@|@bulá@
@to keep@|@konservá, opservá, vigilá@
@to know@|@konosé@
@to laugh@|@hari, harí@
@to lean@|@apoyá, respaldá, sostené@
@to leap@|@bulá@
@to lenghten@|@prolongá@
@to lengthen@|@prolongá@
@to lie@|@gaña@
@to limit@|@limitá@
@to live@|@biba@
@to live to see@|@experimentá@
@to look after@|@vigilá@
@to lose@|@perde, perdè@
@to make@|@hasi@
@to make a contract@|@kontratá@
@to make a mistake@|@kiboká, kibuká@
@to make a note@|@nota@
@to make an offer of@|@orecé@
@to make clean@|@limpia, purificá@
@to manage@|@atministrá, stür@
@to marry@|@casá, kasa@
@to marvel@|@asonbrá@
@to mean@|@nifiká@
@to measure@|@midí@
@to meditate@|@meditá@
@to menace@|@amenasá@
@to mention@|@menshoná, mensioná@
@to mind@|@opservá@
@to moderate@|@moderá@
@to modernize@|@modernisá@
@to move@|@emoshoná@
@to multiply@|@multipliká@
@to murder@|@asesiná@
@to negociate@|@negoshá@
@to notice@|@ripará@
@to nounrish@|@alimentá@
@to obey@|@obedesé@
@to observe@|@opservá@
@to obtain@|@atkirí, optené@
@to occupy@|@okupá@
@to occur@|@akontesé, sosedé@
@to offend@|@insultá, ofendé@
@to offer@|@ofrecé, proponé@
@to open@|@habrí@
@to operate@|@funshoná, operá@
@to opine@|@opiná@
@to ordain@|@destiná@
@to order@|@komandá@
@to organize@|@organisá@
@to orient@|@orientá@
@to own@|@poseé@
@to pack@|@empaketá, paketá@
@to pardon@|@pordoná@
@to park@|@stashoná@
@to participate@|@partisipá@
@to pass away@|@fayesé@
@to patrol@|@patruyá@
@to peefume@|@perfumá@
@to penetrate@|@penetrá@
@to perform@|@aparesé, presentá@
@to permit@|@permití@
@to persecute@|@persiguí@
@to perservere@|@persistí@
@to persevere@|@persistí@
@to persuade@|@konvensé@
@to philosophize@|@filisofá@
@to pick out@|@eligí, eskohé@
@to pick up@|@kolektá@
@to pile up@|@akumulá@
@to plug in@|@konektá@
@to poison@|@venená@
@to postpone@|@aplasá@
@to postulate@|@eksigí, eksihí@
@to practice@|@adaptá, praktiká@
@to praise@|@alabá@
@to preach@|@prediká@
@to prefer@|@preferá@
@to prepare@|@prepará@
@to present@|@presentá@
@to present with@|@presentá@
@to preserve@|@konservá@
@to preside@|@presidiá@
@to presume@|@ideá@
@to prevent@|@impidí, prevení@
@to proceed with@|@kontinuá@
@to proclain@|@proklamá@
@to produce@|@produsí, realisá@
@to profess@|@rekonosé@
@to programme@|@programá@
@to project@|@proyktá@
@to promise@|@primintí@
@to pronounce@|@pronunshá, pronunsiá@
@to prosecute@|@persiguí@
@to protect@|@protehá@
@to protest@|@protestá@
@to publicize@|@propagá@
@to publish@|@editá, publiká@
@to punish@|@kastigá@
@to pursue@|@persiguí@
@to push@|@pushá@
@to put up with@|@soportá, tolerá@
@to puzzle@|@konfundí@
@to qualify@|@kualifiká@
@to quash@|@destrosá, destruí@
@to raise@|@eduká@
@to raise the alarm@|@alarmá@
@to rate@|@balorá, balotá, baluá, kalkulá@
@to reach@|@alkansá@
@to react@|@reakshoná@
@to read@|@lesa@
@to realize@|@komprendé@
@to rebuke@|@desaprobá, reprochá@
@to recall@|@rekordá@
@to recapture@|@rekonkistá@
@to receive@|@akohé, akseptá, aseptá@
@to recite@|@deklamá@
@to recognize@|@rekonosé@
@to recollect@|@rekordá@
@to recommend@|@rekomendá@
@to record@|@registrá@
@to reelect@|@reeligí@
@to refine@|@rafiná@
@to reform@|@reformá@
@to register@|@consehá, registrá, rekomendá@
@to regret@|@deplorá, lamentá@
@to remember@|@corda, rekordá@
@to remit@|@anulá@
@to repeat@|@ripití@
@to replace@|@remplasá, substituí@
@to reply@|@kontestá, respondé@
@to report@|@informá, komuniká@
@to repose@|@deskansá@
@to represent@|@representá@
@to reproach@|@reprochá@
@to request@|@suplicá@
@to require@|@eksisí, mesté@
@to research@|@investigá@
@to resign@|@abdiká@
@to resist@|@resistí@
@to respect@|@respetá@
@to respond@|@kontestá, reakshoná, respondé@
@to rest@|@descansá, deskansá@
@to restrict@|@limitá@
@to return@|@debolbé, regresá@
@to reveal@|@publiká@
@to reward@|@rekompensá@
@to rouse@|@stimulá@
@to ruin@|@ruiná@
@to rule@|@goberná@
@to run@|@funshoná@
@to salute@|@kumindá, saludá@
@to save@|@salba@
@to say goodbye@|@despedí, dispidí@
@to say goodbye to@|@despedí, dispidí@
@to say yes@|@afirmá@
@to scold@|@reprochá@
@to scratch@|@huñá@
@to search@|@ristra@
@to see@|@bishitá, mira@
@to sell@|@bende@
@to sentence@|@kondená@
@to separate@|@apartá, dividí, separá@
@to set straight@|@desapuntá, desepshoná@
@to share@|@dividí, partisipá@
@to shut@|@cerá@
@to signify@|@nifiká@
@to sing@|@canta@
@to sleep@|@drumi@
@to slender@|@delegá@
@to smile@|@smail, sonreí@
@to smoke@|@huma@
@to solve@|@solushoná@
@to sound the alarm@|@alarmá@
@to spend@|@gasta@
@to spy@|@spioná@
@to stack@|@akumulá@
@to stand up@|@lanta@
@to start@|@aktivá, cuminsá, inisiá, kuminsá@
@to state@|@deklará@
@to stimulate@|@stimulá@
@to stir up@|@stimulá@
@to stop@|@para, stashoná@
@to strike@|@imponé@
@to stroke@|@karisiá@
@to substitute@|@remplasá, substituí@
@to suggest@|@indiká@
@to summarize@|@resumí@
@to supervise@|@chèk, kontrolá@
@to supply@|@entregá@
@to support@|@apoyá, respaldá, sostené@
@to surmise@|@ideá@
@to surpass@|@superá@
@to surprise@|@sorprendé@
@to suspect@|@deskonfiá, sospechá@
@to sustain@|@apoyá, respaldá, sostené@
@to sweat@|@transpirá@
@to swin@|@landa@
@to swoon@|@desmaná@
@to swotch on@|@aktivá@
@to take@|@akseptá, aseptá, okupá@
@to take an interest@|@interesá@
@to take apart@|@demontá, desarmá@
@to take away@|@hiba@
@to take in@|@akseptá, aseptá@
@to take into account@|@konsiderá@
@to take leave@|@despedí, dispidí@
@to take note@|@konstatá@
@to take over@|@kumpra@
@to take part@|@partisipá@
@to teach@|@instruí@
@to tender@|@presentá, proponé@
@to test@|@intentá, ristra@
@to testify@|@testiguá@
@to think@|@opiná@
@to think to oneself@|@meditá@
@to threaten@|@amenasá, menasá@
@to throw up@|@arohá@
@to tired@|@kansá, molestiá, morchá@
@to tolerate@|@soportá, tolerá@
@to touch@|@toca@
@to trade@|@negoshá@
@to transform@|@transformá@
@to translate@|@tradusí@
@to transport@|@transportá@
@to try@|@intentá@
@to turn@|@desviá@
@to turn around@|@drai@
@to turn over@|@aktivá@
@to understand@|@komprendé, komprondé@
@to unemployed@|@desempleá@
@to unite@|@kombiná@
@to urinate@|@oriná@
@to utilize@|@eksplotá@
@to verify@|@chèk, kontrolá@
@to visit@|@bishitá@
@to want@|@ke@
@to warn@|@avisá@
@to wash@|@laba@
@to waste@|@malgastá@
@to watch over@|@vigilá@
@to wet@|@muhá@
@to win over@|@derotá, vense@
@to wish@|@deseá@
@to withstand@|@resistí@
@to witness@|@asistí, presensiá@
@to wonder@|@asombrá@
@to work@|@funshoná, traha@
@to work out@|@kalkulá@
@to worship@|@adorá@
@to wound@|@eridá@
@to wrap up@|@empaketá, paketá@
@to write@|@skribi@
@toad@|@dori@
@toast@|@rosti, rosto, tost@
@tobacco@|@tabako, tabaku@
@today@|@awe@
@together@|@hunto, huntu@
@token@|@preba, proba, prueba, seña, señal@
@tomato@|@tomati@
@tomorrow@|@mañan@
@tone@|@tono@
@tongue@|@abla, idioma, lenga, lnga@
@tonsil@|@amandel@
@too@|@muchu, tambe@
@too much@|@muchu@
@tooth@|@djente@
@toothpick@|@tutpek@
@topical@|@aktual@
@topicality@|@aktualidat@
@torch@|@antorcha, flameu@
@torpedo@|@torpedo@
@torture@|@tortura@
@total@|@total@
@touch@|@mishi@
@touching@|@emoshonal@
@tourism@|@turismo@
@tourist@|@turista@
@toward@|@na@
@towards@|@na@
@towel@|@sarbètè@
@town@|@playa, stat@
@tractor@|@traktor@
@trade@|@fishi, komersio, ofishi@
@tradition@|@tradishon@
@traditional@|@tradishonal@
@traffic@|@tráfiko@
@tragedy@|@tragedia@
@tragic@|@trágiko@
@train@|@trein, tren@
@tram@|@trèm@
@tranquil@|@trankilo@
@transgression@|@piká@
@transistor@|@transester@
@transitive@|@transitivo@
@translation@|@tradukshon@
@transparant@|@transparante@
@transport@|@transpòrt@
@transporter@|@transportadó@
@trap@|@trampa@
@travel@|@bia, biaha@
@treacherous@|@traidó@
@treachery@|@traishon@
@treasure@|@tesoro@
@treat@|@kura, trata@
@tree@|@palo, palu@
@tremble@|@trel@
@tressle@|@stal@
@triangle@|@triángulo@
@tribe@|@tribu@
@trick@|@triki@
@trifle@|@bagatèl@
@trip@|@bia, biaha@
@triple@|@tribel@
@troop@|@tropa@
@tropical@|@tropikal, trópiko@
@trouble@|@labatiba, problema@
@troupe@|@tropa@
@trousers@|@karson, karson largo, karson largu, kashon@
@truck@|@camion@
@true@|@rason@
@truly@|@realmente@
@trumpet@|@trompet@
@trunk@|@baúl, maleta@
@trust@|@fe, konfia@
@truth@|@berdá, berdat@
@T-shirt@|@tíshert@
@tube@|@pipa, vèntil@
@Tuesday@|@dia mars, djamars@
@tug@|@hala, trèk@
@tummy@|@bariga, barika@
@tuna@|@tunafesh@
@tuna fish@|@tunafesh@
@Tunisia@|@Tunesia@
@tunnel@|@tùnel@
@tunny@|@tunafesh@
@turkey@|@kalakuna@
@Turkey@|@Turkia@
@Turkish@|@turko@
@Turksih@|@turko@
@turn@|@drai, fila, kareda, turno@
@turn around@|@drai@
@turn round@|@drai@
@twelve@|@diesdos, djesdos@
@twenty@|@binti@
@twig@|@rama@
@twine@|@flèktu, vlèkt, vlèktu@
@two@|@dos@
@two hundred@|@doshen@
@type@|@taip, tipo@
@typewriter@|@taipraiter@
@typhus@|@tífes@
@typical@|@típiko@
@typist@|@tipista@
@udder@|@tete@
@ugly@|@feu, mahos, mahoso@
@ultimatum@|@ultimatum@
@umbrella@|@paraplü@
@unbearable@|@intolerabel@
@uncle@|@omo, tío@
@unclean@|@fis, sushi@
@uncover@|@deskubrí@
@under@|@abou di, bou di, den(1)@
@underneath@|@abou di, bou di, den(1)@
@underpants@|@djòki, karson di abou, karsonsio@
@understand@|@kèch@
@understandable@|@komprendibel@
@unemployment@|@desempleo@
@unexpectedly@|@inesperadamente@
@unfaithful@|@infiel@
@unfortunately@|@desafortunadamente, felismente, lástimamente@
@unfortunately(1)@|@felismente, lamentabelmente, ungrateful@
@unfortunately(2)@|@desagradecido, ingrato@
@ungrateful@|@ingrato@
@unhappy@|@infelis@
@uniform@|@unifòrm@
@unintelligible@|@inkomprendibel@
@union@|@union@
@unique@|@úniko@
@United States@|@Merka@
@unity@|@unidat@
@universal@|@univèrsal@
@universe@|@universo@
@university@|@univèrsidat@
@unknown@|@deskonosí@
@unmarried woman@|@soltera@
@unthankful@|@desagradesido, ingrato@
@until@|@te@
@upon@|@anti, ariba, kontra, riba@
@upsilon@|@igrèk@
@upstairs@|@ariba@
@up-to-date@|@aktual@
@urinate@|@pishi@
@urine@|@orina@
@Uruguay@|@Uruguai@
@us@|@anos, nos@
@use@|@aplikashon, usa, uso, uza, uzo@
@used to@|@gewon, hewon, komun, usual@
@useful@|@útil@
@useless@|@inútil@
@usual@|@general, gewon, hewon, komun, usual@
@usually@|@normalmente@
@usualy@|@normalmente@
@vacation@|@fakansi, vakashon@
@vaccum cleaner@|@stòfzùiger@
@vagina@|@burako di tonto, buraku di tonto, vágina@
@valiant@|@brio, wapu@
@valise@|@falis@
@valuable@|@karo, karu@
@value@|@baló, balor, kariño@
@valve@|@vèntil@
@vampire@|@vampir@
@vanilla@|@vania@
@varnish@|@fernis, vernis@
@vase@|@vas@
@vaseline@|@vaselin@
@Vatican@|@Vatikano@
@vegetable@|@berdura@
@vehicle@|@vehíkulo@
