@Somali@|@English@
@jilid@|@binding, cover@
@jilid@|@cover@
@jilid@|@wrapper@
@jilif@|@tree bark@
@jillaab@|@fish (1)@
@jillaab@|@fishhook@
@jillaab@|@fishing@
@jillaabasho@|@fishing@
@jillaabo@|@fish@
@jimce@|@Friday@
@jimcoonaan@|@slackness@
@jimcoonaan@|@looseness@
@jimee@|@measure@
@jimeteri@|@geometry@
@jimic@|@mercy@
@jimic@|@compassion@
@jimicdarro@|@lack of compassion@
@jimicsasho@|@act of stretching oneself@
@jimicsi@|@act of stretching oneself@
@jimiimic@|@longing@
@jimiimic@|@yearning, show longing@
@jimjimicsi@|@sports@
@jimjimicso@|@be engaged in sports@
@jimlee@|@add total, add, total@
@jimlo@|@addition@
@jinaad@|@something flat@
@jinaastiko@|@gymnastics@
@jinbac@|@turn around@
@jinbaco@|@turn around@
@jiniinqallal@|@upper arm, have a dry throat@
@jinsi@|@sort, type, kind@
@jinsi@|@kind@
@jinsi@|@type, sort@
@jinsiyad@|@kinship@
@jiq@|@thick forest@
@jiqjiq@|@impassable place@
@jir@|@be!@
@jir@|@be/exist, body@
@jiraab@|@bag, sack@
@jiraab@|@sack@
@jiraal@|@existence@
@jiriibban@|@quarrel, argue (1), quibble@
@jiriid@|@bone of the back of the jaw@
@jiritaan@|@existence@
@jirjir@|@back@
@jirnax@|@compassion@
@jirniin@|@existence@
@jirrab@|@test, try@
@jirrab@|@try@
@jirrab@|@pester@
@jirrab@|@trouble@
@jirrabnaan@|@state of being tired@
@jirrasho@|@act of getting sick@
@jirrid@|@trunk@
@jirro@|@disease, get sick@
@jirro@|@illness@
@jirroole@|@sick person@
@jirsii@|@give existence@
@jiso@|@reward@
@jiso@|@payment@
@jiss@|@cheese@
@jisyo@|@tax@
@jitaabi@|@try@
@jitaabi@|@pester@
@jitaabi@|@test, try@
@jitaabi@|@trouble@
@jitee@|@encircle@
@jitee@|@enclose@
@jixinjix@|@mercy, compassion, show compassion@
@jixinjix@|@compassion@
@John ayaa baxay@|@John went out@
@John baa baxay@|@John went out@
@joodari@|@mattress@
@joog@|@be present, height@
@joogajooge@|@stopper, plug@
@joogajooge@|@plug@
@joogid@|@presence@
@joogid@|@staying@
@joogis@|@act of waiting@
@joogis@|@act of standing up@
@joogsad@|@full-stop@
@joogtee@|@set upright@
@joogto@|@regularity@
@joojin@|@breaking@
@joojiye@|@brake@
@joonyad@|@sack@
@jowhar@|@jewel@
@jubba@|@Juba river@
@jubbad@|@jacket@
@jug@|@injury@
@jug@|@bruise, swallowing@
@jugee@|@strike, hit@
@jugee@|@knock, strike@
@juljul@|@offend@
@juljul@|@wrong@
@juljul@|@offense@
@juljul@|@wrong doing@
@jundi@|@armed forces@
@juno@|@possession@
@juq@|@forest, swallow, wood@
@juq@|@wood, forest@
@juqee@|@poke@
@juqraafi@|@geography@
@jurmi@|@size@
@jurmi@|@thickness@
@jurxee@|@to insult@
@jurxee@|@abuse@
@jurxo@|@abusive speech, abuse@
@jus@|@brief news, sura of the Koran@
@juuc@|@unwell feeling@
@juuqjuuq@|@anger@
@juuri@|@something bad of its kind@
@juus@|@juice@
@ka@|@out of, from, from (origin), the@
@ka badan@|@more@
@ka dib@|@after@
@ka hor dhac@|@antecedent@
@ka sarreeya@|@above average@
@ka sarreeya caadiga@|@above the norm@
@ka yar@|@under (less than), fewer, less@
@kaabad@|@bridge@
@kaabi@|@vicinity@
@kaad@|@warm nights, doorway@
@kaadi@|@urinate@
@kaadi@|@urine@
@kaadsasho@|@act of postponing@
@kaadsiinyo@|@postponement@
@kaah@|@begin to shine, first glimmer of light@
@kaal@|@contribution@
@kaalay@|@come!@
@kaali@|@assist@
@kaali@|@aid@
@kaalin@|@allotted task, watering trough@
@kaaliye@|@aide, supporter@
@kaalmo@|@assistance@
@kaammil@|@complete@
@kaan@|@type@
@kaar@|@feel a sudden pain, sharp pain@
@kaarbon@|@carbon@
@kaarto@|@card@
@kaas@|@that@
@kaashi@|@collaboration, cooperation@
@kaashi@|@collaborate, cooperation@
@kaashi@|@cooperate@
@kaasho@|@support (1)@
@kaay@|@conceal, hide@
@kaaye@|@turn@
@kaayeysi@|@turn@
@kaayeysi@|@chance@
@kab@|@act of repairing, mend, shoe, sandal@
@kabadhe@|@seller@
@kaban@|@heal@
@kabar@|@cupboard@
@kabar@|@wardrobe@
@kabaro@|@safety@
@kabasiib@|@robbery@
@kabax@|@old (not new)@
@kabbayso@|@sip@
@kabbo@|@sip@
@kabidda@|@plaster bandage@
@kabo@|@recover, shoes@
@kabti@|@run@
@kabti@|@running@
@kac@|@get up@
@kacaan@|@act of getting up@
@kadaalli@|@be unstable, impatience, instability@
@kadaf@|@squirrel-like animal@
@kadbasho@|@destiny, luck (1)@
@kadeed@|@difficulty, make trouble@
@kadhimid@|@discount@
@kafee@|@be sufficient@
@kafee@|@be enough@
@kaftan@|@joke@
@kafuufo@|@plenty@
@kafuufo@|@fullness@
@kag@|@freeze@
@kahasho@|@resentment@
@kajan@|@joke, tease@
@kal@|@pestle, time@
@kalabax@|@separation (1)@
@kalabbayr@|@fork, fork in a road, divide@
@kalabbayr@|@divide@
@kaladhig@|@separation@
@kalaggoys@|@joint@
@kalaggoys@|@corner, angle, joint (of the body)@
@kalaggoys@|@angle@
@kalah@|@run here and there@
@kalah@|@morning walk@
@kalah@|@go around@
@kalasooc@|@separate@
@kalasooc@|@separation@
@kalasoocid@|@separation@
@kalasoocid@|@segregation, separation@
@kale@|@another, other@
@kalfadhi@|@annual conference@
@kalgacal@|@sympathy@
@kali@|@kidney@
@kalkaal@|@help (1), support@
@kalkaaliso@|@nurse@
@kallif@|@compel, imposition, compulsion@
@kallifaad@|@penalty, fine@
@kallifaad@|@fine@
@kallumayso@|@go fishing@
@kallumayso@|@fish@
@kallumayso@|@fish@
@kalluumaysash@|@act of fishing@
@kalluumaysato@|@fishermen@
@kalluumaysi@|@act of fishing@
@kalluumo@|@fish (2)@
@kalluunle@|@fisherman@
@kalsami@|@confidence@
@kalsoon@|@have confidence@
@kalsoonaan@|@confidence@
@kalsooni@|@confidence@
@kaluun@|@fish@
@kaman@|@guitar@
@kambani@|@company@
@kamiin@|@greed@
@kan@|@this@
@kanbal@|@kill@
@kaneeco@|@mosquito@
@kaniisad@|@church@
@kankan@|@smell strongly, strong smell@
@kankoon@|@sphere@
@kankoon@|@ball@
@kansi@|@treasure@
@kar@|@be able@
@karaahiyo@|@dislike@
@karaamo@|@supernatural@
@karaan@|@ability@
@karaar@|@fatness@
@karaar@|@plumpness@
@karaati@|@kick@
@karah@|@despise, dislike@
@karan@|@feast@
@karasho@|@ability@
@kari@|@cook@
@karin@|@mountain pass@
@karkabad@|@hasty action@
@karriimo@|@ability@
@karti@|@ability@
@kas@|@understand, intelligence@
@kasaarid@|@withdrawal@
@kasab@|@achievement@
@kasbo@|@achieve@
@kash@|@inner feeling@
@kaskaasbax@|@improvement@
@kasmo@|@intelligence@
@kasta@|@every@
@kaw@|@death@
@kawarramid@|@reporting@
@kawn@|@all things@
@kawn@|@creation@
@kawrax@|@dryness of the throat@
@kawrixi@|@dry@
@kax@|@desert@
@kaxeeye@|@driver@
@kayd@|@something stored@
@kaydi@|@store@
@kaydi@|@reserve@
@kaydi@|@preserve@
@kaydin@|@preservation@
@kaydsi@|@economy@
@kaydsi@|@preserving@
@kaydsi@|@saving@
@kaydso@|@store away (for oneself)@
@kaylli@|@pain (1)@
@kayn@|@forest, bush, thicket@
@kayn@|@wood@
@kedis@|@surprise@
@kedo@|@suddenness@
@kedo@|@surprise (1)@
@keen@|@bring@
@keenij@|@supply@
@keenis@|@act of bringing@
@keli@|@reservoir@
@kelli@|@kidney@
@kelmad@|@word@
@kelmed@|@word@
@kelyaciirsasho@|@bravery@
@kelyaciirsasho@|@courage@
@kelyaciirso@|@be brave@
@keni@|@long period, time@
@keni@|@time@
@kensi@|@treasure@
@kexeeye@|@driver@
@keyd@|@supply@
@keydin@|@keeping@
@keylli@|@pain@
@keyrkeyr@|@trembling@
@khaaddin@|@servant@
@khaafsanaan@|@absent-mindedness@
@khaalis@|@something pure@
@khaalis@|@something unmixed@
@khaanad@|@drawer@
@khaas@|@particular (thing or person)@
@khaas@|@special@
@khaasiyo@|@expert@
@khaatimo@|@conclusion@
@khaatir@|@deceitful person@
@khaayin@|@traitor@
@khaayin@|@deserter@
@khaayin@|@cheater@
@khabaar@|@information (1), intelligence, news@
@khabaar@|@news@
@khabaar@|@intelligence, news@
@khabarsi@|@receiving information@
@khabarsi@|@receiving news@
@khabiir@|@expert@
@khaddif@|@act of going astray@
@khafiif@|@light@
@khal@|@village@
@khalaq@|@create@
@khalfad@|@window@
@khaliif@|@caliph@
@khaliij@|@gulf@
@khalkhal@|@become loose, loose@
@khalqi@|@creation, people@
@khalqi@|@people@
@khamaar@|@gamble@
@khamiis@|@thursday@
@khamri@|@wine, alcohol@
@khamriyacab@|@drunkard@
@khansiir@|@pig@
@khansiir@|@boar@
@kharaab@|@become worn out, worn out thing, spoiled@
@kharaab@|@become spoiled@
@kharaabi@|@disconnect something@
@kharaabi@|@break something@
@kharaar@|@bitterness@
@kharaf@|@crazy person@
@kharaf@|@confused@
@kharaj@|@expense@
@kharash@|@expenditure@
@khariidad@|@map@
@khariidad@|@plan (1)@
@khariiddo@|@map@
@khariiddo@|@plan (1)@
@kharqad@|@material@
@kharqad@|@cloth@
@kharqad@|@fabric@
@kharrib@|@act of spoiling@
@kharrib@|@act of ruining, spoil, ruuin, wear out, corrupt@
@kharribid@|@destroying@
@khasaar@|@be unprofitable@
@khasaare@|@casualities@
@khasaare@|@losses@
@khasaari@|@lose money@
@khasaaro@|@damage@
@khasaaro@|@harm (1), damage@
@khasaaro@|@loss@
@khasab@|@compel@
@khasab@|@coerce, force, compel, compulsion@
@khasab@|@force@
@khasab@|@constrain@
@khashabad@|@shipping@
@khashiin@|@na@
@khashiinnimo@|@naivety@
@khashin@|@trash@
@khashin@|@dirt@
@khashkhash@|@bother, disturbance@
@khashkhash@|@annoy@
@khashkhash@|@annoyance, bother, annoy@
@khashkhash@|@disturb, disturbance@
@khasif@|@cultivate@
@khasif@|@dig, cultivate@
@khasif@|@digging@
@khasif@|@cultivation@
@khasiis@|@evil person@
@khasir@|@spend, waste of money@
@khasiyad@|@trouble (2)@
@khasiyadee@|@be offend@
@khasiyadee@|@be offensive@
@khasnad@|@safe@
@khasnad@|@stong box@
@khasnaji@|@trasurer@
@khasnaji@|@cashier@
@khatal@|@deceitful person, cheat, wrong, deceive (1)@
@khatal@|@wrong, deceive (1)@
@khatalan@|@be in error@
@khatalan@|@make a mistake@
@khatalan@|@be deceived@
@khatar@|@danger@
@khatin@|@end, finish, conclude@
@khatin@|@conclusion@
@khawaysii@|@mislead@
@khawaysii@|@confuse@
@khayaali@|@illusion@
@khayaamee@|@deceive, cheat@
@khayaamee@|@cheat, deceive@
@khayaan@|@cheat@
@khayaan@|@betray@
@khayaano@|@deceit, fraud@
@khayaano@|@cheating@
@khayaano@|@fraud@
@khayli@|@type of cloth@
@khayr@|@good fortune@
@khayr@|@goodness (1)@
@khayr@|@welfare@
@khayraad@|@resources@
@kheyraad@|@resources@
@khibrad@|@experience@
@khibro@|@experience@
@khilaaf@|@disagreement, argument(1), oppose, argument (1)@
@khiyaamo@|@trick@
@khiyaan@|@deceive@
@khiyaanad@|@fraud@
@khiyaanad@|@deceit@
@khiyaanadee@|@cheat, deceive (1)@
@khiyaanadle@|@deceiver@
@khiyaanadlow@|@fraudulent@
@khiyaanadlow@|@deceiver@
@khiyaanadlow@|@fraud@
@khiyaane@|@fraud@
@khiyaane@|@deception@
@khiyaano@|@cheating@
@khiyaano@|@deception@
@khiyaar@|@option@
@khiyaar@|@power of choise@
@khoobar@|@dolphing@
@khoori@|@inlet@
@khoori@|@creek@
@khoori@|@bay@
@khoori@|@canal@
@khubaro@|@specialists@
@khudaar@|@vegetables, fruits@
@khudbad@|@speech@
@khudbee@|@make a speech@
@khudbo@|@sermon@
@khudbo@|@speech@
@khudrad@|@vegetables@
@khudrad@|@fruits@
@khudro@|@fruits@
@khudro@|@vegetables@
@khuseey@|@concern@
@khushi@|@choice, option@
@khushuuc@|@depressed, modesty, humility@
@khushuuc@|@be disappointed@
@khuuri@|@snore@
@khuuro@|@snoring@
@khuuro@|@snore@
@kibir@|@be arrogant, arrogance@
@kibis@|@bread@
@kici@|@rouse@
@kicin@|@wake someone, raising, wake (someone)@
@kicitin@|@set out on a journey@
@kidaar@|@bread@
@kidhli@|@kettle@
@kidif@|@chop up@
@kidif@|@mince, morsel@
@kifaayo@|@satisfaction@
@kii@|@the@
@kiil@|@grain-measure, measure@
@kiimika@|@chemistry@
@kiimikada@|@chemistry@
@kiin@|@mobilization@
@kiintaal@|@quintal@
@kiinya@|@Kenya@
@kiis@|@fill up, fill@
@kiisad@|@bag@
@kiish@|@sack, sack (1)@
@kiliyente@|@client@
@kiliyente@|@customer@
@killaal@|@prison@
@kimis@|@bread@
@kimiscun@|@little boy@
@kiniini@|@pill@
@kiniini@|@tablet@
@kiree@|@hire, rent@
@kireysasho@|@rent@
@kireysasho@|@hire@
@kirtan@|@be restless, restlessness@
@kis@|@bit@
@kis@|@small amount, bit@
@kiswad@|@clothes@
@kitaab@|@book@
@kitab@|@book@
@knowledge@|@dhaayo@
@kob@|@place@
@kog@|@shrink@
@kog@|@contract@
@kol@|@time (1)@
@kolay@|@bucket@
@kolej@|@college@
@koley@|@bucket@
@konton@|@fifty@
@kontonaad@|@fifthieth@
@kontorool@|@control@
@koob@|@cup, shorten@
@koob iyo toban@|@eleven@
@kooban@|@consist of@
@koobid@|@curtainless@
@koobid@|@abbreviation@
@koobid@|@shortening@
@koobiyotoban@|@eleven@
@kood@|@hillock@
@koodh@|@coat@
@koodi@|@whisper@
@koofaar@|@nickname@
@koofiyad@|@hat@
@koofur@|@south@
@koon@|@world@
@koon@|@earth@
@koone@|@corner@
@koone@|@angle, corner@
@koonfur@|@south@
@koow@|@one@
@koowaad@|@first@
@koox@|@team@
@kor@|@above, body, up, grow, develop, increase (1)@
@koranwaa@|@impatience@
@koranwaay@|@be impatient@
@kordhi@|@increase@
@kordhin@|@increasing@
@kore@|@small monkey@
@kori@|@rear@
@korid@|@ascending@
@kormeer@|@supervise@
@kormeer@|@supervision@
@kornayl@|@colonel@
@korodh@|@increase, gelded camel@
@koron@|@barren she-camel@
@koron@|@castrated camel@
@koronto@|@electricity@
@koroomasoomka@|@chromosome@
@koror@|@increment, increase (1), increase@
@koror@|@increase@
@kororsad@|@improvement@
@kororsasho@|@act of increasing@
@kororsi@|@act of increasing@
@kororso@|@increase@
@korreev@|@be superior, be on top@
@korreev@|@be on top@
@korreyn@|@superiority@
@korrimaad@|@ascent@
@korrimaad@|@ascension, ascending@
@korsaar@|@charge, profit@
@korsasho@|@act of looking after@
@korso@|@look after@
@korso@|@adopt@
@korso@|@tend@
@korsocod@|@profit@
@korsocod@|@interest@
@korudhig@|@rise, increase (1)@
@koruqaade@|@elevator@
@koruqaade@|@lift@
@kow@|@one@
@kowaad@|@first@
@kowkabi@|@count@
@koyto@|@immigrants@
@ku@|@at, in, in (through), into, into (fraction), on@
@Ku daawaday meel qarsoon@|@In a dim ailse@
@kubbad@|@ball@
@kud@|@run away@
@kuddaafad@|@trash@
@kuddayasho@|@imitation@
@kuddayo@|@imitate@
@kuf@|@slip@
@kuf@|@fall@
@kufi@|@trip someone up@
@kug@|@crown of the head@
@kuhaan@|@predict@
@kul@|@heat@
@kulaal@|@warm oneself@
@kulan@|@assemble@
@kulan@|@meet@
@kulan@|@meeting@
@kulanti@|@meeting@
@kulayl@|@heat@
@kulayli@|@heat@
@kuldiir@|@temperature@
@kuldiir@|@warmth@
@kuleel@|@warmth, heat@
@kulgudbiye@|@heat conductor@
@kuljiir@|@warm liquid@
@kulkulan@|@severity@
@kulkulan@|@strictness@
@kulliyad@|@college@
@kulmi@|@cause to meet@
@kulul@|@hot@
@kululaan@|@heat@
@kululee@|@warm up@
@kululow@|@heat up@
@kululow@|@get hot@
@kumaankun@|@thousands@
@kumanyaal@|@thousands@
@kumi@|@ten cents@
@kumi@|@dime@
@kun@|@thousand@
@kunaad@|@thousandth@
@kur@|@head, top@
@kur@|@top@
@kurbee@|@frighten@
@kurbo@|@anxiety@
@kurbood@|@state of anxiety@
@kurbood@|@fear (1)@
@kursi@|@chair@
@kurtun@|@tree-trunk@
@kuryo@|@sphere@
@kushad@|@rage@
@kutaan@|@bedbug@
@kutub@|@books@
@kutub@|@book@
@kuud@|@tower@
@kuudud@|@crouching position, sit crouched, huddled@
@kuududi@|@cause to sit crouched@
@kuududshe@|@type of fatal disease@
@kuug@|@cook@
@kuukiyaan@|@sea weed@
@kuul@|@bead, put kohl on eyes@
@kuul@|@necklace@
@kuuni@|@envy@
@kuur@|@near@
@kuurgal@|@eavesdrop on someone@
@kuurgal@|@eavesdropping@
@kuuri@|@come near@
@kuurkuursasho@|@fidgeting@
@kuurkuurso@|@fidget@
@kuus@|@lump, roll into a ball@
@kuusad@|@water jug@
@kuusan@|@be rounded@
@kuutiyad@|@type of ship@
@kuwaas@|@those@
@kuwan@|@these@
@la@|@with (accompaniment)@
@la fac ah@|@age equivalent@
@La fil ah@|@age equivalent@
@La qabsi@|@adaptation@
@laa@|@kill@
@laab@|@breast, curve, fold, heart, soul, spirit, chest@
@laabasho@|@turning back@
@laabato@|@joint@
@laabato@|@angle@
@laabato@|@corner@
@laabis@|@act of folding, pencil@
@laabjeex@|@indigestion@
@laablaab@|@keep on folding@
@laablaabasho@|@act of going to and for@
@laablaabo@|@go to and for@
@laabniin@|@act of folding@
@laabo@|@turn back@
@laabqoyan@|@tender-hearted person@
@laabraac@|@be tempted, temptation@
@laac@|@become green, greenery, geenery@
@laacdan@|@play, sport@
@laacdan@|@sport@
@laacib@|@sportsman@
@laacib@|@skilled player, sportsman@
@laad@|@kick@
@laadqoyan@|@damp@
@laafyo@|@graceful walk@
@laafyood@|@act of walking gracefully@
@laag@|@peer, water channel@
@laahi@|@careless@
@laahinnimo@|@carelessness@
@laaji@|@refugee@
@laakiin@|@but@
@laakiinse@|@but@
@laal@|@swing, type of team-game@
@laalaab@|@fold many times, the act of folding@
@laalac@|@act of swinging@
@laalaco@|@dangle@
@laalaco@|@swing@
@laalaco@|@hang@
@laalacshow@|@act of swinging@
@laallaad@|@act of dangling down, dangle down, hang@
@laallaadi@|@hang up, suspend@
@laallaadi@|@suspend@
@laaluush@|@bribe@
@laaluush@|@graft@
@laaluush@|@bribery@
@laamaddood@|@nap@
@laamaddood@|@short sleep@
@laami@|@stir a pot, tarmac@
@laan@|@branch, stir@
@laanqayr@|@red crescent@
@laaq@|@song@
@laaqi@|@sing@
@laarri@|@easy work@
@laaso@|@finish@
@laaso@|@end@
@laaso@|@consume@
@laay@|@kill@
@laayaan@|@dangerous person@
@lab@|@mix@
@laba iyo toban@|@twelve@
@labaad@|@second@
@labaatan@|@twenty@
@labaatanaad@|@twentieth@
@labada@|@both@
@labakacle@|@returning@
@labakacle@|@recurrence@
@labakaclee@|@reoccur@
@labakaclee@|@reinstate@
@labakaclee@|@bring back@
@laballaabow@|@hesitation@
@laballabo@|@nausea@
@laballugood@|@person on foot@
@laballugood@|@pedestrian@
@labba@|@two@
@labbiso@|@dress onself@
@labeen@|@cream@
@labid@|@mixing@
@labnaan@|@state of being mixed@
@labo@|@two@
@lacag@|@money@
@ladnaan@|@health (1)@
@ladnaan@|@well-being@
@ladnaansho@|@health@
@ladnaw@|@get better@
@ladnee@|@make well@
@laf@|@bone@
@lafaggure@|@surgeon@
@lafajebis@|@injury@
@lafale@|@object@
@lafallafo@|@skeleton@
@lafdhabar@|@spine@
@lafduud@|@spine@
@lafmadax@|@skull@
@lafo@|@capital@
@lafogur@|@surgery@
@lafogure@|@surgeon@
@lafti@|@noble@
@lafti@|@high-status person@
@lagamamaarmaan@|@necessity@
@laha@|@to have (1)@
@lahaa@|@to have (1)@
@lahaan@|@state of having@
@lahaansho@|@state of having@
@lahaayeen@|@to have (1)@
@lahan@|@desire@
@lahasho@|@desire@
@lahay@|@to have (1)@
@lahaydeen@|@to have@
@lahaye@|@prisoner@
@lahayn@|@to have@
@lahjad@|@dialect@
@lajnad@|@meeting@
@lakab@|@stratum@
@lal@|@fly@
@lali@|@throw@
@lallabo@|@nausea@
@lalleemo@|@shakiness@
@lalmasho@|@state of dangling@
@lalmi@|@suspend@
@lalmo@|@be suspended@
@lamaddegaan@|@uninhabited place@
@lamafilaan@|@unexpected thing@
@lamahuraan@|@indispensable thing@
@lambar@|@number@
@lammaan@|@companion@
@lammaan@|@relative@
@lanbar@|@number@
@lanbari@|@number@
@laq@|@swallow@
@laqanyo@|@gagging@
@laqdabo@|@deceit@
@lar@|@add@
@largeness@|@weynaan@
@lasow@|@taste@
@last@|@abaad@
@lataliye@|@counselor@
@lax@|@fat tailed sheep@
@laxaad@|@strenght (1)@
@laxaaf@|@coat, blanket@
@laxni@|@mistake@
@layaab@|@be surprised, surprise@
@layac@|@carelessness@
@laydh@|@air@
@layeele@|@object@
@layic@|@neglected@
@layli@|@training@
@layli@|@train@
@laylis@|@exercise@
@layn@|@killing@
@layr@|@breeze@
@laystaan@|@destruction@
@lebbis@|@dress someone else, suit of clothes@
@lebbiso@|@dress onself up@
@leben@|@milk@
@led@|@enjoy@
@leedahay@|@to have@
@leedihiin@|@to have@
@leef@|@lick@
@leegleegsasho@|@walking@
@leegleegso@|@walk@
@leelleel@|@cause trouble, hardship@
@leelleelsanaan@|@state of suffering hardship@
@leenahay@|@to have@
@leex@|@bile@
@leexanaan@|@state of being turned towards@
@leexasho@|@act of turning@
@leexi@|@turn aside@
@leexi@|@divert@
@leexleexo@|@zigzag@
@leexleexo@|@wind@
@leexo@|@dust storm, turn@
@leexso@|@turn towards oneself@
@leeyahay@|@to have (1)@
@leeyihiin@|@to have (1)@
@legs@|@manjo@
@lexaad@|@strength@
@lib@|@victory@
@libaax@|@lion@
@libaysasho@|@victoriousness@
@libayso@|@be victorious@
@libdhi@|@cause to disappear@
@libdho@|@the sun@
@libee@|@give victory@
@libidh@|@disappear@
@libin@|@victory@
@libiq@|@mud@
@libiqsasho@|@bliking@
@libiqsi@|@act of blinking@
@libiqso@|@blink@
@libir@|@vanish@
@libqi@|@cause to disappear@
@libqin@|@flashing@
@libri@|@cause to disappear@
@lid@|@opposite, entrails@
@liddi@|@opposite@
@lifaaq@|@stitch, thread@
@lig@|@upright@
@liglig@|@shake, strap@
@lihi@|@property@
@lihid@|@to have (2)@
@lihiin@|@strenght (1)@
@liibaan@|@come to a successful end@
@liic@|@lean@
@liic@|@bend (1)@
@liic@|@tilt@
@liidasho@|@weakness@
@liidniin@|@humiliation@
@liido@|@be weak@
@liifad@|@wick@
@liilan@|@tautness@
@liilliiji@|@shake@
@liimo@|@lemon@
@liimo@|@lime@
@liimonaato@|@lemonade@
@liin@|@lime@
@liinxaali@|@oranges@
@liis@|@list@
@likaaco@|@joking@
@lillaahi@|@sincerity@
@lim@|@cultivate@
@linta la xidhiida xaga fahmada@|@affective disorder@
@liq@|@swallow, lap@
@litir@|@liter@
@lix@|@six@
@lix iyo toban@|@sixteen@
@lixaad@|@sixth, strenght (1)@
@lixdan@|@sixty@
@lixdanaad@|@sixtieth@
@loc@|@cows@
@loodi@|@bend by force@
@loodsan@|@be bent@
@loog@|@banquet@
@look for@|@look for@
@lool@|@part of a nomadic hut@
@looli@|@brim@
@looli@|@cliff@
@looli@|@edge, sharpen@
@looli@|@rim, edge@
@loolib@|@drill@
@loollan@|@struggle@
@loollan@|@struggle@
@looltamayaa@|@rival@
@looltan@|@compete with@
@looltan@|@rival@
@loomataliye@|@small children@
@loox@|@planks@
@looxaan@|@building material@
@looyaan@|@unrest@
@low@|@knee@
@lubbi@|@feeling@
@lubbi@|@desire (2), feeling@
@lucuun@|@circle (1)@
@lucuun@|@sphere@
@lud@|@fatty piece of meat@
@lufan@|@worn out object@
@lufluf@|@mixture@
@lug@|@foot, leg, hip@
@lugee@|@walk@
@luggeli@|@intervene@
@luggelis@|@intervention@
@luggooy@|@mislead@
@luki@|@hen@
@lukowle@|@act of hopping@
@lul@|@tinder@
@lul@|@kindling, wave, shake@
@lulasho@|@state of shaking@
@lulmasho@|@dangling@
@lulmo@|@drowsiness@
@lulmood@|@feel drowsy@
@lulo@|@shake@
@luluno@|@larvae of mosquitos@
@lumi@|@lose@
@lumid@|@becoming lost@
@lun@|@hole in the ground@
@luqad@|@language@
@luqmad@|@mouthful@
@luqun@|@neck@
@lur@|@trouble, pester@
@lur@|@pester, nuisance@
@luul@|@whimper@
@luuli@|@beauty@
@luuq@|@alley, voice@
@Ma Aqaanno@|@don't know@
@Ma isdaba-joog baa?@|@The pain, is it constant?@
@Ma ku qori kartaa af ingriisi?@|@Can you write it in English?@
@Ma nabad baa?@|@hello@
@Ma shil baa kugu dhacay?@|@Have you had an accident?@
@Ma taqaan Ingiriisiga?@|@Do you speak English?@
@maacuun@|@household@
@maad@|@joke@
@maadi@|@prevent@
@maado@|@hide@
@maag@|@provoke@
@maag@|@provocation@
@maageer@|@circle@
@maaha@|@it is not@
@maahane@|@except@
@maahee@|@it is not@
@maahmaah@|@utter a proverb, proverb@
@maahsanaan@|@deficiency@
@maajo@|@may@
@maal@|@finance, milk, pus, livestock, milking@
@maalgelin@|@investiment@
@maalin@|@day@
@Maalin wanaagsan@|@good day@
@maaliyad@|@wealth@
@maalqabeen@|@wealthy man@
@maami@|@ponder@
@maami@|@think about@
@maami@|@have in mind@
@maamul@|@administration, management@
@maamule@|@administrator@
@maamuliye@|@administrator@
@maamuliye@|@manager@
@maamuus@|@respect (1)@
@maan@|@sense, mind@
@Maan fahmin@|@I don't understand@
@maandeeq@|@beautiful person@
@maandhaaf@|@misunderstand@
@maangaab@|@unintelligent person, stupid@
@maangaabi@|@stupidity@
@maanic@|@forbid@
@maanso@|@poem@
@maanta@|@today@
@maar@|@copper, silver, something of the same type@
@maareeye@|@administrator@
@maaro@|@power, ability (1)@
@maarso@|@be frightened of@
@maato@|@dependents@
@maaweeli@|@entertain@
@maaweelo@|@entertainment@
@maax@|@spring of water, swell@
@maaxi@|@cause to expand@
@mabsuud@|@contentment@
@macaan@|@love, sweets@
@macaash@|@gain, make a profit@
@macaawino@|@help@
@macallin@|@teacher@
@macallinnimo@|@teacherhood@
@macandi@|@abundance@
@macangag@|@obstinate person@
@macangagnimo@|@obstinacy@
@macdan@|@minerals@
@macluumaad@|@information@
@macnayso@|@translate@
@macne@|@meaning@
@macnee@|@explain@
@macooyo@|@grandmother@
@macrad@|@exhibition@
@macrifo@|@knowledge (1)@
@macrufad@|@knowledge@
@macruuf@|@favor@
@mad@|@stone@
@madaar@|@talk with hidden meaning@
@madadaalad@|@act of being entertained@
@madadaalo@|@be entertained@
@madaddaali@|@entertain@
@madal@|@meeting place@
@madani@|@civil@
@madar@|@meeting@
@madaw@|@black@
@madax@|@head@
@madaxbannaani@|@independence@
@madaxnimo@|@headship@
@madaxtinnimo@|@leadership@
@madaxtooyo@|@presidency@
@madaxwayne@|@president@
@madaxweyne@|@president@
@madbacad@|@printing-press@
@madbakh@|@kitchen@
@madfac@|@cannon@
@madhi@|@empty@
@Madiiddo lasoo qorqoray@|@Written with compulsion@
@madli@|@postpone@
@madlin@|@postponement@
@madmad@|@spotted thing@
@madoobaad@|@state of becoming black@
@magaalmadax@|@capitol city@
@magaalo@|@town@
@magaalo@|@city, town@
@magaasin@|@magazine@
@magac@|@name@
@Magacaa?@|@What's your name?@
@magacaab@|@name@
@magacaabid@|@nomination@
@magacadheerid@|@fame@
@Magacaygu waa ___@|@I am called@
@magacuyaal@|@pronoun@
