@English@|@Yoruba@
@undercurrent@|@èrò àìsôtí tí darí ìpinnu@
@underestimate@|@ÿe àìkàkún@
@underground@|@abë ilê, ìsàlê ilê@
@underline@|@fa ilà sí labë, sàmì ìfiyèsí õrõ@
@undermine@|@jìn lese, pa ìpilê run, wà nísàlê@
@underneath@|@abë, labë, nísàlê, nísàlê@
@underpass@|@õnà abë títì@
@understand@|@gbédè, mõ, yé@
@understandable@|@ti mímõ, ti yíyé@
@understanding@|@ti òye@
@understatement@|@àìwítán@
@undertaking@|@ohun ìdáwölé@
@underwater@|@lábë ominínú omi@
@underwear@|@àwõtëlê@
@undesirable@|@àìwunití kò wunití a kò fë ní@
@undiscovered@|@tí kò tí jágbön@
@undivided@|@láìpín, láìyanipa, lòdidi, ní píyeàìyà@
@undress@|@bö ÿô bö-láÿô, böra, börasílê@
@uneasay@|@láìfôkànbalê, láìrôrùn@
@uneducated@|@láìlëkõö@
@unemployed@|@aláìníÿë löwöaláìníÿëlápá@
@unemployment@|@láláìníÿë löwö@
@uneven@|@láìtëjúláìdögba@
@unfair@|@láìtöláìÿòótõláìÿetàrà@
@unfauthful@|@láìÿòótõláìÿòdodo@
@unfinished@|@láìÿetánláìparíláìÿepé@
@unfit@|@láìyeláìtöláìwõ@
@unfold@|@túÿí-sílê@
@unforgettable@|@láìlègbàgbé@
@unforgivable@|@láìlèdáríjìláìlèfijì@
@unfortunate@|@láìlóríirelórí búburú, láìlóríirelórí búburú@
@unfortunately@|@óÿeniláànúú@
@ungrateful@|@láìmõreláìlöpë@
@unhappy@|@láìnínúdídùnláìní ànfàní@
@unhealthy@|@láìníleraláìlera láìlágbára@
@unhermed@|@láìpaláraláìléwu@
@unification@|@ìÿõkanìdàpõìrëpõ@
@uniform@|@aÿô egbë kanìÿõkan@
@unify@|@sô di õkanÿe-sökanÿe lökan@
@unimaginable@|@tí kò ÿeé ròtí kò ÿeë gbèrò@
@uninabited@|@láìjëgbígbé láìÿeégbé@
@uninportant@|@láìwíwoláìÿe pàtàkì@
@unintentional@|@àìpète, láìmõmöõÿe@
@union@|@ìdàpõ, ìrëpõ egbëìgbëyàwóìgbépõisopo, ìÿõkan, ÿõkan@
@unique@|@làilëgbëlàilékejì@
@unit@|@õkanenìkan@
@unite@|@so-põdàpõÿõkan parapörëmö@
@united@|@áso-põìdàpõìrëmö@
@unity@|@sísopõdìdàpõrìrëmö@
@universe@|@ayégbogbo êdáàgbáyé@
@university@|@ilé êkö gígayunifásítì@
@unjust@|@láìÿòótö@
@unjustified@|@láìnídìí@
@unknown@|@láìmõàwámáridìí@
@unlawful@|@lòdì sófin@
@unless@|@bíkòÿepéàyàÿebí àfibíbóyáàfi@
@unlikely@|@láìjëbëê@
@unload@|@sô erù kalê@
@unlock@|@ÿífi kökörö ÿí@
@unlucky@|@láìlóríre@
@unnecessary@|@láìyetí ó lè ÿe aláìní@
@unpack@|@tú erú@
@unpleasant@|@láìlàádùnláìwù@
@unqualified@|@láìlóyeláìní ìmõ@
@unreal@|@tí kì íÿe òtítöonítànjeelëtàn@
@unreasonable@|@lòdì sí ìrònútí kò wõ lójú@
@unrest@|@àisimi@
@unscrew@|@ÿí@
@unseccessful@|@láìyege@
@unsociable@|@làíkëgbéàìtúraká sí ènìà@
@unsuitable@|@làílyeláìbámu tí kò wõ@
@unthinkable@|@láìÿeéròláìtöláìye@
@untidy@|@wúru-wùru@
@untie@|@tú@
@until@|@títí@
@untrue@|@irö@
@unused@|@láìlòtí a kò ìtí lò@
@unwritten@|@láìkõwétí a ò ko kö sílê@
@up@|@lórí, sókèlókè@
@upon@|@lórísórí@
@upper@|@lókèlékègajù ní ipòní õnà@
@uprising@|@àìsimi ìlúõtêìkõ ìsìn amõnà@
@upset@|@dà-láàmú@
@upstairs@|@lókè@
@upwards@|@lókèsókè@
@us@|@àwa@
@vacancy@|@àyè afòòfúrufú@
@vacant@|@lófol'ásánláìrôpòÿófo@
@vacation@|@àyè ìsimiìdewô iÿê, ìdewô iÿêàkókò ìsimi díë lôwô@
@vaccination@|@ìbupánaunba@
@vaccine@|@àjerá naunba, ìbupá@
@vacuum cleaner@|@êrô ìgbálê, ilé êrô ìfàmu ìdõtí ilé@
@vagina@|@abë, òbò@
@vain@|@lófolásánaláìníláríláìnídìí@
@valiant@|@akôni, lágbára, nígbòyà@
@valid@|@nípá@
@validity@|@ágbáraipáágbára òfin@
@valley@|@àárín òkè méjì, àfo ilê, àfonífojì@
@valor@|@ìgboyà, ìwà akôni@
@valuable@|@lérèlórí, lówólórí, níyelórí, oníyebíye@
@valuation@|@ìdíyeléìfowólé@
@value@|@iyeiye owórírí iyì@
@van@|@këkê erùôkö akérò@
@vandalism@|@ìbàjê ohun ìní láìnídìí@
@vanity@|@asán, ládòfoìgbéraga, òfo@
@vapor@|@oruìkúku@
@variable@|@yíyípadàláìÿerúkannà@
@variation@|@íyípadàìyàtö@
@various@|@onírúurúöpölæpöláìdájú@
@vary@|@yí-padàmú yàtöpàrö@
@vase@|@ìgò tí a nfi òdòdó sí@
@vast@|@tótóbití ó gbilë ñlágbòròpö@
@vault@|@iyàrá abe ilë ilé àfowópamôsí@
@veal@|@eran ômô màálù@
@vegetable@|@ewékoewébë ohun ögbín@
@vehicle@|@këkê, ôkõ@
@veil@|@ìbojú@
@vein@|@iÿan ëjë@
@velvet@|@àrán@
@vendor@|@olùtàôlôjàatajà ötà@
@vengeance@|@ësanìgbësanìjeníyàöwun@
@vent@|@ihòojú önà afêfêönà ìsálô@
@verb@|@õrõ ìÿe@
@verdict@|@ìdájôìpinnu àwæn adàjô@
@verification@|@ìfohùnsíìjêrìsííòtìtö@
@verrical@|@tí ó nà ró@
@versatile@|@ípòpadàyí-padàáìdúró níbìkan@
@verse@|@ese, ìwön tí a pín orí ìwé sí@
@versus@|@dípò, tàbí@
@very@|@púpönáàganjôjô@
@veteran@|@ògbó jagunjagun@
@veterinarian@|@oníwòsàn eranko@
@vigour@|@agbára@
@village@|@abúlé@
@vinegar@|@otí kíkan@
@voice@|@ohùn@
@vow@|@êjë@
@voyage@|@àjò@
@wages@|@owó, owó iÿë, õyà@
@wagon@|@kêkë erù@
@waist@|@ìbàdí, ìdí@
@wait@|@dè, dúró tì, retí@
@wait for@|@dè@
@waiter@|@adìgbàró, adúró tini, agbawó onje@
@waiting room@|@àgbàlá ìdúró dè sì@
@waitress@|@adìgbàró, adúró tini, agbawó onje@
@wake@|@jí, tají, ÿe àìsùn@
@walk@|@ìrìn@
@wall@|@ìgànná, ògiri@
@wallet@|@àpò onje, àpò owó@
@walnut@|@àwùsá òyìnbó@
@walrus@|@irú  eranko kan bí ìmàdò@
@wander@|@rìn kiri, ÿáko, ÿìnà kiri@
@want@|@àbùkù, àìní, àìtó, fífë, ìfë, òfò@
@war@|@ìjà, ogun@
@ward@|@wöõdù, yàrá gbañgba ilé ìwósán@
@wardrobe@|@aÿô wíwö, ilè ìpamú aÿô@
@warehouse@|@ilè ìpamô ôjà@
@warm@|@gbóná lôwôwô@
@warmth@|@ìgbónáìtaraìfê@
@warning@|@ìkìlõ@
@warranty@|@ìwé ìdánilójú@
@warrior@|@jagunjagun ögajun ológun@
@wart@|@wönwòn@
@wash@|@ìwë fífö@
@washable@|@ÿeé wë ÿeé fösísôdi mímô@
@wasp@|@agb n, agbön, õde akô oyin@
@waste@|@ahoroìdáhoroìparun ínádànù@
@wasteful@|@ìnádànùìnákúnàáyàpà@
@watch@|@aago, aago, agogo, agogo, ëÿô ìÿô@
@watchful@|@níÿöôraÿíÿôtí ó fojúsílë@
@watchman@|@olùÿôëÿôôde@
@water@|@omi@
@water-channel@|@ìsàlë odò@
@waterfall@|@ìtàkìtì omi, õÿõrö òjò@
@watermelon@|@èso bàrà@
@watery@|@ringbindin@
@wave@|@ìjuwô, ìrúmiìgbì omiìbilù-omi@
@wax@|@ìdaôÿe etíìda oyinödà@
@way@|@àsà, àsà, önà ìrònà@
@we@|@a, àwa@
@wealth@|@owó öröôlá@
@wealthy@|@lówólôröôlôrölônà@
@weapon@|@ohun-ìjàohun-ogunohun ílò@
@wear@|@wölò@
@weather@|@ojú ôjôojú örunafêfê@
@weave@|@hunwunwunÿôwun-okùn@
@web@|@ìtakùnaláõtakùn@
@wedding@|@ìgbéyàwóìsoyigi@
@wedding ring@|@òrùka ìgbéyàwó@
@Wednesday@|@ôjö kerin õsê@
@weed@|@koriko@
@week@|@ôjö méje, õsê@
@weekend@|@ìparí  ösë@
@weekly@|@lôsösëlêkan lôsösë@
@weep@|@sôkún dámijé@
@weight@|@ìwönòÿùwönìwúwo@
@weird@|@ÿabàmìÿàjèjì@
@welcome@|@ìkíniàríyöìkí ayö fún àlejò@
@well@|@köngaorísun omi@
@west@|@ìwô-òrúnìhà yánmà@
@western@|@níhà ìwô-òrùn@
@westwards@|@níhà ìwô-òrùn@
@wet@|@rin, tutù@
@whale@|@erinmieja þlánlá@
@wharf@|@èbúté@
@what a@|@bí@
@wheat@|@àlìkámàokà@
@Where is my room?@|@Níbo ni yàrá mi wà?@
@Where is the bar?@|@Níbo ni ilé-otí wà?@
@Where is the beach?@|@Níbo ni etí-òkun wà?@
@which@|@èwo@
@while@|@ìgbà@
@white@|@funfun@
@white cloth@|@àlà@
@who@|@èwo@
@wife@|@ìyàwó@
@wind@|@afèfèòyìéfúùfú@
@window@|@fèrèsé@
@wine@|@otí òyìnbóotí èso àjàràwáìn@
@wing@|@ìyè apá@
@winter@|@ìgbà òtútù@
@witch@|@àjë@
@wolf@|@ìkokò; kòrikò@
@woman@|@arabinrin, obinrin@
@wood@|@igbóegàn, igi@
@woods@|@ìgb@
@wool@|@irun àgùtànòwú@
@word@|@órógbólóhùn kan@
@work@|@is@
@world@|@aiyé, il aiyé@
@worm@|@kòkòròìdinaràn@
@x-ray@|@àwòrán inú ara afêrô yà@
@yard@|@àgbàlá@
@yatch@|@ôkõ ojú omi fún fàájì@
@yawn@|@yíyán@
@ye@|@ìwo@
@year@|@ôdún, oÿù méjìlá@
@yeast@|@ìwúkàrà, õÿê@
@yellow@|@pupa rúsúrúsú bí àwõ ìyeyè@
@yes@|@bêë ni, en, òótö   hen-en@
@yesterday@|@àná, lánàá@
@yet@|@bí ó tilê rí bëê, síbê, síbêsíbê@
@yield@|@èrè, êsan iÿë, ìkórè@
@yogurt@|@wàrà@
@yolk@|@pupa eyin@
@yon@|@ib@
@yonder@|@ib@
@you@|@ìwo@
@you (familiar)@|@ìwô, ô@
@you (formal)@|@êyín, yín@
@you (several)@|@êyin@
@young@|@ÿômôdan, ÿômôdé, ÿõtún@
@your (several)@|@tiyín@
@your (to one)@|@tìre@
@yourself@|@êyin tìkara-yín, ìwô tìkarare@
@youth@|@èwe, õdö, õdömôdé, õpêêrê@
@youth (time)@|@èwe@
@youthful@|@nígbà èwe, ti õdömôdé@
@zebra@|@këtëkëtë abilà@
@zero@|@òfo@
@zigzag@|@ségesège, wörôwõrô@
@zinc@|@irin, tánganran@
@zipper@|@ohun ìdè aÿô, síìpù, sípù@

