@English@|@Russian@
@also; too; as well; so; in this way; farther; nor; likewise@|@также@
@altar@|@престол@
@alter@|@переделывать@
@alterable@|@изменяемый@
@alteration@|@изменение@
@alterative@|@вызывающий изменение@
@altercate@|@препираться@
@altercation@|@перебранка@
@alternate@|@чередующийся@
@alternating@|@сменяющийся@
@alternating current@|@переменный ток@
@alternation@|@чередование@
@alternative@|@взаимоисключающий@
@alternator@|@генератор переменного тока@
@although@|@если бы даже, хотя@
@altimeter@|@высотомер@
@altitude@|@высота@
@alto@|@альт@
@altocumulus@|@высоко-кучевые облака@
@altogether@|@вполне, совсем@
@alto-relievo@|@горельеф@
@altostratus@|@высоко-слоистые облака@
@altruism@|@альтруизм@
@alum@|@квасцы@
@alumina@|@окись алюминия@
@aluminiferous@|@содержащий алюминий@
@aluminium@|@алюминий@
@aluminous@|@содержащий алюминий@
@aluminum@|@алюминиевый@
@alumnus@|@бывший питомец@
@alveolar@|@ячеечный@
@always@|@всегда@
@am@|@сударыня@
@AM@|@утра@
@am able to@|@могу (verb: ia/pres/1ps)@
@am afraid/fear/am fearing@|@боюсь (verb: ia/pres/1ps)@
@am aiding@|@помогаю@
@am approaching@|@подхожу@
@am arriving@|@подхожу@
@am assisting@|@помогаю@
@am at@|@бываю (verb: ia/pres/1ps)@
@am aware@|@знаю (verb: ia/pres/1ps)@
@am barking@|@лаю@
@am changing@|@обмениваю@
@am chewing@|@жую@
@am comprehending@|@понимаю@
@am denoting@|@обозначаю@
@am departing@|@ухожу@
@am displaying@|@показываю@
@am escaping@|@ухожу@
@am evading@|@ухожу@
@am examining@|@смотрю@
@am exchanging@|@обмениваю@
@am floating@|@плаваю@
@am giving a hand@|@помогаю@
@am giving evidence@|@показываю@
@am going away (by foot)@|@ухожу@
@am gone@|@ухожу@
@am grasping@|@понимаю@
@am having@|@имею@
@am helping@|@помогаю@
@am hopping@|@прыгаю@
@am ill/am being ill@|@болею (verb: ia/pres/1ps)@
@am inspecting@|@смотрю@
@am issuing@|@издаю@
@am jumping@|@прыгаю@
@am leaping@|@прыгаю@
@am leaving@|@ухожу@
@am looking@|@смотрю@
@am maturing@|@подхожу@
@am meowing@|@мяукаю@
@am pointing (at)@|@показываю@
@am possessing@|@имею@
@am producing@|@издаю@
@am publishing@|@издаю@
@am pulling out@|@вынимаю@
@am reading@|@читаю@
@am realizing@|@понимаю@
@am realizing (a mistake)@|@вижу@
@am revealing@|@показываю@
@am ripening@|@подхожу@
@am seeing@|@вижу, смотрю@
@am showing@|@показываю@
@am sunbathing@|@загораю@
@am swapping@|@обмениваю@
@am swimming@|@плаваю@
@am taking out@|@вынимаю@
@am testifying@|@показываю@
@am trading@|@обмениваю@
@am understanding@|@вижу, понимаю@
@am uttering@|@издаю@
@am watching@|@смотрю@
@am/am being@|@есмь (verb: ia/pres/1ps - archaic-rarely used)@
@amalgam@|@смесь@
@amalgamate@|@соединять@
@amalgamated@|@соединенный@
@amalgamation@|@смешение@
@amanuensis@|@личный секретарь@
@amara@|@горечи@
@amaranth@|@пурпурный цвет@
@amaranthine@|@неувядающий@
@amaryllis@|@пастушка@
@amass@|@накоплять@
@amateur@|@любитель@
@amateurish@|@непрофессиональный@
@amative@|@влюбчивый@
@amatory@|@любовный@
@amaurosis@|@польная слепота@
@amaze@|@изумлять@
@amazement@|@изумление@
@amazing@|@удивительный@
@amazingly@|@удивительно@
@amazon@|@мужеподобная женщина@
@ambassador@|@посол@
@amber (fossilized resin)@|@янтарь (noun)@
@ambience@|@окружение@
@ambient@|@окружающий@
@ambiguity@|@двусмысленность@
@ambiguous@|@двусмысленный@
@ambit@|@границы@
@ambition@|@честолюбие@
@ambitious@|@честолюбивый@
@ambivalence@|@раздвоение чувств@
@ambivalent@|@двойственный@
@amble@|@иноходь@
@ambler@|@иноходец@
@ambulatory@|@передвижной@
@ambuscade@|@засада@
@ambush@|@засада@
@ameliorate@|@улучшать@
@amelioration@|@коренное улучшение@
@amen@|@аминь@
@amenable@|@ответственный@
@amend@|@исправлять@
@amendment@|@поправка@
@amenity@|@любезность@
@amenorrhoea@|@менструации@
@ament@|@слабоумный@
@amentia@|@слабоумие@
@amerce@|@штрафовать@
@America@|@Америка (noun)@
@American@|@Американский@
@American Forest Violet@|@Американская Лесная Фиалка@
@Americanism@|@американизм@
@Americanize@|@американизировать@
@amethyst@|@аметист@
@amiable@|@благожелательный@
@amianthus@|@горный лен@
@amicable@|@полюбовный@
@amid@|@посреди (prep)@
@amidst@|@посреди (prep)@
@amigo@|@друг@
@amir@|@эмир@
@amiss@|@несвоевременный@
@amity@|@дружелюбие@
@ammeter@|@амперметр@
@ammo@|@боеприпасы@
@ammonia@|@нашатырный спирт@
@ammoniac@|@аммиачный@
@ammoniacal@|@аммиачный@
@ammunition@|@боеприпасы@
@amnesty@|@прощение@
@amoeba@|@амеба@
@amok@|@вне себя@
@among@|@из (prep), между, посреди (prep), среди@
@amongst@|@посреди (prep)@
@amoral@|@аморальный@
@amorous@|@влюбчивый@
@amorphous@|@бесформенный@
@amortization@|@погашение@
@amortize@|@отчуждать недвижимость@
@amount@|@количества, количество, сумма@
@amount to@|@равняться@
@amour@|@любовь@
@amperage@|@ток@
@ampere@|@ампер@
@amphibia@|@земноводные@
@amphibian@|@земноводное@
@amphibious@|@земноводный@
@amphibolous@|@двузначный@
@amphitheatre@|@амфитеатр@
@amphora@|@амфора@
@amphoteric@|@двусторонний@
@ample@|@обильный@
@amplification@|@усиление@
@amplifier@|@усилитель@
@amplify@|@расширять@
@amplitude@|@обилие@
@ampule@|@ампула@
@amputated@|@ампутированный@
@Amsterdam@|@Амстердам@
@amuck@|@набрасываться@
@Amu-Darya@|@Амударья@
@amulet@|@талисман@
@amur@|@амур@
@amuse@|@забавлять@
@amused@|@довольный@
@amusement@|@развлечение@
@amusing@|@забавный, занятный@
@amylaceous@|@крахмальный@
@amyloid@|@крахмалистый@
@amylum@|@крахмал@
@ana@|@сборник воспоминаний@
@anachronism@|@анахронизм@
@anaconda@|@удав@
@anaemia@|@малокровие@
@anaemic@|@малокровный@
@anaesthesia@|@обезболивание@
@anaesthesiology@|@анестезиология@
@anaesthetic@|@анестезирующее@
@anaesthetize@|@анестезировать@
@analgesia@|@обезболивание@
@analgesic@|@болеутоляющий@
@analog@|@аналог@
@analogical@|@аналогический@
@analogous@|@аналогичный@
@analogue@|@аналог@
@analogy@|@аналогия@
@analyse@|@разбирать@
@analyses@|@анализировать@
@analysis@|@разбор@
@analyst@|@аналитик@
@analytic@|@аналитический@
@analytics@|@аналитика@
@analyze@|@разбирать@
@anarchical@|@анархический@
@anarchism@|@анархизм@
@anarchist@|@анархист@
@anarchy@|@анархия@
@anathema@|@проклятие@
@anathematize@|@проклинать@
@anatomic@|@анатомический@
@anatomical@|@анатомический@
@anatomist@|@анатом@
@anatomize@|@анатомировать@
@anatomy@|@анализ@
@ancestor@|@предок@
@ancestral@|@наследственный@
@ancestry@|@предки@
@anchor@|@якорь@
@anchorage@|@якорная стоянка@
@anchored@|@верный@
@anchoress@|@отшельница@
@anchorite@|@отшельник@
@anchovy@|@анчоус@
@ancient@|@античный@
@ancillary@|@вспомогательный@
@and@|@а (conj), и, но, соединительный союз и@
@and also it means "to fall repeatedly@|@падать@
@and the remaining@|@а остальные@
@androgyne@|@гермафродит@
@androgynous@|@женоподобный@
@android@|@человекоподобный робот@
@anecdote@|@рассказ@
@anecdotic@|@анекдотичный@
@anemia@|@малокровие@
@aneroid@|@барометр@
@anesthesia@|@анестезия@
@anesthetic@|@анестезирующий@
@anew@|@заново@
@anfractuous@|@запутанный@
