@Indonesian@|@English@
@alat musik dgn bnyk senar di papan datar@|@zither@
@alat musik dgn tangkai putar utk memutar silinder@|@barrel-organ@
@alat musik pukul berbentuk rangkaian batang kayu@|@xylophone@
@alat musik sepasang piring logam@|@cymbal@
@alat musik Skotlandia@|@bagpipes@
@alat musik smcm akordion@|@concertina@
@alat musik tiup bass@|@bassoon@
@alat pemadam kebakaran@|@fire-engine@
@alat pemanas@|@convector@
@alat pemanas aiir@|@geyser@
@alat pemancar air@|@springkler@
@alat pembelah buah berkulit keras@|@nutcrackers@
@alat pembuat kopi yg ada saringannya@|@percolator@
@alat pembuat minuman keras dgn penyulingan@|@still@
@alat pembuka & penutup lensa@|@shutter@
@alat pemeras cucian@|@mangle@
@alat pemintal@|@spinning-wheel@
@alat pemotong buah coklat/kelapa@|@cutlass@
@alat pemukul@|@ram@
@alat pencegah-@|@guard@
@alat pencegah api@|@fire-guard@
@alat pencukur/pemangkas@|@clippers@
@alat peng-@|@gauge@
@alat pengangkat gorengan@|@slice@
@alat pengatur gerakan jam@|@escapement@
@alat pengeruk lumpur@|@dredge@
@alat pengetam@|@reaper@
@alat pengetuk pintu dr logam@|@knocker@
@alat penggulung kumparan/benang@|@bobbin@
@alat penghembus udara ke api/orgel@|@bellows@
@alat pengisap pd he-@|@sucker@
@alat pengukur curah hujan@|@rain-gauge@
@alat pengukur grs tengah tabung@|@callipers@
@alat pengukur jarak sasaran@|@range-finder@
@alat pengukur sudut@|@quadrant@
@alat pengukur tinggi mthr (utk menentukan posisi -@|@sextant@
@alat pengukur tinggi tempat@|@altimeter@
@alat peredam bunyi@|@silencer@
@alat perkakas@|@kit@
@alat perlengkapan@|@fitting@
@alat runcing utk membuat lubang (di kulit)@|@awl@
@alat ukur kec kapal@|@log@
@alat utk bernafas@|@respirator@
@alat utk melubangi@|@punch@
@alat utk memberi bentuk pd kayu (ukir)@|@adze@
@alat utk membetulkan nyala api perapian@|@fire-irons@
@alat utk membuat film@|@cine-camera@
@alat utk membuka tutup botol@|@corkscrew@
@alat utk mencairkan uap@|@condenser@
@alat utk mengakselerasi pesawat terbang-@|@catapult@
@alat utk mengetahui pdpt umum@|@organ@
@alat utk mengurangi pengaruh benturan/pukulan pd -@|@buffer@
@alat utk menjiliid@|@binder@
@alat utk menyelidiki (dlmnya luka)@|@probe@
@alat utk menyiksa org@|@rack@
@alat/ayam jago penunjuk arah angin@|@wheatercock, wheater-vane@
@alat2 kecantikan@|@make-up@
@alat2 pertanian@|@implements@
@alat2 yg lengkap@|@panoply@
@algojo@|@executioner, hangman@
@alhi philology@|@philologist@
@alih@|@assume@
@alih@|@shift; change position@
@alim@|@pious, devout, holy@
@alir@|@meng-, flow, pour, stream (down); meng-i, flow thru; meng-kan, (v) channel, syphon, shed (tears), aim/point; -an, current; trend; ideology@
@alir ... mengalir@|@flow@
@aliran@|@current, flow, trickle, thread, stream, school, drift, course@
@aliran air@|@sluice@
@aliran ke dlm@|@inflow@
@aliran masuk@|@influx@
@aliran pikiran@|@thread@
@aliran udara dlm ruang tertutup@|@draught@
@aliran yg condong pd pemerintahan berUUD@|@constitutionalism@
@aliran/serbuan masuk@|@inrush@
@alis@|@eyebrow, brow@
@alis@|@brow, eyebrow@
@alis@|@eyebrow@
@alive)@|@predicative adjectiv@
@Alkitab (Old & New ~)@|@testament@
@alkohol@|@spirit@
@all & ~:segala2nya@|@sundry@
@all the ~:gaya pakaian@|@rage@
@all the ~:menurut ragam muutakhir@|@go@
@all together@|@en masse@
@Allah@|@God@
@almarhum@|@the late/deceased; pass away@
@alpa@|@neglectful@
@alpukat@|@avocado@
@alu@|@pestle@
@alun@|@wave, swell; ber-2, meng-, steady, rhythmic motion@
@alur@|@furrow, groove, streak@
@alur@|@gully, channel; - cerita, plot (of story); -an, channel@
@amal@|@bounty, benefaction, beneficence, charity@
@amal@|@good deed, charity; ber-, charitable, generous@
@aman@|@safe, secure@
@aman@|@peaceful, calm@
@aman yg tertinggi@|@loadline@
@amanat@|@trust@
@amandel@|@tonsil@
@amat@|@very, exceedingly; -, meng-2, watch closely/inspect/monitor/guard; peng-, observer/critic@
@amat kecil@|@meager@
@amat mencintai@|@all in all@
@amat sangat@|@eminently, intense@
@ambang@|@sill@
@ambang@|@threshold, sill (batas); railroad tie; meng-, float (water/air/mind)@
@ambang pintu@|@jamb, lintel, threshold@
@ambil@|@take, get@
@ambil ... mengambil@|@bring, fetch, get, pick up@
@ambil bag@|@partake, go in for@
@ambisius@|@pretentious@
@amblas@|@disappear, vanish@
@ambles@|@sag, subside@
@ambles@|@mire, bog down, sink in mud@
@ambril@|@emery@
@ambruk@|@collapse, fall down@
@amfibi@|@beaver@
@amit-amit@|@God forbid!@
@amoral@|@unscrupulous@
@ampas@|@lees, dregs, ground@
@ampas batubara@|@coke@
@ampela@|@chicken gizzard@
@amplas@|@sandpaper@
@amplop@|@envelope@
@amprok@|@meet, run into; -an, run into@
@ampuh@|@potent, effective; endowed w/ magical power; ke-an, potency; power@
@ampun@|@quarter, mercy@
@ampun@|@forgive (meng-kan/i, - s.t./s.o.)@
@Amsal@|@Proverbs@
@amuck@|@amok@
@amuk@|@ber-, meng-, go berserk, run amuck; violent rage@
@an@|@native, stumble, knot, gather, take in, rag, polish, line, heave, drag@
@an-@|@mongrel@
@an dagang@|@pool@
@an ke dlm tong@|@draught@
@an keras@|@opinionated@
@an old ~:pelaut yg berpengalaman@|@salt@
@an sendiri@|@pawn@
@an suara@|@cantata@
@an yg bijinya menghasilkan minyak@|@rape@
@an yg siap ditanam@|@set@
@an/dsr pikiran@|@postulate@
@an/kepentingan pribadi@|@disinterested@
@an/pertumbuhan@|@cramp@
@anak@|@kiddy, bairn, progeny@
@anak@|@child, kid; anak2, children, kids@
@anak (nakal@|@brat@
@anak air terjun@|@cascade@
@anak anah kecil@|@bolt@
@anak angkat@|@godchild@
@anak angsa@|@gosling@
@anak anjing/singa/org@|@whelp@
@anak ayam@|@chick, chicken@
@anak ayam/unggas@|@chick@
@anak bandel@|@rascal@
@anak belalang@|@hopper@
@anak belasan tahun@|@teenager@
@anak berandal@|@urchin@
@anak buah kapal/pesawat@|@crew@
@anak bukit@|@mound@
@anak burung yg baru bisa terbang@|@fledgeling@
@anak burung yg masih di sarang@|@nestling@
@anak dusun@|@bumpkin@
@anak gadis@|@lass, lassie@
@anak haram@|@bastard@
@anak hewan umur 1-2 thn@|@yearling@
@anak ikan@|@fry@
@anak ingin ortu yg berbeda kelamin@|@komplex oedipus@
@anak jas@|@vest@
@anak judul@|@subheading@
@anak kalimat@|@clause@
@anak kambing@|@kid@
@anak kecil@|@nipper@
@anak kecil manis tanpa dosa@|@cherub@
@anak kecil yg mulai dpt berjalan@|@toddler@
@anak kecil yg nakal@|@cub@
@anak kuda & keledai@|@mule@
@anak kuda/keledai@|@foal@
@anak kunci@|@shank@
@anak kunci maling@|@masterkey@
@anak laki pelayan hotel/kelab@|@page@
@anak laki2@|@lad, laddie@
@anak laki2 yg blm bercukur@|@shaver@
@anak laki-laki@|@youngster@
@anak lembu@|@calf@
@anak limpa@|@spleen@
@anak muda@|@stripling@
@anak muda yg congkak@|@puppy@
@anak nakal@|@rogue, scamp@
@anak nakal/kurang ajar@|@scallywag@
@anak perempuan tdk tahu adat@|@hussy@
@anak permandian@|@godchild@
@anak pungut@|@foundling@
@anak rusa@|@fawn@
@anak sekolah@|@scholar@
@anak setan@|@hobglobin@
@anak setan/nakal@|@imp@
@anak singa@|@cub@
@anak sungai@|@rill, rivulet, brook, watercourse@
@anak tangga@|@rung, flight, tread, stair@
@anak tanggungan/negara@|@ward@
@anak torak@|@shuttle@
@anak yg masih sangat kecil@|@tot@
@anak.cab sungai@|@tributary@
@anak/anjing/kucing terlantar@|@waif@
@anak/menjdkan yatim/&piatu@|@orphan@
@anak/org laki2@|@chap@
@anak2 burung yg ditetaskan bersama dlm 1 sarang@|@brood@
@analisa scr ilmu jiwa@|@psycho-analysis@
@analisis@|@analysis@
@analogi@|@analogous@
@anati@|@give away@
@ancam@|@threaten; -an, threat (n)@
@ancaman@|@menace, threat, menace, thread@
@anda@|@thy@
@anda@|@you (common in newspapers and journals and sometimes used in speech as a neutral form)@
@andai@|@if; se-nya, supposing, - that; ber-, suppose; -kan, supposing@
@andaikan@|@supposing@
@andal@|@reliable@
@andal@|@rely on@
@andalkan@|@sound@
@andil@|@share@
@andil@|@share (finance); contribution@
@andong@|@carriage@
@aneh@|@quaintly, queer(er, est), weird, freak, bizzare, unaccountable, unearthly, rum, novel, bizarre, curious, whimsical, grotesque, freakish, cranky, fanciful, singular, rare, peculiar, inept, offbeat@
@aneh@|@strange@
@aneka@|@various/diverse/of all sorts; - guna, versatile; - muka, multifaceted; - ragam, varied@
@aneksasi:penggabungan@|@annexation@
@ang tlh diterima & akan dikembalikan dgn bunganya@|@bond@
@angan2@|@delusion, illusion, reverie, fancy@
@anggap@|@attach@
@anggap@|@consider; ber-an, be of the opinion; meng-, regard/consider/deem; -an, opinion/judgement/suspicion@
@anggap@|@- saja seperti di rumah sendiri; make yourself at home@
@anggap sepi@|@snub@
@anggapan@|@assumption, supposition, presumption@
@anggar@|@fence@
@anggar@|@estimate; budget (meng-kan,v -,calculate,compute) (memperhitungkan)@
@anggaran belanja@|@budget@
@anggaran tahunan@|@sticker price@
@anggota@|@member; part, component@
@anggota badan@|@limb@
@anggota baru@|@recruit@
@anggota DPR@|@honour@
@anggota gereja Kristen yg bersumpah utk hidup dlm-@|@friar@
@anggota gereja Kristen yg mengadakan kebaktian tan@|@quaker@
@anggota kelompok yg mempengaruhi org lain utk ke-@|@pressure group@
@anggota keluarga raja@|@royalty@
@anggota komisi@|@commissioner@
@anggota laki2 suatu keluarga@|@menfolk@
@anggota majelis@|@councillor@
@anggota masy rahasia yg punya cab di slrh dunia@|@freemason@
@anggota paduan suara@|@chorister@
@anggota paroki/wilayah setempat@|@parishioner@
@anggota pasukan kavaleri@|@trooper@
@anggota perkumpulan rahasia@|@mason@
@anggota senat/dewan/majelis tinggi@|@senator@
@anggota serikat dagang@|@unionist@
@anggota suku bangsa@|@tribesman@
@anggota tentara yg lari dr dinas@|@deserter@
@anggota tertua dewan kota di Inggris@|@alderman@
@anggrek@|@orchid@
@angguk@|@-, meng-, nod head (in agreement)@
@anggun@|@elegant, chic@
@anggun@|@neat, handsome, elegant (building or appearance)@
@anggur@|@grape@
@anggur@|@(me)ng-, be unemployed/idle; lie idle; grape; peng-an, unemployed person(s)@
@anggur dr thn tertentu@|@vintage@
@anggur yg dikeringkan@|@raisin, currant@
@angin@|@breeze@
@angin@|@air, wind@
@angin@|@wind (buang -, - buruk = fart; - kencang, strong -)@
@angin barat@|@zephyr@
@angin barat daya@|@sou'wester@
@angin pusar@|@cyclone@
@angin ribut@|@gale@
@angin sepoi-sepoi@|@zephyr@
@angin timur@|@trade wind@
@angin yg bertiup dr samudra Hindia pd musim-@|@monsoon@
@angin/hujan yg tiba2 & se-@|@flurry@
@angka@|@figure@
@angka@|@figure; numeral; digit@
@angka kelahiran@|@birthrate@
@angka kematian@|@death rate@
@angka/jml/ukuran yg tdk terbatas@|@infinity@
@angkasa@|@sky; heaven; atmosphere@
@angkat@|@designate@
@angkat@|@lift, raise (ber-, leave); per-, carrier?; meng-, lift, raise; appoint, designate; promote; remove, take away; take up; adopt; nab, pick up@
@angkat & putar@|@wind@
@angkat ... mengangkat@|@carry, wear@
@angkatan@|@force@
@angkatan bersenjata@|@mailed fist@
@Angkatan Bersenjata@|@fighting services@
@angkatan bersenjata dipersiapkan utk perang@|@armament@
@angkatan tentara-@|@corps@
@angker@|@haunted@
@angkuh@|@sententious, lofty, assuming, supercilious, haughty, presumptuous@
@angkuh@|@arrogant, conceited@
@angkuhnya@|@stalk@
@angkut@|@meng-, carry (away), transport; contain; -an, transport (n)@
@angkut ... mengangkut@|@transport@
@angkutan gerobak@|@cartage@
@angkutan per ton@|@tonnage@
@anglo dr besi@|@brazier@
@angsa@|@swan, swan's down, goose@
@angsa jantan@|@gander@
@angsur@|@ber-2, little by little; move forward a little; in installments; meng-, (v); meng-kan, order s.o. to move; pay s.t. -.; -an, installment.@
@angsuran@|@instalment@
@angus@|@soot@
@aniaya@|@ill treatment; tyranny; oppression; injustice@
@aniaya ... menganiaya@|@torture@
@animo@|@zest@
@anjing@|@dog@
@anjing berbulu panjang@|@spaniel@
@anjing berbulu tebal@|@poodle@
@anjing berburu/berpacu@|@hound@
@anjing bsr pelacak jejak (herder)@|@bloodhound@
@anjing buas spt serigala@|@hyena@
@anjing cina kecil berbulu panjang & halus@|@pekinese@
@anjing galak tdk berguna@|@cur@
@anjing geladak tak bertuan@|@pariah dog@
@anjing kecil yg giat@|@terrier@
@anjing laut@|@walrus, seal@
@anjing pembantu gembala biri2@|@sheepdog@
@anjing pencari jejak@|@sleuth@
@anjing piaraan kecil@|@lap-dog@
@anjing utk berburu rubah@|@fox-hound, foxhound@
@anjing/serigala@|@pad@
@anjing/serigala betina@|@bitch@
@anjlog@|@descend; rapidly; plummet@
@anjur@|@(saran) suggest, propose; meng-, stick out/protrude; move on/toward; meng-kan, extend/thrust s.t. out; ~an, saranan, tunjukan suggestion, proposal@
@anjur ... menganjurkan@|@recommend, register@
@anjuran@|@rekomendasi, proposisi, recommendation, proposition@
@antah@|@- ber-, fabled, imaginary; negeri -, never never land@
@antah@|@- ber-, fabled, imaginary; negeri - ber-, never never land; republik - -, republic that never was@
@antar@|@meng-, accompany (obj.); meng-kan, deliver, take; peng-, intermediary, mediator, agent@
@antar ... mengantar@|@accompany@
@antara@|@between, in the middle of@
@antara 13-19@|@teens@
@antara 2 hubungan (lihat eaves)@|@gable@
@antara gunung2@|@pass@
@antena@|@aerial@
@anteng@|@calm; quiet@
@antero@|@se-, whole/all of (from several areas/things etc)@
@anti bgs Yahudi@|@anti Semite@
@antik@|@antique@
@anting@|@earings@
@anting2 permata@|@solitaire@
@antipati@|@antipathy@
@antre@|@queue@
@antri@|@line up@
@antuk ... mengantuk@|@drowsy@
@antusias@|@enthusiasm@
@antusias@|@enthusiastic; -me, enthusiasm@
@antusiasme@|@enthusiasm@
@anu@|@(itu) that@
@anugerah@|@reward, tribute; (heavenly) grace, mercy, favour; gerah=hot (sl)@
@anut@|@attentive, meek, pliant; meng-(i), follow, submit to; practice, profess (religion, etc); peng-, follower, adherent@
@anyam2an@|@wickerwork@
@anyaman@|@whiz@
@anyaman bambu utk menjalarkan tanaman@|@pergola@
@anyaman dr rotan/bambu@|@wicker@
@anyar@|@(Jv, Madura) new@
@apa@|@what@
@apa adanya@|@blunt@
@apa saja@|@aught@
@apa yg ada@|@improvise@
@apa yg didengar@|@hearsay@
@apa yg disebut@|@so-called@
@apa yg mungkin tjd@|@outlook@
@apa?@|@what?@
@apa2@|@such, stroke@
@apa2 yg ada@|@pot luck@
@apabila@|@(lit.) when (kapan, waktu, kalau)@
@apalagi@|@let alone, furthermore@
@apalagi@|@above all; what else@
@apapun@|@aught@
@apapun yg tjd@|@thin, rate@
@aparat(ur)@|@apparatus, instrument; institution, agency@
@apatis@|@phlegmatic@
@apel;bunyi ""pip"""@|@pip@
@api@|@flame@
@api@|@fire@
@api@|@fire; per-an, fireplace@
@api membakar sampah@|@bonfire@
@api unggun@|@bonfire@
@apik@|@neat and nice, trim; attractive, chic@
@apotek@|@pharmacy,dispensary@
@apotik@|@dispensary@
@April@|@April@
@apung@|@float, buoyed up; peng-, float, buoy; meng-i, hover / float about@
@Arab@|@Arabian, Arabic@
@arah@|@aspect, bearing, set, line, course@
@arah@|@direction@
@arah@|@direction, course, destination; aim, purpose (- tujuan, - of discussion, etc); meng-, (v) aim, direct; -an, directive; peng-, director (Sutradara); peng-an, briefing; direction, intruction, guidelines@
@arah kapal layar@|@tack@
@arak@|@ber-, go in a procession; meng-, accompany in a procession@
@arak2an@|@pageant, procession@
@aral@|@drawback@
@arang@|@charcoal@
@arang@|@charcoal; - batok, charcoal from coconut shell@
@arang isi pensi@|@lead@
@arbei@|@strawberry@
@arca@|@imagery@
@arca@|@statue@
@arca@|@statue; image@
@argumentatif@|@disputatious@
@arif@|@discerning, sensible@
@arisan@|@regular social gathering whose members contribute to and take turns at winning an aggregate sum of money.@
@arit@|@sickle@
@arloji@|@watch@
@arloji-tangan@|@watch, wrist-watch@
@armada (bisnis/perang)@|@fleet@
@armada kapal@|@fleek@
@armada kapal perang@|@flotilla@
@aroma@|@flavour@
@arsenikum@|@arsenic@
@arsip@|@archives, file@
@arsip@|@files, archives@
@arti@|@passport, purport, purport, significance, signification, sense, construction@
@arti@|@meaning@
@arti@|@meaning; sense@
@arti (pidato)@|@tenor@
@arti lain@|@connotation@
@arti sesungguhnya@|@literally@
@arti/jawaban tersembunyi@|@abstruse@
@artikel@|@article@
@artis@|@artiste@
@aruh ... mempengaruhi@|@affect, influence@
@arus@|@flow, tide, stream@
@arus@|@current, flow@
@arus deras@|@torrent, race@
@arus di bawah permukaan@|@undercurrent@
@arus listrik@|@current@
@arus sungsang/bawah@|@undertow@
@arus/curahan deras@|@torrent@
@as@|@pivot@
@as@|@axle@
@as ~ as:juga@|@well@
@as ~s:sehub/bertalian dgn@|@regard@
@as a ~ of fact:sesungguhnya@|@matter@
@as firm as a ~:tdk bergerak@|@rock@
@as plain as ~staff:jelas sekali@|@pike@
@as the ~ flies:pd grs lurus@|@crow@
@asa@|@hope (asa sia2 / hope in vain) (harap)@
@asal@|@parent, seed@
@asal mula@|@origin@
@asal saja@|@haphazard, providing, promiscuous, perfunctory@
@asal sebuah buku@|@authorship@
@asal usul psikis/yg mempunyai penyebab psikis@|@psikogenis@
@asalkan@|@providing@
@asalnya dr pihak ayah@|@paternity@
@asal-usul@|@pedigree, ancestry, descent, parentage, genealogy@
@asal-usul dll@|@heraldry@
@asam@|@acetic, acid, tart@
@asam@|@sour; acid@
@asam belerang@|@vitriol@
@asam sendawa@|@nitrate, nitrit@
@asap@|@smoke@
@asap@|@smoke; fumes; exhaust@
@asap air@|@vapour@
@asap di gu-@|@beacon@
@asap/gas/uap yg berbau tajam@|@fume@
@asas@|@keystone@
@asas perdagangan bebas tanpa pengawasan pemerintah@|@laissez-faire@
@asasi@|@fundamental@
@asbak@|@ashtray@
@asbes@|@asbestos@
@aset@|@asset@
@asin@|@briny@
@asin@|@salty@
@asin@|@salty; briny@
@asing@|@alien, novel, exotic@
@asing@|@alien, foreign, strange@
@asing@|@strange, foreign, alien@
@asisten apoteker@|@dispenser@
@askit@|@ail@
@asli@|@aboriginal, genuine, sterling@
@asli@|@original; genuine; authentic; indigenous@
@asmara@|@romantic love; - berahi, erotic love@
@aso ... mengaso@|@repose, rest@
@aspal@|@asphalt, bitumen@
@aspek@|@aspect@
@aspek@|@aspect, viewpoint@
@asrama@|@dormitory@
@asrama@|@boarding house, boarding school@
@astaga@|@bless@
@astaga@|@Heaven forbid, For heaven's sake.@
@astaga!@|@gracious@
@Astaga!Ya ampun!@|@Good Heavens!@
@asuh@|@meng-, care for, take care of; educate, bring up; train, prepare; peng-, nurse, nanny, guardian@
@asuhan@|@auspices, nurture@
@asuransi@|@assurance, insurance@
@asyik@|@absorb, rapt@
@asyik@|@passionate; infatuated; busy w/; absorbed in@
@asyik pd@|@engross@
@at ~ speed:pd kecepatan yg membahayakan@|@breakneck@
@at ~:bebas@|@large@
@at ~:bingung@|@sea@
@at ~:dipaksa berbalik & menyerang@|@bay@
@at ~:dlm bahaya@|@stake@
@at ~:dpt dicapai@|@hand@
@at ~:siap utk melayani/digunakan@|@service@
@at 6 & 7:kead kacau-balau@|@six@
@at a ~:(saham/bag) melebihi harga nominal@|@premium@
@at a ~:dlm kead darurat@|@pinch@
@at a ~:kalau terpaksa/terdesak@|@push@
@at all ~s:meski sangat mahal/sulit@|@cost@
@at any ~:pokoknya@|@rate@
@at dukacita@|@blow@
@at full ~:dgn kec penuh@|@pelt@
@at the ~:berlari2 anak@|@double@
@at the 11th ~s:pd saat terakhir@|@hour@
@at the end of one ~:akal@|@tether@
@at the end of one ~:pd akhir kekuasaan@|@tether@
@at this ~:jika kead ini berlangsung terus@|@rate@
@at this ~:kalau ini benar@|@rate@
@at this ~:kead spt skr ini@|@junction@
@at your ~:kalau kamu ada wkt@|@convenience@
@atan@|@dash@
@atap@|@roof@
@atap@|@roof; ber-, have a roof; ber-kan, covered with; meng-(i), put a roof on@
@atap melengkung@|@dome, vault@
@atas@|@on, upstair, top, above.@
@atas nama@|@behalf, favour@
@atasan@|@head@
@atasan yg memperlakukan bawahan spt budak@|@slave driver@
@atase@|@attache@
@atau@|@or@
@atu@|@father@
@atu yg baru@|@blaze@
@atur@|@arrange; ber-, -ed; meng-, put in order/organize; regulate; per-an, regulation/rule; peng-an, arrangemnent@
@atur ... mengatur@|@arrange, fix up@
@aturan sopan-santun@|@etiquette@
@au@|@diphthong@
@aula@|@hall@
@aula@|@hall, auditorium@
@aum@|@roar@
@aus@|@wear@
@aus@|@worn-out/down; - tanah, erosion; meng-i/kan, (v), wear s.t. down / cause to -@
@awal@|@outset@
@awal@|@beginning@
@awal sajak/lagu@|@prelude@
@awam@|@common, general; lay, nonexpert; meng-(kan), propose, advocate, announce (decree, etc.)@
@awan@|@cloud@
@awan@|@cloud; ber-, cloudy@
@awan tipis@|@cirrus@
@awas@|@beware@
@awas@|@careful/watch out; meng-i, supervise/control/oversee; peng-an, supervision@
@awet@|@durable@
@awet@|@awit; durable, lasting; meng-kan, preserve s.t. (food, stuff animal, etc.)@
@ayah@|@sire, pater@
@ayah@|@father@
@ayah angkat@|@foster-father@
@ayak@|@sieve, sifter; meng- sift (flour, etc)@
@ayak2@|@daddy-long-legs@
@ayakan@|@sieve@
@ayam@|@chicken, fowl@
@ayam@|@chicken@
@ayam dara@|@chicken@
@ayam hutan@|@partridge@
@ayam hutan berekor panjang@|@pheasant@
@ayam jago@|@rooster@
@ayam jantan muda@|@cockerel@
@ayam kate@|@bantam@
@ayam muda@|@pullet@
@ayam peliharaan@|@fowl@
@ayam/unggas jantan@|@cock@
@ayat@|@verse, clause@
@ayo!, ayoh!, ayok!@|@come on!@
@ayu@|@pretty, beautiful; ke-an, beauty@
@Ayub@|@Job@
@ayun@|@ber-, meng-, swing, rock, sway@
@ayunan@|@sling@
@ayunan dr kain terpal/rajut@|@hammock@
@azimat@|@charm@
@ba-@|@boom@
@bab@|@chapter@
@bab@|@chapter (of book)@
@babak@|@stage/phase; round/heat/period (sport); act; stanza@
@babak belur@|@bruised skin@
@babat@|@tripe@
@babat@|@clear away; cut through; give a blow; strike with@
@babi@|@swine@
@babi@|@pig@
@babi betina@|@sow@
@babi buta@|@blind@
@babi jantan dikebiri@|@hog@
@babon@|@hen@
@babu@|@housemaid@
@babu@|@maid, servant@
@babu dlm@|@chambermaid@
@baca@|@read@
