@English@|@Somali@
@night@|@cawo, habeeb, habeen, habeennimo@
@nightmare@|@sas@
@nighttime travel@|@guuree@
@nine@|@sagaal@
@nineteen@|@sagaal iyo toban@
@ninetieth@|@sagaashanaad@
@ninety@|@sagaashan@
@ninth@|@sagaalaad@
@nipple@|@cib@
@no@|@maya@
@no one@|@ninna, qofna@
@nobility@|@nasabnimo@
@noble@|@lafti, nasab@
@nobody@|@cidna@
@noise@|@buuq, shanqar@
@noise of a crowd@|@or@
@noise of footsteps@|@jaldhaf@
@nomination@|@magacaabid@
@non-Arab person@|@cajami@
@non-living property@|@mood@
@non-Muslim@|@gaal@
@non-practicing a religion@|@caasimadda@
@nonsense talk@|@bulaan@
@noon@|@qorraxdheere@
@norm@|@ged, ged, tastuur@
@normal@|@caadi@
@normalcy@|@caadinimo@
@north@|@waqooyi, woqooyi@
@nose@|@san@
@nostril@|@dul@
@not so good@|@Aad uma rooni@
@notebook@|@gaayimad@
@nothing@|@waxna@
@notice@|@ogeysiis@
@noun of the feminine gender@|@waalan@
@nourishment@|@dhuuni, nuxrur, urshi@
@now@|@cagi, eeg@
@nuisance@|@lur, qulqulad, rabshad@
@number@|@cadad, lambar, lanbar, lanbari, nambar, nambar, tiro@
@nurse@|@gargaarto, kalkaaliso@
@nursing@|@xannaanad, xannaano@
@nurturing@|@xannaanad, xannaano@
@nutrient@|@nafaqo@
@nutrition@|@gashin, geshin@
@nutritious food@|@baan@
@oath@|@nidar, wacad@
@obedience@|@heellanaan, okobbanaan, raallinnimo, raallinnimo@
@obesity@|@buurnaan@
@obey@|@addeec, fartoon@
@object@|@lafale, layeele@
@objective@|@ahmiyad, dan, toogo, ujeeddo, ujeeddo, ujeeddo, ulajeedo, ulajeedo@
@objects@|@alaab@
@obligation@|@abbaar@
@obligingness@|@okobbanaan@
@observation@|@arkid@
@observe@|@beeq, indhoindhee, indhoindhee@
@observer@|@muraaqib@
@obstinacy@|@canaad, jaguugnimo, macangagnimo@
@obstinate person@|@jaaxid, jaguug, macangag@
@obtain@|@hel, xigo@
@occasion@|@milay, moogaan, munaasabad, waa@
@ocean@|@badweyn, baxar@
@of serpent@|@abeso@
@offend@|@juljul@
@offense@|@gardarra, gardarro, gardarro, juljul@
@office@|@xafiis@
@officer@|@alifle, sarkaal@
@offspring@|@durriyad, manqo@
@offsrping@|@dhal@
@off-white@|@cawiif@
@oil@|@saliid@
@ok@|@bal@
@old@|@boos, cutush@
@old (not new)@|@kabax@
@old (not young)@|@gabow@
@old age@|@duqnimo, gabow, gabownimo, oday@
@old bachelor@|@guumeys@
@old bit of cloth@|@hun@
@old hag (derogatory)@|@cajuusad@
@old maid@|@guumeys@
@old man@|@cajuus, duq, oda, odey, sheyb@
@old person@|@jaxeer, waayeel@
@old ugly man@|@guumeys@
@old woman@|@cajuusad, duq@
@old women@|@islaan@
@olive@|@saytuun@
@Olympic@|@olombig@
@omen@|@faal, ishaaro, ishaaro, saadaal@
@on@|@ku@
@one@|@hal, koow, kow, mid, waaxid, xabbo@
@one half of the jaw@|@daan@
@one hundred@|@boqol@
@one who cleans@|@safeeye@
@one who puts in order@|@hagagaajiye@
@one who studies hard@|@mujtahid@
@one who works@|@mujtahid@
@onion@|@basal@
@onlooker@|@daawade@
@open@|@fur, furayya@
@open itself@|@furan@
@open space@|@ban, gegi, goob@
@open wide@|@ballaq@
@opening in enclosure@|@oodafo@
@openness@|@furnaan@
@opinion@|@afti, mooddo@
@oppose@|@khilaaf@
@opposite@|@cagsi, caksi, lid, liddi@
@opposition@|@hortag, iskahorjeed@
@oppresion@|@eedid@
@oppression@|@dacdarro@
@option@|@khiyaar, khushi@
@or@|@ama@
@oranges@|@liinxaali@
@orator@|@afmaal, codkar@
@oratory@|@afmaalnimo@
@order@|@amar, habee, hannaansho@
@ordinary@|@caadi@
@organization@|@abaabul, hannaansho, jamciyad, tabaabulyo, tabaabusheeyn, urur@
@organize@|@agaasin, aloosi, dunmi, qabanqaabi, tabaabulyee@
@organize (1)@|@haalhee, habayso, tabaabushee@
@organize animals in groups@|@hor@
@organizer@|@tabaabusheeye@
@organizing@|@tabaabusheeyn@
@origin@|@asal, asli, cunsur, sinji, tawl@
@orphan@|@agoon@
@ostracize@|@fiindhee@
@other@|@kale@
@ours@|@annagale@
@ourselves@|@is@
@out of@|@ka@
@outgoing@|@bashaash@
@outside@|@dibad, dibadda, dibed@
@overflowing@|@heeshi@
@overheated@|@huuri@
@overnight stop@|@hoyaad, hoyaatin@
@overpower@|@xoog@
@overrun@|@jiir@
@overthrow@|@afgensi@
@owl@|@guumees, guumeys@
@own@|@hanti@
@owner@|@ciddale@
@ownership@|@mulki@
@ox@|@dibi@
@oxygen@|@ogsajiin@
@pack up@|@gur@
@padlock@|@qafil, qataar@
@page@|@bog@
@pain@|@caradhaban, damqasho, danqadaan, keylli, xanuun@
@pain (1)@|@kaylli, mammanaan, xanuun@
@pain from old wound@|@doog@
@pain in the side@|@qaarjeex@
@paint@|@guduudi, ranji, renji, sabbakh, sabbakh@
@painter@|@ranjiye@
@pajamas@|@bijaama@
@palm of the hand@|@calaacal, sacab@
@palm tree@|@baar@
@pan@|@birtaawo@
@panic@|@cabsigal@
@pant@|@hinraaq, neeftuur@
@panting@|@hinraag, xiiq, xoqad@
@pants@|@targal@
@paper@|@qardaas, warqad, xaashi@
@parallel lines@|@barbarro@
@parallelness@|@cuddoonaan@
@parasitic plant@|@saar@
@parcel@|@buqshad@
@pardon@|@cafi, masaamax, saamax@
@parenthood@|@waalidnimo@
@parents@|@waalid@
@park@|@bustaan@
@part@|@cad, cad, gow, gow, jab, jar, qaar, qayb, qeyb, xag@
@part (1)@|@badh@
@part of a hut@|@dhig@
@part of a nomadic hut@|@lool@
@part of the leg@|@dhaad@
@partial baldness@|@hiiro@
@partiality@|@eexasho@
@participate@|@qeybgal@
@particular (thing or person)@|@khaas@
@partition@|@qoqob@
@partner@|@shurug@
@pass beside@|@dhinacee@
@pass by@|@mar@
@passenger@|@cabbiri@
@passing through@|@dhexmar@
@passion@|@hawood@
@passport@|@baasaboor@
@paste on@|@nab@
@pasture@|@baad@
@patch@|@jansaar@
@patch ragged clothing@|@humo@
@paternal aunt@|@eddo@
@paternal uncle@|@adeer@
@path@|@dariiq, tub@
@patience@|@dul, dulbadi, dulqaad, sabir, samir@
@patriotism@|@waddaninnimo@
@patron@|@abbaan@
@pause@|@hakad, haki, hako, nasiino@
@pausing@|@hakasho@
@pay attention@|@aabayeel@
@pay for@|@siiso@
@pay in part@|@gabar@
@pay living expenses@|@masruuf@
@payment@|@hawl, jiso@
@payment of a debt@|@gudaal@
@pea@|@digir@
@peace@|@ammaan, nabaaddiino, nabad, sulux@
@peach@|@farsung@
@peak@|@deg@
@pear@|@midho@
@peck@|@gurbo@
@peddler@|@iibshe@
@pedestrian@|@laballugood@
@peel@|@diir@
@peer@|@eyni, laag, qayr, qayr, qeyr@
@peer at@|@hinbiriirso@
@pen@|@qalin@
@penalty@|@cisaaro, kallifaad@
@pencil@|@laabis@
@penis@|@qoodho, qoodo@
@penny@|@beni@
@people@|@dad, dad, duul, khalqi, khalqi, qaran, shacbi, shicbi, ummad, ummad@
@people (1)@|@cid, qoon, shacab, war@
@people living together@|@wadataal@
@pepper@|@basbaas@
@percent@|@boqolkiiba@
@performance of an obligation@|@gudasho@
@perfume@|@barafuun, cadar, udgoon@
@period@|@ammin, dhibiq, dhibiq, seben, semen@
@permission@|@idan, ijaaso@
@permit@|@jidee, oggoloow, shati@
@persistence@|@haar@
@persitence@|@haar@
@person@|@axad, nafar, qof@
@person dividing@|@qaybshaa@
@person in difficulty@|@qahraan@
@person of evil character@|@qafalmardax@
@person on foot@|@laballugood@
@person watering animals@|@hore@
@personality@|@gaado@
@perspiration@|@dhididkii@
@pester@|@hagardamo, hagardamo, jirrab, jitaabi, lur, lur@
@pestering@|@hagardamo, hagardamo, nicid@
@pestle@|@kal@
@petition@|@arji@
@petrol@|@batrool@
@petrol consumption@|@batroolbax@
@petroleum@|@betrool@
@pharmacy@|@farmashiye@
@Philippine@|@Filibiin@
@philology@|@baarista@
@philosophy@|@falsafad@
@phobia@|@cuqdad@
@photograph@|@masawir, sawir@
@photographer@|@masawirle, sawiraale@
@physics@|@fisigis@
@pick for oneself@|@guro@
@picture@|@taswiir@
@piece@|@xabbo@
@pier@|@gebi@
@pierce@|@dalooli, mudbixi@
@pierced@|@mudbax@
@piercing@|@mudbax@
@pig@|@doofaar, khansiir@
@pigeon@|@qoolleey@
@pile up@|@hilo, tub@
@pilgrims@|@xujaaj@
@pill@|@kiniini@
@pillow@|@barkin@
@pit@|@bahol, bahu, boor@
@placatory sweet-talk@|@afgobaadsi@
@place@|@jago, kob, makaan, meel, meelee@
@place cleared for people sit@|@guro@
@place face down@|@anbo, babac@
@place of pilgrimage@|@xarun@
@place of put for oneself@|@saaro@
@place to spend the night@|@hoyad@
@placing@|@saarid@
@plain@|@baarax, ban@
@plaintiff@|@muddaci@
@plaited case@|@sab@
@plan@|@habee, jaangooyo, nidaam, qorshe, tadbiir, talajir@
@plan (1)@|@habayso, hindis, jangooy, khariidad, khariiddo@
@plan (2)@|@taawi, taawi, taawo, tallan@
@plan out@|@qorshee@
@planet@|@meere, xiddig@
@planks@|@loox@
@planning@|@qorshayn@
@plant@|@abuur, warshad, wershed@
@plant with edible fruit@|@gaad@
@plants@|@dhir@
@plaster bandage@|@kabidda@
@plate@|@saxan, sixni@
@play@|@bardooddan, cayaar, dhayal, dheel, laacdan, ruwaad@
@play (theatrical)@|@riwaayad@
@play-fighting@|@hurdan@
@playing@|@dheelis@
@playing piece in a Somali game@|@irmaan@
@plead@|@abhi@
@pleasant chat@|@jalbeeb@
@pleasant chatting@|@jalbeebtan@
@pleasantness@|@jacsanaan@
@please@|@baryo, Fadlan@
@Please write your address@|@Min-fadlak qor cinwaanka@
@pleasure@|@raaxo@
@plenty@|@gaafo, kafuufo@
@pliers@|@qabato@
@plot of land@|@buqcad@
@plowing@|@falasho@
@plug@|@aabbur, aabbur, cuf, cufee, guf, gufee, jilay, joogajooge, joogajooge@
@plumpness@|@karaar@
@plunge@|@ruub@
@plural@|@jamac@
@ply between two places@|@gosh@
@pneumonia@|@jeeniwareen, wareento@
@pocket@|@jeeb@
@poem@|@diiwaan, gabay, gabey, maanso@
@poet@|@gabayaa, gabyaa@
@poetry@|@suugaan@
@point@|@qor@
@point out@|@ishaar, tus@
@Point where@|@Tilmaan meesha@
@poison@|@sun, waabay@
@poke@|@juqee@
@pole@|@cidhif, udub@
@police@|@booliis, boolis@
@policeman@|@ilaalo@
@policy@|@ishaafalad, siyaasad@
@political party@|@xisbi@
@politician@|@siyaasi@
@politics@|@siyaasad, siyasso@
@pond@|@balli, dar, jidhaan, war@
@ponder@|@maami, taraddan@
@pondering@|@tashad@
@pool@|@dar, jidhaan@
@poor@|@mahaysato, miskiin@
@poor people@|@haadun@
@poor person@|@cayr, sabool@
@portable@|@aqal@
@portion@|@cad, cad, daardhuuq, gabal@
@portrait@|@sawir@
@position@|@haal, mawqif, mowqifka@
@possess@|@hanti@
@possession@|@juno, qabid@
@possessions@|@hanti@
@possibility@|@suuraggal, suuro@
@post@|@tiir@
@post office@|@boosto@
@postpone@|@akhir, baajiyo, dabammari, irko, madli@
@postponement@|@dibdhac, kaadsiinyo, madlin, raagid, raagsiinyo@
@postponement (1)@|@dibudhac@
@pot@|@adar, dheri@
@potato@|@badhadho, bataato@
@potatos@|@baradhdho@
@potponing@|@irkasho@
@poultry@|@digaag@
@pound@|@budee, budee, rodol, tum@
@pour@|@shub, shuban@
@pour for oneself@|@shubo@
@poverty@|@busaarad, caydnaan, saboolnimo@
@powder@|@budul, jariir@
@power@|@maaro, qaddar, qudrad, tabar, tabar, xubin@
@power of choise@|@khiyaar@
@power of hearing@|@maqal@
@praise@|@ammaan, faan, sado, sedo@
@pray@|@ducee, duraamo, tuko@
@pray for oneself@|@duceyso@
@prayer@|@duco, tuki@
@prayer for a sick person@|@jibaalgaabis@
@predator@|@horor@
@predict@|@awaal, kuhaan, saraad@
@prediction@|@awaal, awaal, awaal, maleewaalid, maleewaalid, saadsasho, saraad@
@pregnancy@|@caloolgal@
@pregnant@|@riman, rimay@
@prejudice@|@nacayb@
@preparation@|@darab, tabaabusheeyn@
@prepare@|@abaabul, darbi, diyaari, gaafo, tabaabushee@
@preposition@|@meeleeye@
@presence@|@joogid@
@present@|@faxdi, hadiyad@
@preservation@|@hawal, kaydin@
@preserve@|@habal, kaydi@
@preserving@|@kaydsi@
@presidency@|@madaxtooyo@
@president@|@madaxwayne, madaxweyne@
@press down@|@habbi@
@pressing@|@nabid@
@pressure@|@baari@
@prestige@|@haybad, sharaf, sumcad@
@pretense@|@isyeelyeel@
@prettiness@|@bilic@
@prevent@|@maadi, waab@
@prey on@|@horor@
@price@|@beec, beec, beec, ganac, qiimad, sicir, sinaad, sinni, temmin@
@price (1)@|@qiime, tammin, xarrago@
@prices@|@ascaarta@
@prick@|@irbadee@
@prickly plant@|@cagaag@
@pride@|@han, han, qab, qiiro, xarrago, xarrago@
@primary@|@horrayn@
@prime minister@|@ra'iisul wasaare@
@principle@|@ishaafalad@
@print@|@daabac@
@printing@|@daabac@
@printing-press@|@madbacad@
@priority@|@horrayn@
@prison@|@killaal, xabsi@
@prisoner@|@lahaye@
@problem@|@baas, hammi, masalo, mixnad, mushkilad, qahar@
@professor@|@brofessoor@
@profit@|@korsaar, korsocod, ribix@
@program@|@barnaamij@
@progress@|@horukac, horusocod@
@prohibit@|@mamnuuc@
@project@|@falsami, falsami, mashruuc@
@projects@|@mashaariic@
@promise@|@axdi, ballan@
@promote@|@bil@
@promptness@|@halhaleel@
@pronoun@|@magacuyaal@
@pronounciation@|@dhawaaq@
@proof@|@caddeyn@
@propaganda@|@boroobagando, dacaayad@
@property@|@hanti, lihi@
@prophet@|@nebi@
@proportion@|@isuqiyaas@
@proposal@|@iqtiraax@
@prosper@|@badhaadh@
@prospering@|@hanasho@
@prosperity@|@aaran, baqas, baraare, bararo, barwaaqo, bashbash@
@prosperous person@|@hantile@
@prostitute@|@qabxad@
@protect@|@dhawr, raw, raw@
@protecting@|@daafacid@
@protection@|@turriimo@
@protection money@|@baad@
@protector@|@abbaan@
@protest@|@dacwood@
@protocol@|@habmaamuus@
@proverb@|@maahmaah@
@province@|@gobel@
@provisions@|@sad@
@provisions for a journey@|@jicsin@
@provocation@|@aabi, daandaansasho, daandaansi, maag@
@provoke@|@adyadee, daandaanso, gardarrayso, gardarrayso, maag@
@proximity@|@abbaaro, agaag@
@public@|@dadweyne@
@puddle@|@qay@
@pull@|@jiid, jiido@
@pull up@|@siib@
@pulley@|@cayaari@
@punch@|@feer, gujee, gujo@
@pungent taste@|@hah@
@punish@|@cadaab, ciqaab, ganaax, qisaas, tacsiir@
@punishment@|@ciqaab, qisaas, tacsiir@
@puntuation@|@astaan@
@pupil@|@barad@
@pupil of the eye@|@bir@
@pure@|@nadiif@
@purify@|@cul@
@purple@|@carwaajiis@
@purpose@|@faad, muraad, qasad, qasad@
@purse@|@abxad, boorso@
@pursue@|@raac, raacdee@
@pursuit party@|@raacdo@
@pus@|@maal@
@push@|@ansac, durk, durug, riix@
@push down@|@diis, dum@
@push forward@|@harbi, hataaqo, hataqee@
@push forwards@|@hanboorri@
@push through@|@huluulo@
@pushing@|@jiirid@
@put a border on@|@daruur@
@put a fringe on@|@farqi@
@put a high price on@|@qaaliyee@
@put a number on@|@nambari@
@put a roof on@|@jibaal@
@put a turban on@|@cigaal@
@put behind@|@dambeysii@
@put down@|@dhig@
@put down a deposit@|@carbuun@
@put down mats@|@gogol@
@put for oneself@|@dhigo@
@put in@|@geli@
@put in order@|@haaneedi, hagagaaji, nidaami@
@put into a difficult situation@|@iiqee@
@put into confusion@|@mashaqee@
@put into effect@|@hawlgeli@
@put kohl on eyes@|@kuul@
@put out to dry@|@war@
@put salt on@|@cusbee@
@put side by side@|@barbardhig@
@put someone on his guard@|@irdhee@
@put something in a place@|@meelayso@
@Put your hands over your head!@|@Gacmaha madaxa saar!@
@putting in order@|@hagaajin, hagagaajin@
@python@|@good, jebis@
@quantity@|@caddad@
@quarrel@|@jaarri, jiriibban@
@quarter@|@xaafad@
@queen@|@boqorad@
@quenching of thirst@|@oonbeel@
@question@|@su'aal, weyddiin@
@questioning@|@tooyasho@
@quibble@|@jiriibban@
@quiet walk@|@hunbaalle@
@quietness@|@xasillooni@
@quintal@|@kiintaal@
@qunjuraaf@|@scraps@
@qurqur@|@rim@
@rabbee@|@train@
@rabbit@|@bakayle@
@race@|@beder, bedertan, beretan@
@racism@|@midabkalasooc@
@radar@|@raadar@
@radio@|@raadiyo@
@rage@|@dabbar, kushad, umal@
@rags of dawn@|@sagal@
@raid@|@duul, jalaalaqee, jalaalaqo, jalaalaqo@
@rain@|@bokk, bokk, dac, hoor, roob@
@rain cloud@|@hogol@
@rainbow@|@mood@
@rainy season@|@gu@
@raise@|@barbaari, barbaari, dhaqo, gundhi, saar, taag@
@raising@|@dhaqasho, kicin@
@raisins@|@sabiib@
@Ramadan@|@ramadaan@
@rambling talk@|@hantaatac@
@rank@|@dabaqad, darajo@
@rare (thing)@|@naadir@
@rareness@|@dhif@
@rat@|@jiir@
@ratel@|@xoor@
@rations@|@raashin@
@ravaging@|@burburin@
@raw food@|@ceeriin@
@reach@|@gaar@
@reach the age@|@qaangaar@
@reaching a decision@|@guddoonsad@
@reaching out for something@|@tiigsad@
@reaction@|@dibusocod, rajciyad@
@read@|@akhri@
@readiness@|@diyaar@
@real Muslim@|@muumin@
@realization@|@toodoobid@
@realization of a loss@|@abaaji@
@realize@|@ogoow@
@realize one has lost something@|@abaaji@
@rear@|@barbaari, danbeed, kori@
@reason@|@ajli, ajli, dar, milgee, milgo@
@reason by analogy@|@qiyaas@
@reason logically@|@murtiyee@
@reasonableness@|@garawsasho@
@reasons@|@asbaaba@
@rebuke@|@cataabid, jalaal@
@receive advice@|@hanuun@
@receive help@|@miciinso@
@receive nourishment@|@irsaaqo@
@receiving information@|@khabarsi@
@receiving news@|@khabarsi@
@reception@|@qabbilaad, xaflad@
@reciprocation@|@talantaalli@
@recitation of Koran to death@|@gunaanad@
@recite@|@geeraar, naq@
@recite a poem@|@gabay@
@recite a poetry@|@gabey@
@reckless person@|@irtid@
@recklessness@|@irtidnimo@
@recognition@|@ictiraaf@
@recognize@|@garo, ictiraaf@
@recompense@|@abaalgud@
@reconcile@|@maslax, maslax, raalligeli@
@reconciliation@|@maslax@
@recover@|@kabo@
@rectangle@|@afargeesle@
@rectangular house@|@cariish@
@recurrence@|@labakacle@
@recurrent pains@|@qabatoon@
@red@|@cas, casiin@
@red crescent@|@laanqayr@
@red earth@|@bakool@
@redness@|@casaan@
@reduce@|@naaqis, naaqus, yaree@
@reflect@|@taraddan@
@reflection@|@feker@
@refrain@|@dhexyaallo@
@refrigerator@|@qaboojiye, talaajad@
@refuge@|@magan@
@refugee@|@laaji, qaxooti@
@refusal@|@diiddo, diidmo@
@refuse@|@diid@
@refutation@|@duudsi@
@refute@|@beenee, duudsi, duudsi@
@regain consciousness@|@miyirso@
@regard@|@tacalluq@
@region@|@gobel, gobol, waax@
@regret@|@hifo@
@regularity@|@joogto@
@regulate@|@hagagaaji@
@regulation@|@xeer@
@reinstate@|@labakaclee@
@reject@|@dhasiig, dhasiig, nac@
@rejection@|@dhasiig@
@rejoice@|@abshir@
@relations@|@cilaaqaad, xiriir@
@relative@|@ehel, lammaan, qareen, tol@
@relatives@|@casabo, cashiiro, rixin@
@relax@|@boji@
@relaxation@|@bojiino@
@release@|@cayrin@
@release from debt@|@qaanbax@
@reliability@|@miigganaan@
@reliable@|@rasmi@
@relieve@|@nasi@
@relieve responsibility@|@hagarbixi@
@religion@|@diin, millad@
@religious festival@|@iid@
@religious principle@|@caqiido@
@religious scholar@|@buuni@
@rely on@|@ciirso@
@remaider@|@caymad, caymo, hambo@
@remainder@|@baaqi@
@remember@|@cululubo, garwaaqso, xasuus@
@remembrance@|@gocasho@
@remind@|@xusuusi@
@reminding@|@garansiin@
@remoteness@|@fogaan@
@remove@|@tirtir@
@renew@|@cusboonee@
@rent@|@ijaar, ijaaro, ijaaro, kiree, kireysasho@
@rent out@|@ijaar@
@reoccur@|@labakaclee@
@repatriation@|@dalkucelin@
@repeat@|@naqnaq@
@repeated fastening@|@xirxir@
@repeated typing@|@xirxir@
@repent@|@hifo@
@repetance@|@ciilkaanbi, hisasho@
@repetition@|@celcelis, naqtiin, sheelsheel@
@report@|@warbixin@
@reporter@|@wariye@
@reporting@|@kawarramid@
@reports@|@warar@
@representative@|@ergey, wakiil@
@repressing@|@cadaadin@
@reprimand@|@canaan@
@reproduction@|@tarmid@
@reproof@|@haaraan, haaraan, jalaal@
@reprove@|@haaraan@
@reptile@|@halaq@
@republic@|@jamhuuriyad@
@Republic of Somalia@|@Jamhuriyadda Soomaaliya@
@repudiate@|@dafir@
@repugnance@|@qashafo@
@reputation@|@sumcad@
@request@|@codasho, codso, dabel, dalab@
@rescue@|@birmasho, ciidami, ciidanso, tacaal@
@research@|@baaris, salgaar@
@resemble@|@ekow@
@resentment@|@aano, kahasho@
@reserve@|@kaydi@
@reservoir@|@jaabbiyad, keli@
@reside among@|@dhexdeg@
@reside in@|@degganahay@
@resin@|@xabag@
@resistance@|@suti@
@resolution@|@qaraar@
@resort to law@|@sharci@
@resource@|@intifaac@
@resources@|@khayraad, kheyraad@
@respect@|@cis, ixtiraam, qaddari, tixgeli, tixgelis, xurmo, xurmo@
@respect (1)@|@cees, cisee, ciseyn, darajee, maamuus, xushmad@
@respect on another@|@isdhawr@
@respectability@|@casiis, casiisnimo@
@responsabilities@|@waajibaad@
@responsability@|@haal, waajib@
@responsible person@|@isqaan, xildhibaan, xilkas@
@responsibleness@|@xilkasnimo@
@rest@|@boji, bojiino, daaltiro@
@rest head@|@barko@
@restaurant@|@makhaayad@
@restlessness@|@kirtan@
@result@|@ciribdanbeed, natiijo@
@result in@|@aay@
@retain@|@habal@
@retirement@|@hawlgab@
@return@|@noqo@
@return a favor@|@abaalgud@
@returning@|@labakacle@
@reveal@|@muuji@
@reveal talk in confidence@|@xogwarran@
@revenge@|@aar, aarsasho@
@revenue@|@dakhli@
@review@|@naqtiin@
@revive@|@noolee@
@revolution@|@iskuwareegsi, isrog, tawrad@
@revolutionary@|@tawri@
@reward@|@abaal, abaalmari, faraggubyo, jaasee, jaaso, jiso@
@reward (religious)@|@fadli@
@rhinoceros@|@wiyil@
@rhythm@|@qaafiyo@
@rib@|@feer@
@rice@|@bariid, bariis@
@rifle@|@bunt@
@right@|@xaq@
@right hand@|@midig@
@right moment@|@munaasabo@
@rim@|@afmeer, looli, qurqur@
@ring@|@duub@
@rinse out@|@dhaqdhaq@
@rinsing out@|@dhaqdhaq@
@riot@|@qalalaas@
@rip@|@jeeb@
@ripe@|@bisayl@
@ripen@|@batiikhoob, biskood@
@rise@|@korudhig@
@risk@|@halis@
@rival@|@looltamayaa, looltan@
@river@|@haro, webi@
@river palm@|@baar@
@riverbank@|@gebi@
@road@|@addo, daliig, hilin, jid, marin, waddo@
@roar@|@diyaan, jibaad@
@roasting@|@halaammacays@
@rob@|@boob, booli, furo, hoosh, mooradduug, mooradduug, xoog@
@robbery@|@boob, dhaca, hoosh, kabasiib, mooradduug@
@rock@|@dhadhaab@
@role@|@dawr, door, jar@
@roll@|@maraabo@
@roll into a ball@|@kuus@
@roof@|@jibaal, saqaf@
@room@|@min, min, min, nefis, qawlad, qol, qoolad@
@root@|@xidid@
@rope@|@dabniin, xarig@
@rose@|@ubax@
@rot@|@qurun@
@rotten@|@baas@
@rough@|@jafjaf@
@round@|@dadab@
@round space@|@jaan@
@roundabout speech@|@sarbeeb@
@rounded shape@|@glungulco@
@rouse@|@kici@
@route@|@isumar, mareen@
@rub@|@xaadh@
@rub out@|@nasakh@
@rubber@|@banbiiro, cinjir@
@rug@|@qadiifad@
@ruin@|@ibtilee@
@ruins@|@berrin@
@rule@|@asuul, qaanuun, xeer, xukun@
@rumble@|@diyaan, diyaan, hugun@
@rump of animal@|@dib@
@run@|@durdur, kabti, ord, orod, roor, roor@
@run away@|@baqad, baqad, kud, qax, qax, yaac@
@run here and there@|@kalah@
@run loose@|@gefer@
@run slowly@|@guclee@
@running@|@kabti, orod, roor@
@running away@|@cararid@
@rush@|@abraar, roor@
@rushing@|@roor@
@rust@|@mirir@
@rustling@|@daro@
@ruuin@|@kharrib@
@sack@|@ceemad, jawaan, jiraab, jiraab, joonyad, kiish, mandad@
@sack (1)@|@kiish@
@sacrifice for a sick person@|@jibaalgaabis@
@sadness@|@caloolxumo, tiiraanyo@
@safe@|@khasnad@
@safeguard@|@dayactir@
@safekeeping@|@amaano@
@safety@|@badbaado, bariin, bed, kabaro, samatabbax@
@safety (1)@|@sabatabbax@
@saint@|@weli@
@sake@|@ajli, dar, daraad@
@salary@|@mushaaharad, mushaar@
@sale@|@beec, beec, iibin@
@saliva@|@balqan, calyo@
@salt@|@cusbo, milix@
@same@|@iskummid@
@sample@|@sambal@
@sand@|@bacaad, ciid, cirid@
@sand dune@|@bacad@
@sandal@|@kab@
@sandals@|@dacas@
@sandal-strap@|@yeelin@
@sandy hill@|@burco@
@sap@|@faleen@
@sapace@|@ballaadh@
@sarcasm@|@jareexo@
@satan@|@ibliis@
@satirize@|@jareexee@
@satisfaction@|@kifaayo@
@satisfaction of hunger@|@haqabbeel@
@satisfaction of need@|@jeelbax@
@satisfy@|@bogaad, caaji, caaji, raalligeli@
@sauce@|@sanuunad@
@save@|@nabadgeli, tashiil@
@save remains of food@|@hanbee@
@saving@|@caymi, kaydsi@
@saw@|@arkay@
@say@|@dhah, dhi, dhih, hay, ii, yeedh, yeedh, yeer, yeer, yeer@
@say it!@|@dheh@
@say prayers@|@tuko@
@saying@|@qowl@
@scales@|@miisaan@
@scandal@|@bayuur@
@scar@|@haar@
@scarcity of water@|@biyayarood@
@scare@|@baji, bardad@
@scatter@|@biliq@
@scholar@|@abwaan, aqoonyahan, aqoonyahanka, caalin@
@scholarship@|@abwaanimo, boorso@
@school@|@dugsi, iskuul, malcaamad@
@science@|@saynis@
@scissors@|@manqas@
@scolding@|@hangaggurro@
@scole@|@hangaggurree@
@scoop@|@dar, darso, gure, gure@
@scorch@|@halwi@
@scrap of cloth@|@furin@
@scrape away@|@fadh@
@scraps@|@qunjuraaf@
@scratch@|@fiiq, hoq@
@scream@|@cabaad@
@screen@|@daah@
@screw on@|@wareeji@
@sea@|@bad, baxar@
@sea weed@|@kuukiyaan@
@sealing wax@|@xabag@
@search@|@baadh, eegeeg, faaqidaad, fennid, raadgoob, raadin@
@search (1)@|@baadiggoob@
@search for@|@goob, jeri, raadi@
@season@|@nur, shin, xilli@
@seat@|@saldhig@
@second@|@labaad, seken, sugundo@
@secrecy@|@qarsoodi, qarsoonaan@
@secret@|@xog@
@secret meeting@|@faq@
@secretary@|@Xooghayuhu@
@sect@|@dariiqo@
@section@|@fasal, gow@
@security@|@amaan, nabaaddiino, sabatabbax, sabatabbax, samatabbax, samatabbax@
@see@|@arag, areg, qollaali@
@see off@|@sagootiyay@
@see you soon@|@Is arag dambe@
@seed@|@shuni@
@seek help@|@ciidanso@
@seeking@|@doonasho@
@segregation@|@kalasoocid@
@selection@|@gaadasho@
@self@|@duunyo, is, qudh, qudha, qur@
@self-sacrifice@|@huraal@
@self-sufficiency@|@iskufilnaansho@
@sell@|@biici, gad@
@sell by auction@|@xaraash@
@seller@|@gade, iibiye, kabadhe@
@selling@|@iibis@
@send@|@dayri, dir, dir@
@send a message@|@far@
@send across@|@gudbi@
@send after@|@dabadir, raaci@
@senior man@|@mudane@
